"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"1260_150.979_0.834",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.8655031001397e-06,1.03045798348077e-07,1.25843378162579e-07,2.38591474795283e-06,2.98460325669219e-07,9.89257185881259e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"7355_151.039_2.642",0.00215496636810481,0.000245724136972512,5.3948913906675e-05,1.71155576642928e-05,2.0221293132726e-05,1.78639727196498e-05,2.18488423651801e-05,0.00127268869642033,0.0012882763460952,0.000603220537562051,0.000719284218245688,0.00011720817134745,3.95564407856425e-05,1.92333369420457e-06,0.00368546596308815,0.0015720547720405
"7011_151.039_2.584",0.000226474492505602,0.000272717264680642,6.39210639395459e-05,4.94753498300961e-05,5.95771096604623e-05,3.13421321917398e-05,2.82611187894313e-05,0.000276954603966297,3.46159783152728e-05,3.45977295577579e-06,1.90781176259742e-06,6.5187859305203e-05,3.93885378999247e-05,1.92333369420457e-06,8.52316361919282e-05,0.000101717676039107
"5314_151.039_2.078",9.39901682304806e-05,0.000103452440371049,8.97317971954222e-06,1.71062314527566e-05,2.69696054831978e-05,2.93618706229938e-05,2.21504326831359e-05,0.000107513992890251,5.27764513109431e-05,9.78943604040526e-06,1.3234741278565e-05,2.31437600113694e-06,2.50886420171701e-06,1.92333369420457e-06,4.9228231346228e-05,3.10275825099636e-05
"5625_151.039_2.173",0.00013714533044474,7.57459307993997e-05,1.38048525244324e-05,4.40137427345164e-06,2.71143317278933e-06,1.43091620901519e-05,6.15164933423765e-06,0.000172530837933165,6.36636380379111e-05,1.13269130697189e-05,2.17099923896481e-05,3.25118893531048e-06,2.50886420171701e-06,1.92333369420457e-06,7.19179469111332e-05,6.63726383778226e-05
"18913_151.039_5.237",5.50531539719297e-05,6.5781487305031e-05,1.94495310003025e-05,3.27589844447659e-05,2.6437999010363e-05,4.07647880152314e-05,1.58962639700105e-05,2.36051314100046e-05,2.89128945539987e-05,4.54727839597003e-06,8.7047258483531e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,4.12367556311052e-06,4.01090194656105e-05
"12007_151.039_3.561",9.7679574775577e-05,6.27551899710838e-05,5.55914343304176e-06,8.10847380910895e-06,1.62995516361167e-05,6.26953181651898e-06,4.76075686564773e-06,3.19134110200126e-05,5.60314924345117e-05,2.64828308599383e-05,3.66946144627987e-05,2.83258113317473e-06,2.50886420171701e-06,1.92333369420457e-06,0.000103277124345603,4.76937381152783e-05
"14593_151.039_4.132",4.9318698484523e-05,0.000644906082750523,0.000112938956293715,0.000209833525652836,5.89245903733216e-06,6.56188335713207e-06,1.35880748970598e-05,1.73342075610736e-05,1.57171915422384e-05,2.99741980828363e-06,6.18232408414033e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.41457734480498e-05
"13389_151.039_3.892",9.12994698078739e-05,0.000108643786726663,6.39805435349978e-05,2.20840683656515e-05,1.89378554462574e-05,3.57523344902569e-05,1.7298276436521e-05,4.37580236268582e-05,4.65679770897208e-05,1.35282203540128e-05,2.51973460390125e-05,7.10208118967301e-07,2.50886420171701e-06,1.92333369420457e-06,4.94795871421617e-05,4.65356907126396e-05
"2148_152.917_0.956",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,2.67455832400358e-05,1.03045798348077e-07,1.25843378162579e-07,1.01617767977746e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"2695_152.917_1.077",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,4.81235963766291e-05,1.03045798348077e-07,1.25843378162579e-07,1.46073559510284e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"4945_153.019_1.911",0.000100716053197556,0.000166389027083228,3.59640845705053e-05,3.24824267068532e-05,0.000306546523399672,5.4739196941052e-05,5.54759176365514e-05,3.52325400889572e-05,2.44626896190147e-05,1.24090193999784e-06,2.85421584679982e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.71130032142265e-05
"15059_153.019_4.26",2.46625370689104e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,3.20343981581852e-05,0.000577219954542954,1.92738357654444e-05,5.78312584262373e-06,1.36677909432423e-05,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,6.5801864855869e-05
"8120_153.019_2.848",0.000133208296125074,1.22691741487801e-05,3.02778479323195e-06,2.04695619091898e-06,2.41642034401222e-05,5.29713743820846e-05,3.05409812179209e-05,2.21595800837116e-05,4.30943969054057e-05,6.76963970644209e-07,2.93809058246957e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.42285922822757e-05
"6054_153.019_2.332",4.29594785699509e-05,4.8921380521321e-05,1.80073774375315e-06,2.50258537815173e-05,1.91382295371832e-05,1.38204090252036e-05,3.52524729316436e-06,2.6384466921035e-05,2.78993735526464e-05,2.2080205995074e-06,6.38500961409629e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.6150170512437e-05,2.49382894994573e-05
"10272_153.019_3.249",6.72873297550846e-05,6.71537398782137e-05,1.69108304662304e-05,2.04695619091898e-06,4.85514937609048e-05,2.43206962695002e-05,4.27809021781842e-05,1.69622644547511e-05,3.54389887130292e-05,1.25843378162579e-07,4.24364052252571e-07,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.5938615944738e-05
"11400_153.03_3.453",8.54660189634014e-07,7.77783336867963e-05,9.29530387231635e-06,0.000198733952229309,3.68195439436712e-05,1.98728946498733e-05,1.69524934245195e-05,4.77065755423248e-06,3.16725523698087e-06,6.63527944865084e-06,1.50082908562037e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.50249720289694e-05
"5346_153.055_2.081",0.000311774132229002,0.000259754586743398,8.2320899890571e-05,5.83362044849999e-05,3.54578807564392e-05,2.97282627857605e-05,1.96064918325536e-05,0.000169122530138339,0.000226085830564128,5.49382480923447e-05,0.000110732500764195,1.42648515732952e-05,1.12613320460487e-05,1.92333369420457e-06,0.000398810748091918,0.000162723385471874
"5641_153.055_2.195",0.000819457348310239,0.000280081491237772,3.56022938485635e-05,0.000130776099951492,3.41889155759005e-05,3.83795014335107e-05,3.33510965600021e-05,0.000461449894996302,0.000546961277885938,0.00014559130737959,0.000285552171438914,2.94620023092454e-05,2.21514633785432e-05,1.92333369420457e-06,0.000995528298107361,0.000412320972397585
"19160_153.128_5.301",0.000126912629228795,0.000165748629210168,6.47792484834821e-05,6.68045994859399e-05,6.077811191048e-05,7.49836895086622e-05,1.89700072334402e-05,6.13367467774918e-05,6.28584405115692e-05,1.57970534789827e-05,2.45861419019463e-05,8.95083296748747e-07,0.000114792517055117,1.86308797638564e-05,5.76465474158476e-05,9.78378549294265e-05
"17046_155.071_4.712",4.59832723834245e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,3.42672999197955e-06,4.47151232183993e-07,6.61837487409464e-07,1.51534400341402e-05,2.47834161534482e-05,1.30807664904797e-06,1.59108789607412e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.52402998897582e-05
"15849_155.107_4.414",8.40646715751251e-05,4.46019613596009e-05,2.05071644382197e-05,2.04695619091898e-06,3.08602350631362e-05,7.62550878184173e-05,1.40744961188716e-05,3.99378596112891e-05,3.06056536449121e-05,2.89270982342972e-05,5.23264391360167e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,9.95220801492883e-05
"12186_155.107_3.636",2.41569980424961e-05,9.04437292417351e-05,9.20139376194531e-06,4.03358695463096e-05,2.67609010183329e-05,5.26405180391164e-05,3.45982676338048e-06,9.80262350798397e-06,5.8417666609084e-06,2.05058767334924e-05,1.87232734894283e-05,2.98460325669219e-07,9.30796088409977e-05,4.18685834693546e-06,2.84111221027118e-05,3.49387475387916e-05
"20159_155.143_5.59",4.31082871388202e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.07300510197421e-05,6.23501783891117e-05,6.61837487409464e-07,1.9709112452027e-06,5.95157870399051e-06,2.84844041105354e-06,1.62615774688757e-06,2.98460325669219e-07,3.1540579747408e-05,1.92333369420457e-06,2.75815627240278e-06,2.98403681743464e-05
"10339_157.05_3.312",1.45202977880195e-06,4.09473456195516e-06,1.80073774375315e-06,9.50799869161948e-05,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,5.32865415278797e-07,5.36532422476373e-07,1.45413424904481e-05,2.74305179115665e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.76250831742509e-05
"19200_157.086_5.321",0.000113918866525965,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.47665531909806e-06,7.51445877332884e-06,6.61837487409464e-07,4.47405803738336e-05,6.34272135053012e-05,8.34472445730422e-07,2.99832033465972e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,5.01256735537817e-05
"7726_157.086_2.795",1.80583290849361e-05,2.1241097724541e-05,2.60175111524744e-06,4.44225710597477e-06,0.000122345597134606,0.000102684164647212,1.51946071805887e-05,1.10851375368867e-05,1.40231139334961e-05,7.12734221567344e-07,1.40534391026662e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.44832918612705e-05
"11464_157.086_3.478",0.000216369064926572,0.000155876773247974,1.80073774375315e-06,1.27724227836027e-05,3.83078720817498e-05,3.41530351006772e-05,4.16008203671393e-06,0.000153322786991551,0.000159710472084189,2.75292643105885e-06,1.41753701068028e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.000162986212986089
"6538_157.086_2.45",1.46422350646918e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.08108120836297e-05,3.66846295655685e-05,6.00199810118967e-06,4.99815086356529e-06,8.93888927882607e-06,1.25843378162579e-07,2.51660227985358e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.2339150585275e-05
"120_158.978_0.702",0.000313427663384441,0.000576493863429552,0.000319848368135814,0.00115714898689966,0.000186412538305446,0.000163183233479098,9.95826555385333e-05,0.00010112332765469,0.000126755125990244,0.000134336747960146,0.00016482859899802,0.000156848888344481,0.000734430936598607,0.000376431526651819,0.000344072033940279,0.000233547804509638
"24398_159.045_6.957",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.03556968764714e-05,0.000141702718361716,5.26277398701516e-05,8.99082083905755e-08,1.03045798348077e-07,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,4.58510142572166e-05
"20942_159.045_5.872",1.58458693055025e-06,7.20183217626761e-05,7.69340481800415e-05,4.16763606774914e-05,0.000626148423061446,0.000937678166395434,0.00059701682305736,2.69895266864515e-06,8.91303953772546e-06,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,0.000188141621093023
"6673_159.066_2.501",0.000605198422820749,0.00102350952120776,0.000367379598010548,0.0004565081223081,0.000453824369634129,0.000447345311062553,0.000121848244936126,0.000310391395148859,0.000278645815440041,4.27694479708563e-05,5.11582370706674e-05,4.76730712107389e-06,0.000825406572006296,0.000142288563280651,0.00035929614762608,0.000438376817877119
"7424_159.066_2.69",4.58525253152198e-05,0.000130619589644955,3.20711719569299e-05,0.000101611945077919,0.000132698156752573,0.000144597885395979,3.70087414341705e-05,1.83655078388912e-05,1.960862829373e-05,1.46595494636176e-05,8.32540706661892e-06,2.98460325669219e-07,0.000199507797875171,2.60255024588704e-05,3.69155584676687e-05,4.23834784350472e-05
"8788_159.066_2.982",3.09462427744259e-05,0.000133225329820744,3.34177431787796e-05,5.45880276559813e-05,0.000147898128663643,0.000142898055230623,2.85847332539568e-05,1.9053030800033e-05,1.50674971514536e-05,1.07081288809633e-05,1.40476907552285e-05,2.98460325669219e-07,0.00010516753894147,1.87212587440716e-05,3.99519594253926e-05,5.91093568078892e-05
"8408_159.066_2.936",1.49287786093235e-05,9.30387486579444e-05,1.67397112695445e-05,4.27873926718442e-05,0.000102074078159264,7.37143795984119e-05,4.46368622085164e-05,1.25582171218942e-05,5.64969866058743e-06,5.67150650695434e-06,8.79130087076776e-06,2.98460325669219e-07,7.51646107024918e-05,1.51062265191994e-05,3.48424937363774e-05,3.8648230534713e-05
"9679_159.066_3.152",4.62207432360696e-05,6.15838166999172e-05,1.63479879890864e-05,2.49869732443228e-05,4.75945646512726e-05,5.30728726305263e-05,1.09535224777467e-05,2.0072600100024e-05,1.9251753761626e-05,8.15590276054017e-06,1.24348333249488e-05,2.98460325669219e-07,4.12742258927736e-05,1.92333369420457e-06,1.17740247044505e-05,4.29880459609413e-05
"12790_159.102_3.752",0.000169501309174885,5.96453274803206e-05,3.3854716747816e-05,4.591546040543e-05,2.89215943518394e-05,3.91662736809401e-05,1.15045525759146e-05,7.86195585155758e-05,5.0261447639911e-05,3.06806971082249e-05,5.62480835432567e-05,2.98460325669219e-07,6.25181675169686e-05,8.68897359809771e-06,8.33919052127452e-06,7.93841778011254e-05
"15605_159.102_4.354",0.000223612152534733,0.000491177695746413,8.1172338200283e-05,0.000145146197629059,8.91575710977269e-05,9.61371084184383e-05,2.1587384217867e-05,0.000109726000454547,0.00012698679168053,2.10639706650676e-05,4.31202902580506e-05,3.84107145126234e-07,7.02278986558989e-05,1.87526930105756e-05,9.90488143631764e-05,0.000163295259191139
"10369_159.102_3.27",0.000158104401353275,0.000100358063421902,2.03462875513392e-05,3.42851391546371e-05,2.47524795709746e-05,4.2962132869054e-05,4.47504004294815e-06,0.000207965072784068,0.000161859187755243,5.81629331763788e-06,8.41491769138136e-06,2.98460325669219e-07,1.05649600091938e-05,1.92333369420457e-06,1.44114865657877e-05,0.000112494446826239
"27472_161.021_7.79",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,1.89576485325724e-05,4.34269960050035e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.41826799542288e-05
"6425_161.045_2.451",1.48636197062536e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,9.77096560178862e-06,7.82682721987848e-07,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.20549194355449e-06
"14152_161.06_4.027",1.681528106166e-05,4.09473456195516e-06,1.08716226284614e-05,2.04695619091898e-06,1.56757070904326e-05,6.44961943464908e-06,8.07099158531007e-06,5.88400285243795e-06,4.90995980667115e-06,1.39618909355449e-06,3.71867156711742e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,8.37457292768365e-06
"11394_161.06_3.455",2.5628633245924e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,7.39218357741009e-05,4.49773367659632e-05,1.25121121561933e-05,1.9099431609036e-05,2.4079410772059e-05,3.24014336999916e-06,8.06789996953793e-06,2.98460325669219e-07,2.91482594153159e-06,1.92333369420457e-06,2.75815627240278e-06,2.39407824723457e-05
"20672_161.097_5.787",1.50769680831034e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.000116047016513065,6.59250559464067e-05,1.66921829635766e-05,7.68735513254727e-06,8.76679635522238e-06,1.38563073402396e-06,6.14184122402387e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.78776554589453e-05
"18663_162.492_5.158",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,6.62760605856337e-07,1.03045798348077e-07,3.31427226992886e-05,1.64155274757955e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,3.95378089858594e-05
"18039_162.492_4.949",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,1.02132732489685e-06,7.87681512358494e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"5132_163.039_1.999",0.000104961261765425,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,0.000131058338497342,5.28110706653466e-05,6.3444365776156e-05,0.000237109125039129,1.00765312862386e-05,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,6.05518871451083e-05
"6106_163.04_2.351",5.00711452881792e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,4.28402178377803e-05,2.8799088622799e-05,3.11411083763338e-05,5.22663418487458e-05,1.03561765054056e-05,1.46648034246559e-06,2.18874761009605e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.81824566570834e-05
"12192_163.04_3.636",4.38863682416395e-05,9.10715869901991e-05,2.12815320068387e-05,4.23005380983536e-05,4.35194144732667e-05,5.27284493126726e-05,1.3064981109653e-05,1.91374219138178e-05,4.13258148425077e-05,2.13293643393437e-05,3.29867652693076e-05,2.98460325669219e-07,0.000105828738697904,2.28454035174978e-05,8.51946580922671e-05,5.18192673568955e-05
"10634_163.04_3.322",0.000282589579258489,9.82299740327643e-05,1.32456485606773e-05,1.74244145100289e-05,0.000159791271068423,0.000181653938083803,0.000215288010709985,0.000449513936671416,0.000518580134780665,3.30879279183675e-06,5.17755733500954e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,0.000149845411722605,0.000285162377945952
"11076_163.04_3.378",6.82590542247492e-05,0.000105956393821222,1.32456485606773e-05,1.74244145100289e-05,6.65148975663927e-05,0.000131423626161326,4.42548165189093e-05,6.65694474165591e-05,9.98103757393443e-05,2.53415143622302e-06,1.40696635506563e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,0.000141661162823921,7.04001200117629e-05
"7674_163.04_2.766",5.76038941491155e-05,8.4352467250875e-06,1.80073774375315e-06,9.75664687969491e-06,0.000117140325490601,9.53869106011697e-05,1.25566305043662e-05,5.62980353582374e-05,2.71518020470807e-05,6.11711562096661e-06,1.25927241981836e-05,2.98460325669219e-07,9.88764564693288e-06,1.92333369420457e-06,9.53855816470586e-06,3.97508545224385e-05
"18860_163.076_5.205",4.28115883824712e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,1.84049219220353e-05,9.10175469295638e-06,6.61837487409464e-07,3.62634112594166e-05,2.40096979475266e-05,2.17023069106821e-06,4.38820577870503e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.35801778481381e-05
"18341_163.076_5.069",6.37419825328254e-05,3.67149767921327e-05,8.51590365096217e-06,1.76936590317321e-05,0.000206812192716,0.000134938361877892,1.49171686663069e-05,3.35725985530201e-05,3.21196446693414e-05,6.40079605413587e-06,7.31193546267182e-06,2.98460325669219e-07,1.66996843623198e-05,1.92333369420457e-06,2.75815627240278e-06,6.51741333648325e-05
"7327_165.019_2.661",0.00826230282793912,0.000500819073990059,0.000121384715070679,0.000235158537429483,0.000288918077084611,0.00037486771112225,8.66592407153492e-05,0.0042611269970941,0.00520455814215346,0.00191409065219832,0.00325277079462498,0.00041004046457147,0.000220800499845323,4.99437917799443e-05,0.0143393830325707,0.00612895993531943
"19103_165.019_5.267",8.63180272027826e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.13240995070601e-06,4.83507015554633e-06,6.61837487409464e-07,2.82451234237831e-06,7.21409781600862e-06,1.16114626802205e-05,8.36782712625422e-06,2.98460325669219e-07,0.000102495470272449,1.50689842220602e-05,3.64493924464108e-05,1.38843496189728e-05
"7638_165.019_2.748",0.000925521847786461,0.000285740786650991,7.96890500578246e-05,0.000151454369979125,0.000301754439488442,0.000318657904916241,8.72871815941705e-05,0.00033984301521135,1.03045798348077e-07,0.000915933581487997,0.00121372829094242,7.40629535559789e-05,0.000505511760749473,3.81393618302543e-05,2.75815627240278e-06,0.000797165362248563
"11884_165.019_3.564",0.000314603345481959,0.00035540650658974,9.83123411925064e-05,4.60372822118286e-05,0.000261389720734009,0.000140114711573254,3.00231257238093e-05,0.000214303540174552,0.000170508594454084,5.69992994995843e-05,8.92877342522233e-05,2.7265073159535e-06,8.0080892611733e-05,1.92333369420457e-06,9.28781229742063e-05,0.00015885905035461
"8981_165.019_2.996",0.000250455790677605,5.9964288690267e-05,1.91613699891513e-05,3.06770601942809e-05,0.000128696892338726,7.76963680275544e-05,1.7072947847228e-05,0.000138294149767499,6.09491377012771e-05,0.000166179455651595,0.000137513614079119,1.5903000588012e-05,0.000111131137658772,3.40631817207519e-06,0.000339398212765953,0.000124048841234563
"38926_165.04_10.526",1.50498253809873e-07,4.09473456195516e-06,8.61701630304964e-05,2.04695619091898e-06,5.21574462212727e-07,3.67224473810305e-06,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,1.28162477136895e-06,8.57014965911163e-05,9.7009326152648e-06,5.46946223237239e-05,0.00513973424769135,0.000472748831342329,2.28882655796648e-07
"5488_165.055_2.146",2.77565725219349e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.99586916907381e-06,4.23644745971281e-06,7.61142028306555e-06,5.5696909076938e-05,1.06138027110256e-05,3.81723192946963e-07,3.43812927022386e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.91139611949643e-05
"6262_165.055_2.396",2.43970581491897e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.14187326735478e-05,2.21201364999436e-05,3.75533885610253e-05,2.3316219555815e-05,2.24806891689631e-05,1.25843378162579e-07,3.90449220470444e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.80013623450429e-05
"10260_165.055_3.241",5.9884089772174e-05,0.000129999027968983,4.79655657722343e-05,3.18633294590829e-05,9.07061790188792e-05,0.000111464710793161,1.89904617722415e-05,4.10024371647373e-05,3.77175701934013e-05,1.34789512414238e-05,1.62333631816943e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.76800163658786e-05,6.65725283635719e-05
"17961_166.017_4.962",5.97762646141489e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.06559692187805e-06,9.32908788533581e-06,6.02412251264267e-05,9.51484649913376e-05,2.64024515948642e-06,2.50886420171701e-06,1.92333369420457e-06,2.22793708654785e-05,4.29830313500279e-05
"15353_166.087_4.297",1.50498253809873e-07,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,8.99082083905755e-08,1.03045798348077e-07,8.86590952709122e-05,0.000181502472988286,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,5.07678246521333e-05
"4472_167.034_1.675",1.17414166238003e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,1.209451578496e-05,7.3831329970684e-06,1.54281974571535e-05,1.75388907492641e-05,4.91841401184063e-06,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.28882655796648e-07
"6827_167.034_2.538",9.98633215404325e-05,7.77756209251491e-05,2.12721395224707e-05,1.58002664246905e-05,3.30647951797078e-05,1.50254704171587e-05,1.36707872849607e-05,3.43510861440011e-05,3.55973490275405e-05,5.80889129593666e-06,9.66997362009427e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,3.09249953694586e-05,3.74832958448862e-05
"5464_167.034_2.132",3.16016541187308e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,9.55925967839794e-06,6.32714064714268e-06,6.61837487409464e-07,2.77911053617261e-05,1.97421346642647e-05,6.8392451089422e-06,9.75950933089365e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,5.16240348383439e-06,7.16995388675059e-06
"10867_167.071_3.377",3.50514537621025e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,2.15657888150739e-05,2.26388944288242e-05,1.02812557852941e-05,2.52367109929312e-05,4.44573977318554e-06,1.30779350144711e-06,6.57173549311868e-06,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.60913587043325e-05
"19327_167.144_5.373",1.78266549803738e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,5.21574462212727e-07,4.47151232183993e-07,6.61837487409464e-07,7.63761545962356e-07,4.57389408547111e-07,1.77798274449284e-05,4.0254583612666e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,2.00651504354544e-05
"25546_167.144_7.296",2.75206305947319e-05,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,8.93033393059503e-06,1.14327098593347e-05,2.78124772068297e-06,1.37538287372823e-05,1.00898967946743e-05,4.52633090765184e-06,1.68035645130067e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,1.834598457815e-05,3.05962687507505e-05
"5107_169.014_1.995",7.86461632286882e-06,4.09473456195516e-06,1.80073774375315e-06,2.04695619091898e-06,3.58491107970537e-06,1.58755384458828e-05,4.96360667114248e-05,3.78651321219998e-06,3.87576020683286e-06,1.25843378162579e-07,9.43406517199285e-08,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,1.7488748686209e-05
"11406_169.087_3.476",3.80365165079167e-05,7.45166821776859e-05,1.80073774375315e-06,3.46926183496517e-05,4.93767134648632e-05,3.1286761657909e-05,1.44773806642755e-06,1.4965538008709e-05,2.14317941844029e-05,2.65682413327126e-05,4.99396635296169e-05,2.98460325669219e-07,2.50886420171701e-06,1.92333369420457e-06,2.75815627240278e-06,5.02672660867239e-05
"20483_169.087_5.725",0.00101048084839402,0.000146840871305925,5.61255024508214e-06,1.76709657310519e-05,2.43471551659153e-05,3.28585195803446e-05,6.78685989618775e-06,0.000460652909813129,0.000683718532583089,1.00246820743927e-05,1.65090437188657e-05,5.11126975834815e-06,1.65817819997494e-05,1.92333369420457e-06,1.45207117481628e-05,0.000389062957291237
