"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"24982_259.169_8.816",75483.6675,47075.393,1351.0337,33144.577,139890.715,109179.515,162091.763,163355.275,141267.945,93888.56,865770.415,702450.28,3263.14875,2297.8657,451586.28,305476.61
"15703_259.169_6.11",98002.705,33367.4165,1145.05563,40067.625,308210.84,232359.84,346261.03,192303.345,67851.3935,17706.58,32943.585,34078.71,2946.68625,1008.452,15582.366,136710.4975
"14473_259.169_5.494",90410.0875,28904.31,1217.274,15897.096,320468.52,237644.2,303503.165,140281.99,82629.0275,4442.16945,13003.2595,8834.03265,1703.7518,794.29125,7503.23335,132015.86
"24453_259.169_8.73",117118.66,20725.8565,1151.02525,22240.882,137717.825,144978.585,90814.755,221559.535,145364.205,938560.275,3292441.4,2398349.5,2137.80855,2260.4807,1962790.5,681160.9
"23876_259.169_8.599",46528.414,20067.511,232.85585,10029.1435,106193.1765,175180.46,108774.95,92047.5475,93538.615,178763.47,464115.09,287429.16,1855.5002,1485.75765,407852.66,114977.593
"20047_259.169_7.657",74864.9525,36108.5615,230.63243,29137.8105,197281.135,134293.935,233691.055,37812.3555,38311.4585,30936.653,137114.73,85853.21,2262.17305,164.322785,22418.91175,102462.648
"24221_259.206_8.636",72392.3825,23307.3925,840.81342,32773.5885,157129.475,146575.26,168284.905,105860.22,45760.17,106512.4975,410065.225,295182.985,2989.428,548.63337,44046.5,86602.3
"18845_259.206_7.231",154626.68,75831.115,2299.9104,57011.0315,748659.95,427780.685,487786.89,142795.447,116556.468,11374.9395,23737.8095,38191.6365,4255.9669,591.48168,12341.691,230004.455
"20169_259.206_7.693",295814.47,39809.014,945.916595,41626.217,563378.595,568467.85,491965.155,306127.87,261766.67,0,0,15361.589,3114.1274,165.314085,72931.778,190448.595
"17813_259.206_6.836",89024.433,30123.359,4863.36025,42229.73,310753.14,330048.5,222107.945,109478.425,60646.1175,9068.9715,16457.4605,33199.705,8572.6668,3750.75905,22145.543,76333.912
"22122_259.206_8.147",62157.8205,30118.68,1312.0163,20145.9455,303930.89,294265.96,261073.91,102876.212,134603.67,11414.86,31898.748,23708.9845,3041.5012,1288.98965,45900.968,131204.275
"24944_259.242_8.843",45147.125,46111.735,957.9549,65738.1685,796872.78,222988.5665,471361.74,73544.0925,52273.65,0,0,0,0,0,7153.09765,223552.95
"29624_259.242_10.146",6059.5695,0,0,0,149961.325,55623.17,32159.6315,9798.3405,9122.0495,0,0,0,0,0,0,23514.3675
"23559_259.242_8.505",54397.4415,17286.0975,204.71805,33744.324,468462.98,163147.665,224675.97,47309.0135,26941.081,0,0,0,0,0,10464.86,107758.7625
"28500_259.242_9.775",53933.526,3542.22265,0,2416.6043,109559.228,158279.955,106452.362,108522.26,116049.725,0,0,0,0,0,22212.24,48087.8595
"5968_260.186_2.747",17163.4815,10554.63935,1118.55845,1679.15595,23756.2665,41537.358,27658.653,20800.8235,11320.7563,0,0,0,600.90532,0,22407.8505,9332.5815
"5297_260.186_2.455",5747.95715,1639.7863,0,500.22223,45266.28,79166.8475,54889.796,8407.7482,2634.76285,0,0,0,1077.13795,0,37947.24,15214.2045
"1265_261.009_0.996",0,0,1580.06375,0,0,0,0,5079.2124,0,4569.63235,9433.04685,0,4906.23535,5868.67725,0,0
"1150_261.058_0.95",305776.28,1241.91115,2359.02285,37323.2355,0,0,0,14340.937,31199.7935,21284.87,18450.908,0,24373.5105,0,0,0
"2230_261.077_1.434",0,0,32602.5205,0,0,0,0,0,0,2660.62235,0,0,3260.20375,1356.314225,0,0
"9772_261.112_3.977",20843.472,9590.25675,739.806165,8063.89015,128272.285,95720.27,176872.84,12106.182,10721.7765,0,0,0,122.007645,214.6635125,0,30413.9215
"9236_261.112_3.835",8167.335,6372.973,831.18152,3318.38505,92077.845,59613.37,59418.234,8047.78585,7116.77025,0,0,0,0,83.213715,0,8999.792
"4570_261.123_2.208",0,8985.65275,0,154000.965,0,0,0,1881.14205,1140.4071,0,0,0,0,0,0,6885.68
"3386_261.131_1.828",2090643.95,500356.47,44691.215,672161.55,235534.015,233635.205,203312.09,745924.65,685926.405,161021.545,704371.44,647230.38,26512.4105,12650.5715,304650.49,348501.39
"6012_261.133_2.732",55131.695,2372.7259,97.55259,0,1342.8912,4525.2925,947.32825,93629.3175,123100.1445,0,0,1889.4834,667.57388,400.320975,39974.9425,12073.8145
"14964_261.149_5.755",32035.507,12205.827,2829.39685,18583.5995,111619.6525,78557.095,103230.883,69232.002,33429.67,60329.762,202303.455,170934.885,2259.4078,1269.39835,3323.9408,59172.795
"15157_261.149_5.812",71048.227,14297.6245,1559.10855,14446.046,114260.105,119531.6725,126022.325,79651.2725,46783.754,26207.643,78463.3375,73897.465,1384.5264,1070.41177,5553.4795,64221.029
"11933_261.149_4.566",74950.0325,35436.541,3674.27345,21700.6435,440852.1,291666.8,492715.46,81139.882,51381.415,11967.0805,36396.5005,37710.7015,2988.093,1220.10885,12957.596,76139.43
"7326_261.16_3.232",5404.35595,7947.58625,125.667685,6764.8165,5879.2776,3682.55395,2214.1803,4103.8025,5129.4378,311629.96,1102697.175,866586.905,564.9047,0,12791.0715,201977.95
"6473_261.16_2.881",0,1321.17165,0,800.694565,0,0,765.68005,0,0,178167.92,525476.72,381004.765,0,0,1751.62735,106210.885
"15156_261.185_5.824",157792.8,29608.304,756.795325,29821.6065,204484.245,191576.035,208647.29,176059.68,129414.68,2760.20935,18081.0975,13641.64635,990.323135,397.079605,19496.2235,58223.506
"15912_261.185_6.167",159819.36,24488.7875,302.32795,15793.579,417276.36,324625.26,251690.125,277710.2,136949.17,4595.3325,22236.235,23529.5295,1002.3147,138.365965,29797.6625,120327.49
"18647_261.185_7.123",111585.415,33802.3505,2387.7632,48845.0765,198940.595,218426.8,290481.32,141705.095,79821.6465,1275.94385,8518.8993,6730.1409,1751.23018,689.163225,15786.4053,63836.0775
"13737_261.185_5.184",145039.06,24103.5185,2306.96525,32376.846,515221.825,337431.435,303885.96,362534.14,88070.924,10305.267,17679.711,11565.75185,2773.3176,602.0407,24818.409,107339.575
"18911_261.196_7.247",0,0,0,0,0,0,0,9566.4998,4355.979,79685.717,304922.76,179034.325,0,0,47990.805,22240.5565
"16468_261.221_6.399",66403.605,20717.456,736.4419,14576.081,299217.38,264540.47,225147.21,48651.375,54469.2365,0,0,2283.9395,2754.6758,345.239565,7179.1665,104202.235
"15014_261.221_5.766",2174.866,1644.71585,0,3033.7255,48899.289,180099.615,120392.8425,0,1500.3257,0,0,0,144.97528,96.59735,0,36071.915
"25110_262.144_8.81",1366555.6,469247.452,18099.606,677536.58,1158993.95,1085508.95,1512662.95,1186811.8,1045252.23,395920.58,1409765.8,1320742.05,10072.9435,10164.1345,1361088.75,860540.575
"8697_262.18_3.678",146679.455,1509.11855,455.941825,680.04422,0,0,0,141190.03,94414.215,0,0,0,303.29572,139.6829125,0,9543.3455
"4214_262.201_2.065",1706380.6,52754.256,1630.3878,49448.742,36136.219,28247.8135,62432.3105,1597190.45,1341536,277126.86,628890.28,1232196.85,4233.6088,448.51841,2189483.6,661259.655
"13633_263.126_5.119",343253.795,3895.8514,490.877075,2876.52675,22260.429,23651.405,51559.623,238854.795,323006.015,99735.398,157653.63,247391.725,527.08403,1182.4611,257106.715,142894.2475
"11028_263.128_4.299",79771.003,56430.791,2001.31755,71499.4455,502647.2,565036.775,477288.91,48092.822,36826.713,2163.089,28405.7975,27156.04,808.8362,74.661415,2016.45785,104624.7525
"8953_263.128_3.736",48136.01,35460.2245,2149.33035,36752.4585,264487.28,182718.75,226347.335,34088.2375,28769.3765,2810.25625,11694.87,6784.78815,432.84516,58.22391,3010.1714,81677.795
"4465_263.149_2.237",17207.595,4561.2432,561.28817,4225.28295,2085.02775,1890.67765,1179.8368,25681.623,16118.13,76119.71,181347.77,122469.038,765.24118,95.99075,8365.0805,17101.819
"3597_263.149_1.894",55597.19,20105.7625,254.459575,12535.945,11750.0195,8548.22235,7506.9677,26424.879,49262.9515,90654.9825,306590.265,583260.68,0,0,45125.67,98020.16
"11534_263.164_4.434",60602.2855,39236.6855,4065.6,24063.822,134885.2975,141970.68,147315.23,65561.414,48830.97,100514.62,326762.955,241794.95,2083.2447,227.393295,13629.1885,129466.03
"19710_263.201_7.541",145205.1975,96339.945,0,72770.3105,256693.86,129824.555,120747.91,129225.015,157429.725,2826.81325,22075.4405,10526.183,275.70275,0,42660.07,90596.7375
"15979_263.201_6.212",285684.785,30027.364,2860.8909,43981.211,1566734.9,753020.02,508236.125,812176.845,310362.315,2782.61005,18301.4205,11865.64,3643.2417,410.85161,49624.3495,362087.11
"18687_263.201_7.144",107510.935,42548.3525,2011.1538,47425.7765,302294.325,226724.2,176933.39,85427.06,80193.5545,0,2801.277,1506.4082,1933.6671,1019.025875,6819.9605,89048.68
"4123_264.108_2.019",0,1063.53575,0,66069.78,0,0,0,0,0,0,0,0,0,0,0,3456.8213
"7474_264.196_3.27",7478.44025,0,0,579.2821,0,742.1814,0,8346.1538,9852.0438,109193.15,218848.335,183577.97,0,0,28173.597,55902.268
"6067_264.196_2.751",15037.638,0,0,0,950.26067,0,0,22415.9355,20565.5395,80608.155,217715.56,197283.925,0,0,13530.636,34271.258
"11801_265.071_4.515",228477.405,12076.88675,976.9693,10208.604,9684.23375,7318.48775,8474.1775,208326.28,200299.15,50041.584,158372.96,179740.305,785.709825,0,180246.76,67501.575
"16737_265.105_6.485",42145.6465,69627.925,1536.6803,155718.525,14303.733,12120.6115,1985.708,47752.7535,37376.3595,23642.1455,20389.2975,13081.836,144.529175,635.26795,0,22944.5545
"9591_265.143_3.931",100870.176,18554.9105,3284.486,49019.928,275037.72,176015.175,284068.41,64103.32,68477.625,0,0,4943.188,149.206665,87.627815,839.18535,49602.979
"11966_265.144_4.565",35324.3935,29205.168,2240.34965,19440.178,376975.485,103162.93,124471.06,50072.152,37898.2885,9009.405,36975.723,38859.268,172.34938,88.74158,7743.5303,38851.837
"7458_265.155_3.271",0,239831.83,8399.575,37490.01,0,0,0,2743.07215,0,0,0,0,0,0,0,4201.2675
"8729_265.155_3.68",1875.2224,641228.375,35935.2245,245374.725,0,0,0,3886.911,0,0,0,0,0,0,0,43645.965
"6567_265.155_2.954",4905.0888,172796.574,15424.0915,92770.86,290.412475,0,0,11136.9385,2177.2077,0,0,0,0,0,200.03328,20658.3635
"3741_265.155_1.932",1570.426,56016.6585,0,5563.6827,4552.32595,114898.627,6039.80375,5413.6421,89697.5195,0,1174.633,4513.07375,0,0,0,18562.112
"14493_265.159_5.501",20137.824,33957.495,972.3599,23216.682,393746.72,336811.06,226048.525,39659.1925,18867.75,0,0,0,361.28772,0,2626.9563,97418.61
"8493_265.164_3.618",7137.73325,3730.64455,227.6389,2684.98775,0,0,0,3329.3618,7627.8728,19705.53,53723.551,25932.0325,293.94475,0,5756.00565,8502.39755
"7790_265.165_3.402",6197.83155,13559.92175,1778.10145,13001.5475,2666.6973,4339.0695,1634.8418,5326.6472,8716.95215,42560.609,110934.675,132004.34,388.05569,0,8884.82545,49024.8265
"23765_265.18_8.566",81429.465,11594.58,1335.4615,10487.80385,9859.67125,7182.18655,9534.168,101142.238,86854.8725,29517.052,126384.4275,110724.15,880.1578,1459.7363,98509.043,40266.4085
"11928_265.189_4.558",3912.37985,10302.042,3794.972,8807.68125,28160.6265,32299.32,39534.563,10364.0733,1621.50535,1984.7378,0,2052.58225,16589.2415,5148.6327,35873.7305,18408.72
"15175_265.195_5.817",54050.6955,2356.9998,0,2579.84095,178369.7,133471.71,100619.155,144512.14,73985.855,0,0,0,580.30104,0,32468.585,66274.3395
"18612_265.195_7.095",240977.115,12104.2365,0,14193.284,233177.58,137379.41,140752.78,413261.84,293339.045,0,0,0,903.961925,0,40736.545,63477.842
"16732_265.195_6.489",47701.783,10189.0405,0,12696.0905,234394.525,217260.19,178471.19,169179.33,94679.4,0,0,0,522.636385,0,33106.0375,78073.575
"21615_265.195_8.032",224587.495,16003.239,0,16656.3765,257870.115,429739.675,204083.945,222605.82,335792.67,0,0,0,1602.19525,0,106167.058,132752.22
"17102_265.195_6.606",2114247.1,217951.07,5039.1603,286387.32,353690.11,248022.41,179775.88,2634856.4,2564648.15,4098.03915,16231.577,13336.543,4171.11685,467.8344,302422.015,369921.08
"16207_265.195_6.298",551852.4,55433.7815,1180.38275,69492.877,120411.312,116074.455,98686.551,668258.45,616239.575,883.6527,2299.01465,1696.0765,869.80657,84.216875,70836.715,109933.928
"23134_265.216_8.396",382257.985,319540.9,6117.0115,211501.585,204531.21,109972.6265,102006.578,166671.905,167370.735,10590.8945,8648.004,14473.7185,8808.18365,4175.83275,15769.242,178391.08
"24744_265.216_8.807",152956.55,46086.8285,3810.0808,48433.471,183403.26,223174.92,157762.335,150644.165,117400.55,5269.26715,12213.0502,14986.337,3031.1282,3782.65305,56407.471,91443.725
"25932_265.253_9.094",257176.275,49943.2035,1864.9594,36962.3555,10193.6257,5799.3385,2852.4185,297295.57,284178.53,26350.4615,56367.891,49882.2225,2311.04975,2977.44345,45594.053,36236.621
"2751_266.125_1.653",0,0,0,0,0,0,0,8233.117,0,7645.08475,45236.214,97182.927,0,0,0,9363.8435
"14484_266.173_5.5",337556.635,1642995.7,251931.005,1960996.5,2575514.5,2199082.6,2726856.75,209683.235,105712.755,430129.235,1137462.8,985356.675,1151010.85,174713.21,2565956.5,1669163.6
"16836_266.173_6.52",0,8447.158,4357.6869,11328.1175,10177.4185,2134.387,7632.67,0,0,0,0,1422.54995,21175.923,6483.2141,15692.091,5261.0575
"2581_266.175_1.578",23947.8835,0,0,0,0,0,0,23390.448,27562.993,27164.316,108440.38,147025.475,0,0,9036.53035,29501.373
"7469_267.086_3.28",87814.6095,3287.69955,831.574745,1029.0829,15966.2315,10264.2255,15873.4005,72370.055,71762.632,6221.0233,38217.467,55569.6685,0,0,62004.547,21593.59
"5521_267.087_2.576",173225.67,1176.32385,500.081135,1285.22615,21526.667,11130.283,29213.7865,144852.5,127954.215,21294.2,45415.985,84613.8,0,0,79682.66,41114.8025
"6105_267.087_2.78",62979.23,1847.4075,646.307235,1215.2108,12900.2045,6444.99225,43717.594,98011.015,13969.53425,650.66405,0,3983.68665,0,0,14929.4638,13686.275
"7634_267.134_3.346",9403.0605,1110168.75,11757.2345,532494.84,0,0,0,9871.6735,4111.7743,0,0,0,0,0,0,109177.8875
"6068_267.134_2.765",9111.3475,1229657.85,12432.924,476972.275,0,10998.3815,0,11724.9555,3357.5824,0,0,0,0,0,612.63085,120150.85
"5121_267.144_2.379",91612.89,12313.293,1912.863,4642.41335,2002.5293,2832.63685,2996.3984,30612.0075,38499.039,0,0,0,1396.5298,360.718355,11045.9045,10991.61
"9207_267.159_3.871",53740.849,43973.5675,3049.76605,72331.2,114623.1575,84665.94,101355.41,43766.9475,37818.535,0,0,0,364.53293,153.143895,6214.87965,29504.6035
"2030_267.17_1.382",5677.8738,0,0,0,0,0,0,5822.037,8553.0625,21932.039,89332.01,88491.09,0,0,0,14126.0225
"22994_267.172_8.371",198832.57,105705.605,5732.71925,59656.064,215959.135,389828.91,368635.5,227768.435,160072.405,63977.417,230509.285,195509.86,2758.9982,3182.30465,213851.76,192101.22
"19655_267.174_7.516",181052.62,31605.846,0,27585.217,484518.83,362900.48,383246.47,315375,153404.91,1804.6393,8380.28535,6021.09395,1174.335,177.33542,60003.664,135115.268
"20988_267.174_7.91",152271.64,55330.4415,1686.8115,36472.9395,501221.715,499634.75,465145.82,171033.89,172089.075,2782.19865,5876.09475,4106.99975,3105.54885,572.87975,84255.2,199678.35
"17577_267.174_6.76",319678.57,45950.297,2325.5928,47431.8785,507180.565,519432.35,359639.42,346324.83,311379.205,0,0,1513.23985,4168.89675,1508.9471,79523.745,218033.015
"5623_267.18_2.601",86111.582,26584.2865,2315.1417,27175.32,12285.435,10448.286,8749.3475,73219.43,75793.665,21227.359,56036.046,44921,1599.30675,72.38447,55172.147,31127.142
"13928_267.195_5.249",10804.7455,11384.736,664.310525,12800.26,11056.213,4288.97145,3415.85415,18763.1945,6550.777,107005.485,431255.03,326520.76,273.625065,223.245635,2638.0093,56370.914
"18591_267.196_7.097",69851.1895,67664.3045,2932.2756,64083.69,27670.166,26868.2205,26099.8225,116674.757,94439.215,7275.6245,8686.1867,12167.5865,3264.99555,1347.769,17828.3525,24819.7485
"19931_267.196_7.623",112553.635,44975.5565,1496.57225,45211.369,33492.721,29988.9195,22270.2675,135561.11,100393.545,44701.3135,160018.535,96587.9,2928.8861,698.9806,14761.0755,45063.985
"17482_267.196_6.745",82719.9775,35954.903,2429.45035,42278.5985,28586.964,13223.135,13438.068,114375.21,52458.471,41507.5965,118803.1825,84392.0675,2182.4818,678.51415,22938.2185,64144.3475
"14948_267.211_5.712",445868.235,15022.0095,142.7568,14886.628,89358.808,82291.1975,77706.033,703252.52,580061.25,0,0,0,891.93435,0,28075.3995,82988.862
"17628_267.211_6.794",426527.655,13447.4465,0,19300.9895,178555.58,171003.6,190729.615,588603.15,533005.925,0,0,0,1472.73665,109.056045,84280.815,121683.182
"20109_267.211_7.668",1451384.4,123318.37,2657.15405,147977.575,317327.09,260283.37,233214.595,2007279.2,1678832.2,5082.1339,15998.4395,15015.0605,4669.6106,696.27831,288587.045,375222.61
"21162_267.211_7.929",324410.715,23728.214,232.90365,23498.988,339474.75,331812.39,261933.545,623251,512094.525,0,0,0,6344.68115,255.60318,142019.21,166720.86
"25529_267.211_8.993",533451.06,12049.1925,0,11225.116,330775.5,533253.7,349000.225,712747.75,611068.295,2237.16955,0,0,4583.78835,566.00649,349173.79,221116.315
"16054_267.211_6.213",171983.99,2417.89085,0,6540.3501,511836.685,653449.35,342735.135,429151.425,186310.885,0,0,0,5274.928,0,302445.34,212303.695
"20501_267.211_7.755",460139.78,24506.8805,246.50293,31537.907,478571.425,458749.59,325395.705,778022.875,675188.43,0,0,0,4812.00115,550.420135,425711.34,283970.825
"25977_267.211_9.112",585137.575,8333.9538,0,7710.9915,390207.18,355135.72,327169.95,829374.95,772867.52,6709.7965,4492.6885,0,4531.85495,785.5264,301068.185,280345.77
"23295_267.211_8.454",7390533,532591,11231.8125,673934.155,749564.13,399416.455,336281.295,9710183,8185276.75,31310.1405,79826.615,51533.09,16121.377,3991.9617,1021295.9,1487412.1
"26573_267.211_9.244",1014574.25,22718.563,0,24572.364,439356.31,324690.67,391874.595,1036962.75,1323522.6,17716.8425,12556.954,7901.5637,6077.4925,1498.356675,737452.75,418985.03
"21821_267.211_8.081",2202165.5,104208.32,2532.7474,123538.138,443824.885,485857.345,407111.42,2407583.75,2518702.9,7859.955,15236.522,15194.643,8581.546,1212.1543,247218.34,546544.59
"22375_267.211_8.229",2522410.4,118216.7,4264.95555,154133.815,2936802,1868982.85,763656.83,3630598.6,2383360.15,10949.3295,20082.503,15105.169,22701.096,4640.01715,3001838.25,1260765.35
"29615_267.232_10.147",114315.792,29234.875,0,7323.6934,105180.5275,172582.415,115024.003,107035.355,112035.315,8343.316,52793.5195,39064.3555,0,0,99357.272,62082.9465
"1202_268.104_0.994",424883.45,92158.667,3654.1087,17233.335,49594.576,503744.09,102037.475,311757.18,501262.13,9547.251,32384.1465,16418.129,1158.1591,1411.2373,5590.331,100434.425
"1658_268.104_1.186",232443.195,51270.55,0,0,16149.61865,255730.785,48044.799,120561.8625,102030.695,1018.606525,7246.8192,0,0,0,0,42220.337
"4014_268.154_1.985",2891.9541,761.2318,0,22802.392,17490.3405,1782.15305,6230.0093,7552.895,4218.162,108892.8104,577097.58,672303.78,0,0,8819.1505,212120.95
"15822_268.189_6.138",0,32962.008,7532.9749,42521.563,51596.2485,24175.32915,40203.012,3791.2735,2531.6123,53585.2665,23795.2145,31287.84,38727.0565,18152.477,23061.635,11827.289
"5974_268.191_2.725",62564.0985,0,0,1396.40212,0,3406.47825,0,69343.5875,92373.21,776698.95,2035674.4,1366637.45,0,74.55974,133418.0575,345025.515
"18662_268.263_7.144",2991514,2025135.1,106842.9075,1236192.5,1141584.6,1181311.3,754810.175,2352447.5,2803034.4,116286.243,376761.8,201800.835,52620.9395,21473.0245,1641385.25,950075.19
"4068_269.064_2.039",571.8937,520.1533,0,57844.9975,0,0,0,0,0,0,0,0,0,0,934.43705,1531.9125
"5580_269.15_2.578",0,1243708.45,54661.803,219713.085,0,0,0,77048.225,2522.82285,0,0,0,0,0,0,38206.432
"6192_269.15_2.852",0,478829.17,21624.5985,27645.961,0,0,0,4444.59225,0,5803.42215,6010.7782,11831.3625,0,0,0,17423.046
"4310_269.15_2.125",2153.40515,561875.25,40655.297,111653.98,13329.516,6064.77965,5183.21625,93987.075,7421.2913,0,0,0,0,0,5234.12535,38493.941
"20807_269.19_7.829",267267.545,54865.33,1849.71912,46402.07,982030.42,786038.45,634281.38,419334.33,330912.6,1093.47605,6929.2467,3775.7572,7036.4355,491.12532,182916.405,353283.34
"22966_269.19_8.36",451506.015,91280.2725,2746.2998,50198.328,1390362.1,1701110.35,1622984.7,580224.525,525508.39,11319.255,21431.988,22408.1955,15705.759,2946.3923,492359.02,687106.35
"21597_269.19_8.034",1041255.125,196618.89,7039.13925,236475.9,3227027,2346654.25,1728372.3,1228917.45,1084415.38,9935.332,18073.3885,19625.9415,27788.5995,2389.264,694337.775,608881.705
"26937_269.19_9.346",283233.48,123701.683,2047.09625,114559.913,1063454.52,1797739.4,1403837,340466.81,252722.39,46981.8075,82175.865,59666.9935,6613.01345,2398.5419,181283.1,568047.5
"22808_269.226_8.316",227907.48,22123.8035,220.21988,29368.275,358126.75,373581.63,334929.265,380361.14,342710.61,1994.3035,5403.69605,0,1388.06325,0,105408.73,201163.61
"25822_269.226_9.066",291659.28,22692.885,0,14676.425,504387.3,723943.98,494134.875,417251.75,343322.75,0,0,0,0,0,136277.76,213947.07
"27614_269.226_9.546",136574.585,22293.9425,0,5816.0244,279604.005,260928.44,154689.34,336293.015,216668.785,630.67985,2761.7314,0,1107.56418,0,354328.53,135019.74
"25240_269.226_8.902",320336.72,53731.414,991.02535,79682.135,252492.62,396803.585,190495.78,435863.01,424800.64,1633.2881,2159.1755,1304.8657,895.40645,0,57482.5,95029.893
"28005_269.226_9.659",337335.89,76327.475,0,51100.6875,535113.61,677366.725,449493.525,467810.425,419080.53,3745.90515,11863.0655,7428.6835,802.575525,0,201291.315,293091.295
"27283_269.226_9.447",494069.4,44892.531,722.979575,54325.486,155950.1425,188792.12,141137.595,963832.92,695089.15,6516.7162,11860.223,8516.769,1916.69605,296.1128,150047.07,211909.61
"24729_269.226_8.772",376811.46,15079.402,231.64711,22847.595,1003961.9,1073947.85,328162.135,592293.75,373657.11,1556.5639,1861.37185,0,2313.5313,149.0513,175904.78,202253.1125
"2982_270.124_1.718",24102.3825,11287.1565,0,9408.372,137084.665,72110.255,53467.0135,5096.5114,5922.2702,0,0,0,0,0,0,25391.749
"4012_270.124_2.004",20855.9365,25410.6225,0,19530.5605,177397.165,84243.72,63478.1015,16110.587,13205.5325,0,0,1117.0503,0,0,0,28197.5015
"26161_270.243_9.145",308391.67,15716.713,4371.362,24774.653,19613.5895,7156.7122,7962.2705,0,7248.70715,8078.6475,0,34598.161,2452.9793,2423.37105,0,18871.558
"35633_270.243_11.397",3912724.35,31243.202,23123.594,83054.484,32888.9835,32997.0835,33714.3315,11172.978,12547.7735,12518.6015,6024.09915,25491.1515,15275.707,16569.784,15140.926,179911.615
"12294_270.243_4.637",67779.155,695.31885,1426.00655,2027.6564,0,0,0,22561.599,30728.744,0,0,0,872.279025,813.449425,12141.4045,6003.1863
"24302_270.316_8.736",0,940.6521,0,1254.293,0,0,0,0,0,419293.755,6257.1258,20540.6066,48553.9025,21181.75,0,4171.2106
"18453_271.003_7.054",0,216005.745,3793.95085,43768.42,0,10174.809,2552.824,26098.035,0,385804.97,1274514.5,0,209.349715,0,0,117251.1025
"5689_271.097_2.635",159964.1,0,0,0,21853.7785,17891.4885,52007.9275,179171.845,15860.5075,0,0,0,0,0,898.22215,21576.4575
"6582_271.097_2.944",85997.87,0,482.39841,0,13881.179,35713.6445,101205.262,94527.283,6440.3238,0,0,0,0,0,9081.6,14326.1905
"8297_271.097_3.539",100886.6975,1782.3845,346.8229,0,40121.695,36157.761,78134.2,139388.235,26574.343,0,0,0,0,0,31447.386,25415.108
"8700_271.118_3.675",1935.53905,3373.9304,0,3785.97255,66231.4,50008.8115,48695.8845,0,771.43885,0,0,0,0,0,0,13800.9605
"7422_271.152_3.263",280174.505,311724.7,36621.324,181366.26,71702.695,99652.485,55718.825,215722.435,211909.305,137265.635,274357.31,251055.215,9350.9365,8652.724,118861.685,182617.76
"26073_271.154_9.138",68438.6675,294294.64,24180.839,262655.28,107190.05,159535.575,101965.515,69811.3,84161.565,31077.335,46268.126,33758.03,13375.555,6454.1355,122468.595,96135.99
"20738_271.169_7.829",92487.086,81033.885,4867.47865,59207.2145,208339.535,185128.065,142361.265,170993.535,144987.008,70629.83,358227.89,225317.56,4523.37355,554.46522,260009.185,151410.945
"21673_271.169_7.99",73319.555,82569.867,4357.4586,48431.136,189276.475,170053.995,97735.8875,141079.93,95458.28,7468.3985,32695.773,41967.036,1892.78515,735.543855,105222.767,82151.453
"22201_271.169_8.174",75153.915,44835.1115,2063.31135,18408.017,182309.15,164956.3,159575.615,125988.4,101741,49985.8025,206134.61,120564.79,1345.57415,1081.624715,58330.965,113615.8
"24649_271.206_8.785",244120.58,70669.6135,2957.13525,57545.075,1161895.73,1194381.95,1244487.325,382576.36,170349.77,10162.30535,28811.3915,9225.51815,7634.403,1356.0131,438742.62,620436.2
"23076_271.206_8.396",548243.28,195420.465,4735.1407,195648.07,3572468.25,3402121.15,4094074.75,1064277.675,510344.95,12666.7,31172.444,54776.403,7663.5162,1431.48175,384317.86,1242443.75
"27865_271.206_9.613",133628.343,35924.6155,536.70995,37060.7445,588923.01,2204530.85,2043139.25,87900.505,186060.415,20112.0435,25621.5655,15012.8355,2486.4025,836.90825,153332.51,541250.9
"19804_271.206_7.567",593736.01,114462.978,899.990295,144497,1362854.75,1200356.85,1387748.2,1320112.55,581180.38,5305.37375,21943.0025,14396.2675,2645.6366,170.77083,149911.265,462383.95
"17801_271.206_6.829",228234.705,52993.789,2978.4311,48265.777,991495.69,967777.77,841240.525,557979.2,288284.42,1223.9978,2734.7525,7952.9747,6306.0647,865.9797,91173.825,344270.375
"28948_271.206_9.928",949799.45,142890.95,1343.8485,139291.49,1933970.7,2502125.85,1703023.1,747737.75,874700.35,36133.903,116762.7525,108013.695,2104.30135,477.7364,1121838.2,935724.175
"20986_271.242_7.9",74895.355,20257.6175,747.640375,23835.607,691684.85,389512.22,214623.74,177064.57,76575.485,0,0,0,821.21918,0,55832.326,143794.59
"20590_271.242_7.777",237887.36,13325.349,0,12618.8615,104715.03,122041.4825,106097.63,355000.575,412724.57,0,0,0,3403.7732,0,201373.905,96945.988
"23383_271.242_8.463",118777.9,15004.327,0,14497.72665,75840.16,120070.21,94772.83,242833.915,189817.795,0,2014.602,0,1162.6803,0,95298.8175,76275.9135
"24830_271.242_8.811",131153.2975,53651.2475,625.42515,57724.579,1480343.45,982139.35,419489.36,213662.055,110626.775,3291.2041,6898.04425,1574.4369,1725.6617,0,116648.62,339360.55
"24018_271.242_8.628",210555.525,20591.173,493.20681,26763.8965,130285.59,184906.432,157915.585,226538.875,282213.565,916.3312,0,1539.88735,2079.5869,0,188411.51,83194.158
"25419_271.242_8.953",539526.6,181941.92,2966.855,97993.645,237000.97,256907.425,216063.5,585453.2,440034.41,811.88335,2119.1863,1238.9398,1675.87445,0,159894.6,166432.665
