"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"7054_151.075_3.132",34746.1615,12964.9615,3857.45575,13700.08,129681.105,109271.955,122201.49,47280.5195,18079.4505,7303.41025,19085.9055,21032.177,2102.57565,2582.9877,28069.5385,53407.799
"5698_151.075_2.639",73209.975,11378.4545,2784.673,15075.6955,40043.182,42014.5665,71650.65,89398.835,27506.6875,1801.11035,1363.31715,16615.8495,2230.58185,2139.865,11797.0235,25608.8615
"27159_151.097_9.408",266511.84,46851.673,8371.87665,36796.32,19157.9045,13151.053,12697.489,501757.5,95763.695,20868.752,72712.085,26433.424,6813.1268,2768.1792,72090,67377.216
"11034_152.017_4.304",30453.077,59597.2585,4844.7855,116479.5975,15597.19,87678.69,19155.3135,228587.22,29286.859,41669.16,252508.54,18918.4735,2779.4014,2930.15715,10968.7565,64856.086
"4558_153.055_2.169",128288.495,6650.55245,4266.9805,7485.94875,12317.252,13080.868,19243.747,267690.39,59792.631,2382.42385,9670.52715,15218.202,3958.3627,2586.2041,8700.5235,23523.114
"10580_153.055_4.178",21410.971,48636.045,4644.03265,36976.585,12065.598,27478.8085,11484.43675,17196.5005,9436.27835,0,2948.7035,7053.91,1663.23835,1550.6917,6454.34865,13483.4535
"27141_153.068_9.4",203988.24,497167.69,1175.930675,31082.5335,330035.32,161502.475,334368.7,512362.86,283942.21,52846.242,174248.04,188685.255,0,846.1681,259914.57,220188.61
"10327_154.123_4.113",14997.55,1795.12575,267.737975,1942.2205,0,0,0,36746.424,27748.5895,294480.28,1584967.75,1075874.15,332.873245,994.74475,14450.383,211116.94
"8934_154.123_3.729",901.3882,1532.5863,98.176225,3421.97665,0,646.11345,0,3571.04235,960.30625,229932.57,837121.58,556214.68,708.786435,601.99853,6067.8712,127443.455
"130_154.907_0.679",636.98389,820.30018,5002.377,916.792985,1469.54255,1270.8867,2845.72555,127085.16,6923.136,7642.82685,24325.733,2279.255385,0,0,2270.05845,931.74795
"23291_155.086_8.444",328782.155,27963.2215,471.276825,37944.7165,107247.67,156719.91,105851.445,412606.705,337052.03,0,4499.44115,1430.3625,690.5686,109.087235,54900.9425,116597.882
"21645_155.086_8.048",241743.6,82611.888,1825.00375,65425.8885,385774.78,168976.1,168496.325,509447.31,171940.5,0,0,0,1480.34115,0,88573.482,177185.215
"6579_155.107_2.973",19560.505,1646.9492,79.07602,2287.6247,5909.64075,1267.0808,6029.6385,69512.33,5077.3103,0,0,0,104.7646,0,235.51341,4454.08395
"6637_156.138_2.995",0,2007.6346,1387.0128,2633.1112,6428.65,12335.71,23734.567,0,0,77063.085,357234.7,515431.595,10101.2015,2391.11195,52738.4185,63547
"20082_157.101_7.669",144383.465,25260.912,614.487785,29040.1075,136269.6625,128859.835,135189.1525,172604.355,159373.905,0,0,0,502.99658,0,20267.56,37721.252
"17103_157.101_6.599",217061.39,30938.6705,1744.55865,31019.324,129676.5075,112675.91,79517.9675,254839.72,238526.44,0,0,3286.25735,382.37109,529.578315,20758.043,58331.788
"12951_158.154_4.875",0,4627.5195,4908.7085,4483.44865,0,0,0,1764.78565,0,146733.85,1050763.35,769778.22,2708.5681,3669.82985,9895.6865,142798.585
"525_158.964_0.762",324682.9,0,3350.80945,38501.467,0,0,0,44060.8825,58854.8375,25955.2235,28958.143,0,24162.1005,12522.221,0,0
"23236_159.117_8.436",831385.1,58659.2335,3625.3456,72803.3945,209393.365,239963.36,193670.065,1097629.13,935380,9570.545,24886.2415,27228.7985,3171.66795,2982.0736,241046.855,291738.31
"27293_159.117_9.446",184989.6,33874.2365,1140.7433,33169.882,184762.3,149595.065,99146.475,282328.64,301038.72,5025.58715,7121.842,5163.93825,566.30115,1598.40485,61154.967,103060.265
"22389_159.117_8.237",402038.125,53194.789,4052.5704,57415.828,839293.05,565262.55,304149.595,652094.57,467549.31,6038.05265,19612.22365,15208.5405,6539.5989,3438.8619,749066.75,343177.92
"21844_159.117_8.081",342643.955,18423.9375,2679.3827,22949.542,204378.135,158036.89,156165.075,401031.29,254421.665,9789.104,5971.6558,13152.31035,3832.4409,1691.31245,59613.9875,108124.8
"10549_161.06_4.165",168129.37,88706.52,4101.30025,62271.5415,121972.865,124016.7725,94334.985,148977.835,129039.892,2746.17065,22214.3455,27214.374,2972.41995,1578.11805,30098.491,63674.7885
"18212_161.096_6.942",86232.055,34595.424,7158.93505,28420.847,86918.91,91718.96,88710.5975,56137.669,57494.6875,74467.6075,346435.265,211335.75,5745.2567,4536.8165,20605.6005,65670.3725
"10646_161.096_4.185",57301.1265,63608.001,7788.0523,51463.66,109516.053,76615.005,117993.12,44079.051,39672.0115,5982.36905,6948.4318,21645.3205,6238.48295,5672.5501,8182.60875,51818.0605
"14418_161.133_5.469",98532.1025,142016.845,12282.9,184364.815,476474.235,137762.905,142711.5275,62363.1365,48336.822,17460.053,225706.43,97414.4475,11473.258,10093.249,218189.255,158625.6
"1848_162.066_1.318",0,0,0,0,0,0,0,4615.607,3358.33175,13726.52,57729.412,50588.048,0,0,0,1121.48315
"8330_163.039_3.548",220805.79,89893.685,8692.2102,76890.705,160605.38,148275.84,145462.32,146729.76,137700.6,7951.91935,21401.559,36135.605,9776.8555,3606.7461,65325.998,86328.155
"4600_163.039_2.197",93001.1,8549.5375,6055.4065,5201.2814,8962.6,10589.7555,13400.784,109490.2775,50453.55,6167.533,16198.754,46039.7735,3679.59815,3282.14695,63100.437,24328.991
"4982_163.039_2.311",327137.31,4710.6547,6265.109,3117.3109,7420.8065,7468.3441,14932.059,41830.058,13118.11,1795.2926,0,9936.3713,4748.619,1619.0814,5982.79495,19237.345
"24969_163.075_8.835",629663.725,907816.72,12747.465,348548.515,153764.835,217588.58,256535.9,864522.53,181124.625,79218.08,214137.02,221031.245,24377.213,6062.3347,185950.56,320161.065
"14852_163.075_5.69",208090.09,90123.47,5822.16665,45051.11,73382.03,81672.393,103312.1025,207563.985,126378.342,19704.7605,89081.128,46801.255,5272.10495,5538.87915,58413.816,79744.975
"5599_163.075_2.6",356970.86,7352.72285,3158.14525,6409.1245,37410.6855,31281.07,72891.28,272412.53,106653.35,5469.17735,6487.565,14727.734,6050.0615,5163.2515,6497.4255,42044.5465
"7728_163.075_3.372",84365.315,21054.532,6402.64615,14488.27,89064.527,91709.96,237428.02,96746.2225,28348.288,2687.3623,3114.9145,5260.5984,4210.3822,4182.4609,26753.6015,53364.288
"6951_163.075_3.093",101645.607,11030.6925,5234.9233,10770.87875,84290.983,78915.44,102721.81,130952.585,30518.9305,3862.5379,3275.18115,6741.318,5923.29955,4522.0632,18517.9825,37722.534
"6448_163.075_2.896",346543.64,13535.474,6376.8137,11869.68,156777.6,112738.82,245940.845,221801.85,61913.825,2742.05395,7556.7793,13765.1448,5163.69385,3581.6295,25150.9445,73209.7425
"6175_163.075_2.826",137978.8175,23109.4715,5002.81725,16165.071,84040.135,76577.119,149159.02,139951.71,40394.1415,6398.0245,4066.005,11719.8405,5805.3335,5757.86975,20406.8125,39310.834
"8339_163.076_3.549",97156.93,8559.367,4656.02135,9340.10625,106222,111231.047,168207.57,127390.895,22010.459,46275.658,108393.84,97834.5,5246.1328,4694.66335,12078.7205,103608.35
"13251_163.112_4.992",134453.035,49589.578,8410.7065,41535.756,90168.6,154371.32,177160.18,207066.815,185946.215,17975.596,45673.256,69239.9125,6874.6006,7901.2488,15826.793,82681.6095
"14492_163.148_5.5",135715.71,199545.11,15886.483,227618.77,464345.92,391425.75,455771.57,98464.043,54902.705,64431.701,488362.24,348520.11,61539.8965,11528.586,541562.08,291496.545
"20205_163.148_7.699",123492.0775,41193.084,1474.11435,41786.9675,171367.96,166131.07,149002.43,94862.545,92806.195,1607.7821,8866.8623,21391.3,2388.9815,876.79093,24532.7445,68429.41
"13293_163.148_5.009",59502.9615,117941.75,9506.409,149980.85,405549.115,248475.18,349936.68,67081.8,30163.125,30240.7185,325500.735,219752.97,38591.558,6015.84695,442275.265,157363.025
"7188_164.071_3.191",0,0,88.48539,0,0,0,0,897.09155,0,154538.36,607058.095,313905.47,0,0,0,61156.977
"8394_164.071_3.574",1206.13625,4068.8206,0,2437.82835,0,0,0,3731.95425,2665.1921,74921.415,627572.23,233969.3,0,47.51704,3398.25745,32474.069
"2840_164.107_1.678",4747.9708,0,7853.3975,0,0,0,0,12799.5425,3102.8606,7914.8925,3480.6591,997.8751,6379.139,3883.1703,0,0
"5214_165.091_2.397",95768.62,32609.467,3717.2075,35744.435,82970.43,76359.795,129389.325,74980.295,39426.3555,911.1296,1366.69225,3152.70665,3776.17275,4251.2665,8307.574,49129.3875
"5909_165.091_2.683",88047.7675,22474.611,4305.15295,20991.3205,89558.95,106454.97,234572.625,73495.6965,31334.2955,2627.166,3903.0005,9172.174,3970.86765,3505.4315,35951.3785,54176.8115
"8491_165.091_3.602",74140.523,47678.193,5678.984,55604.831,325101.7,137307.9525,222334.345,110943.33,53449.375,2280.1152,5860.423,9985.5615,3209.4769,2838.771,20261.8835,60027.997
"4698_165.091_2.218",138610.81,11548.4365,4247.90775,11747.042,32603.4275,28608.547,55106.458,208873.745,22163.504,0,1295.2628,0,2340.4054,3610.5641,1926.1974,32479.025
"3162_167.073_1.768",0,0,0,0,0,0,0,0,0,23289.413,73235.317,62680.89,0,0,13219.047,9219.48285
"9045_167.107_3.774",115871.915,131318.02,4396.1011,157017.53,78889.005,61011.141,79367.538,64223.1895,77850.055,3867.99025,13711.837,14746.52,1480.87095,1574.474,45438.398,45649.084
"7335_167.107_3.223",50237.8285,31780.468,3481.7892,33709.559,103247.81,108031.58,178602.5,64070.1135,14854.631,0,2253.0695,3617.39015,1246.87785,1925.58795,7111.36725,52413.7655
"7903_167.107_3.436",96780.435,73136.245,4668.6246,70291.4825,98072.295,79370.03,144597.845,56716.289,39863.721,2394.68775,9381.433,10129.992,1239.0652,2256.4278,53097.5095,53045.032
"1461_168.014_1.077",0,0,471.75882,0,0,0,0,1759.66665,0,2699.4148,0,0,14022.1085,14818.2265,0,0
"974_168.014_0.892",0,0,1151.937,0,0,0,0,395.60325,0,2990.5121,560.271965,0,24732.079,14556.3,0,0
"7530_168.058_3.288",377079.295,20096.951,2726.67105,25083.7145,0,9012.045,0,230472.8,268920.085,1552648.8,5287188,3426725,275.70049,394.27911,241323.51,742155.375
"11096_169.05_4.323",117135.285,112698.045,236.126235,61563.48,45747.8875,25726.622,44933.3825,50544.4465,33351.62,3874.4587,14988.2465,9209.842,117.7413,55.996125,12299.1155,32663.388
"5147_169.076_2.413",5005.89085,41957.2225,1330.87375,23600.7205,5532.6465,10179.311,6304.17135,18157.8615,15679.094,6020.091,17586.7295,9550.747,0,0,9779.058,14305.6355
"5187_169.086_2.397",50854.445,76519.6475,2957.30685,73163.965,32898.367,31625.504,11985.3885,20841.97,18726.07,3757.49195,4281.77955,9761.532,3879.8905,1339.1467,21483.508,24563.5065
"22393_169.101_8.229",163389.665,15997.46,178.55713,17112.8115,304671.14,255128.505,148284.855,235674.42,169787.545,0,0,1090.8816,1818.19285,317.83914,272524.93,129822.645
"12354_171.044_4.696",0,0,0,0,0,0,0,0,0,24570.1555,84226.627,62702.365,0,0,0,10358.97
"8662_171.102_3.662",75551.325,37743.865,1979.0196,13793.953,11969.028,10960.997,8250.555,175737.54,143054.945,0,0,104487.9,253.89469,772.404715,5711.9492,25416.7315
"20067_171.117_7.659",1730041,153052.055,5310.6042,177369.405,305983.185,206252.055,214892.175,2312244.55,1915743.6,5289.317,36916.747,25394.209,4992.991,570.858125,217033.735,366303.95
"20498_171.117_7.746",80415.17,18933.747,1404.691525,12185.14325,389256.39,426542.58,282955.58,216051.295,129257.07,0,0,0,842.986065,576.99476,51857.964,107944.2725
"17087_171.117_6.605",260823.585,45026.935,1174.7423,43222.202,177214.765,148453.665,146604.28,264702.98,264604.07,933.0011,7389.81465,4583.2114,1036.15855,225.17279,40584.6465,98934.67
"16799_171.138_6.521",196981.215,261296.03,45318.8425,143394.91,44161.3045,69131.895,52109.4965,463438.39,93080.537,19402.4385,35580.612,21752.299,13034.4885,17517.6455,76771.067,97759.775
"3159_172.072_1.764",39868.1975,166809.87,7186.36595,108828.125,0,0,0,21541.7045,20021.029,0,0,0,0,0,0,20943.1045
"15727_173.081_6.092",0,0,0,0,0,12483.4905,2799.8135,17964.83,247079.285,0,0,0,0,0,8609.312,6116.3
"10651_173.081_4.181",51280.375,4267.2258,371.646515,3153.56955,0,0,0,152806.35,396230.14,12504.5415,26942.6115,20282.005,467.87824,43.286827,32226.958,34598.801
"14432_173.081_5.466",7195.9928,0,0,0,0,73390.665,31512.7775,34948.246,298165.9,0,0,0,116.100745,0,7192.2682,22033.7715
"4523_173.081_2.173",25416.1075,3762.39675,246.710145,2258.85815,1140.7034,1558.6154,0,58033.941,178753.635,0,0,2638.09985,1074.20455,133.7897,39851.92,13116.6905
"20927_173.096_7.894",151388.43,9460.8142,220.39067,11001.0865,46634.645,47725.307,38221.69,150699.79,157371.41,0,0,0,333.54785,0,12727.154,36282.17
"7057_173.129_3.136",0,201030.33,3798.2007,98948.757,0,0,0,2141.33055,0,0,0,0,0,0,0,13554.249
"14485_173.133_5.499",138547.36,104803.81,7515.114,94628.765,504211.88,403951.095,466600.065,118447.56,84790.555,27748.471,188644.915,145958.79,26440.1035,5185.94785,227501.545,187580.95
"27678_173.133_9.566",245954.435,17105.054,538.2806,21173.1395,648551.98,483427.14,279454.8,497629.91,399428.795,1672.6206,6906.5,1433.8286,5113.6123,1861.501275,990697.1,271794.94
"25626_173.133_9.017",387269.39,66689.5315,891.90455,65898.157,742186.595,852730.6,657343.35,660340.5,852869.75,17271.917,41585.166,28293.9585,6180.67135,1638.7242,241276,346859.65
"26657_173.133_9.277",360590.545,156233.565,5013.6503,88509.365,977051.2,581884.75,344812.11,766986.725,443379.95,23993.5615,67597.097,31384.1805,3764.1232,2239.7671,151918.84,333787.84
"21348_173.133_7.979",190017.8,37521.516,1035.20917,52467.291,408617.185,389682.89,348947.25,381340.905,219955.535,4911.59965,8949.6855,4595.7898,5279.0535,1714.50955,90763.3,168230.31
"23308_173.133_8.448",1184850,103705.593,3314.629,129530.445,315614.48,321688.655,258379.11,1528081.7,1250505.2,12387.8545,23294.4305,23683.874,7995.259,1707.22515,175142.49,319735.63
"27298_173.133_9.447",2040816.55,152273.645,3826.1762,222257.135,1397105.3,1394018.7,684837.725,3603719.35,2801660.1,28905.7375,83756.185,67938.9225,9125.1215,3735.2605,704685.32,802040.48
"28318_173.133_9.722",285010.295,50671.1465,318.17407,43701.7945,435898.85,504201.82,300837.11,399639.78,320638.065,4808.78415,13230.1192,8134.10675,4571.033,222.22008,271079.585,199470.36
"22390_173.133_8.237",574110.55,56305.9635,3934.87065,58836.948,1093574.45,835795.45,404500.49,879517.6,615423.31,3434.5991,23844.9895,16066.5795,10345.845,2830.6835,1130612.45,487390.75
"21852_173.133_8.076",382481.58,33349.5535,2576.1742,58999.8225,369010.95,370480.29,306682.335,396317.99,431984.625,11338.7615,14255.91,15856.3585,5028.8215,1923.1481,65410.592,238108.015
"612_174.938_0.762",260397.07,892.5412,8365.90585,103611.3475,0,0,0,21343.6855,83225.0195,18970.626,23612.466,0,4218.2395,6254.32725,0,1614.40025
"6445_175.076_2.907",180073.335,4857.51855,5381.6708,6176.592,42569.9255,61609.38,121354.6,156270.225,33763.722,3769.7872,4866.9952,8457.609,1173.8157,3062.63255,18700.607,51800.74
"3603_175.097_1.895",68075.6,23215.4595,482.098075,14192.4925,13554.7225,10856.8125,8738.9865,33126.468,57427.836,105764.34,360969.815,643565.75,131.937332,0,58898.825,116193.795
"4737_175.097_2.235",39375.3655,5518.67775,615.84421,6102.15605,2813.98815,2449.06645,2318.12025,37615.643,31493.666,93660.607,246930.37,189107.845,970.1557,194.90454,11220.232,33714.639
"18213_175.112_6.945",60915.95,25006.297,1465.596,31765.037,138098.915,95586.577,130722.505,71115.1825,61916.765,35943.005,133843.335,108187.718,2905.06655,777.249885,6232.00095,85034.5825
"10110_175.112_4.067",65873.1525,26254.3175,3801.27845,32494.495,137614.925,171517.99,202396.625,44790.994,24922.073,1716.1133,0,8713.709,1736.3887,2123.5411,4343.1525,72018.3
"5148_175.123_2.398",331551.7,0,0,0,0,1180.24655,0,227394.98,227659.32,370037.75,1148009.2,797520.775,86.63237,0,122542.4,228648.125
"15867_175.148_6.157",912746.1,821171.75,43141.0215,1280495.4,2054734.7,1078126.85,762500.31,821829.95,316159.89,590837.1,1994226.35,1155325.55,102315.57,36907.2945,754853.8,951726.94
"18480_175.148_7.056",97009.57,64290.8825,4331.79675,89792.21,155804.525,92646.657,124344.285,129675.305,54936.811,37595.0635,188040.15,81898.183,10802.3385,5777.3932,45540.125,108247.71
"306_177.052_0.724",19762.5535,1188.92365,10008.526,651.45919,501.42025,414.13165,1225.197,8811.15625,3174.9253,1178.231125,0,0,6189.585,2285.15425,0,2418.48222
"10812_177.055_4.234",98722.245,32591.429,3652.60175,23341.949,56590.8185,46753.5825,54192.483,71128.5475,104758.8625,1672.97535,3033.776,11486.2085,2993.787,2237.1272,13186.0995,31353.8235
"4694_177.055_2.227",44889.7685,3591.6151,2225.0281,1042.88683,48547.971,31241.006,85470.68,71648.3975,18512.263,0,1265.0266,2097.8676,2908.26355,1462.29785,3610.3735,28020.331
"8343_177.055_3.563",67992.397,26422.25,4938.8645,8234.7215,86567.34,81837.78,137216.165,74744.44,146279.945,0,0,1723.1299,1070.52175,1136.61945,12934.2105,48288.363
"5490_177.112_2.544",155322.275,81856.45,9161.407,80346.553,113817.42,34325.17,72717.687,103010.67,74895.225,33370.7615,75947.3325,82065.547,3472.7221,757.94558,53328.88,68507.117
"5049_177.112_2.34",182512.27,85643.123,9737.3475,78859.36,112671.935,32226.375,62305.855,112843.59,107970.565,36496.761,108785.385,71919.183,3202.79975,603.0032,47056.9805,57530.3945
"4320_177.112_2.099",191807.62,90665.9475,9033.7065,77382.012,83476.715,34994.19,45082.957,102708.7625,92547.995,34431.4845,93041.94,93502.72,3429.4556,732.06755,60357.0385,65831.0665
"10899_177.128_4.264",45805.4825,69332.938,2837.292,81023.112,104706.72,84671.553,114457.522,48300.381,33437.4765,1368.322,7934.54215,20815.8355,1432.72,2104.95975,3009.58825,53782.35
"14672_177.164_5.616",79712.31,116134.857,5927.38315,180539.075,138479.467,137717.84,257213.325,36733.3985,33230.6925,7284.11375,21649.625,13405.688,30570.725,2194.019,321037.425,105519.55
"20170_177.164_7.698",186898.675,30576.873,839.87751,24158.217,269656.1,262522.11,220763.79,177679.9,119961.933,1361.15675,4847.5725,8188.6853,702.234405,191.46555,34898.06,95649.185
"6644_178.159_2.978",591336.75,1487576.8,15728.8305,1253794.4,158262.775,118388.7475,108603.81,1298105.35,1016817.2,323916.03,988460.75,671409.8,589.05565,1553.18335,145651.915,488520.14
"5424_179.034_2.506",115665.48,6911.05975,6538.48,1726.4056,35263.6985,24952.3945,39917.609,54568.435,55590.202,0,0,0,794.65388,473.62462,7179.06345,18870.537
"9441_179.034_3.891",204800.77,16693.8095,672.46365,11441.5245,54015.0645,55932.959,65591.18,105040.565,160915.82,0,0,0,286.57932,85.76293,3632.1725,33567.345
"6803_179.064_3.04",17275.178,124894.045,39860.877,166988.665,35452.2805,221895.34,59142.9415,396960.845,37394.5525,101222.675,2664959,14263.874,35300.816,37437.3105,35422.727,281211.045
"9885_179.07_3.996",144549.55,24758.224,2374.8273,8779.69015,60525.709,36972.5,68656.8425,284852.45,99333.57,0,0,0,1139.06925,1621.4829,11785.9315,34555.393
"14310_179.107_5.412",247655.535,24207.4445,4759.778,24658.5965,42090.961,29382.6975,51893.534,205029.59,208732.44,61647.6935,171600.085,191162.82,4813.2405,3937.26585,163545.53,82398.8675
"14001_179.107_5.268",236262.07,28096.4495,5058.8052,17667.394,66280.805,59751.252,34526.8995,193938.735,182464.305,57360.952,142617.795,174675.71,4741.68885,4376.817,142983,81759.773
"13631_179.107_5.12",172731.46,15411.258,4444.9979,22577.854,30499.448,39190.7165,68326.7625,169239.685,155858.015,42153.6225,137310.34,121421.4,2823.0654,4267.33155,119669.405,87689.9025
"14395_179.143_5.465",52721.1675,151793.16,4425.3699,160868.795,385043.59,216990.305,181171.385,13479.1095,20514.5065,12963.0145,150555.29,55271.2375,7818.0215,5441.93,159926.345,72791.865
"1297_180_1.015",15364.6345,0,88373.05,0,0,0,0,94044.027,83071.01,95990.6025,318870.485,0,18037.75,31717.8555,0,0
"14490_180.175_5.5",677490.575,976873.025,73308.55,1205884.05,2305013.5,2159934.25,2323799.7,498314.69,258269.21,312866.11,2504502.75,1682994.1,328926.08,53497.5255,2823391.75,1519984.95
"4641_181.05_2.207",696929.1,60271.105,26365.415,41123.224,50365.7425,58382.0985,66083.41,598091.725,710547.98,129399.055,368461.46,1007272.45,14476.5065,5838.19025,861121.17,268207.12
"3792_181.072_1.939",21746.049,142232.78,14210.527,101638.2975,5738.83595,13243.1785,3952.2832,11257.047,10610.292,582.56185,6421.00935,6850.82025,0,0,1272.19805,21488.837
"7544_181.086_3.306",50908.4175,43423.6085,4154.4381,23296.035,130248.13,82514.325,137532.555,40533.545,16701.275,2567.64405,12687.2175,8344.05365,1948.777,1683.17295,5204.719,60624.635
"5530_181.097_2.551",598.06215,0,0,0,0,0,0,0,0,173477.62,659510.295,564210.85,0,0,0,88050.57
"15519_181.122_5.997",320016.705,251050.2,3581.15355,275362.075,305052.79,261568.14,346064.69,366868.86,247653.785,25259.298,200764.865,157459.56,2703.18225,2432.77895,106457.845,216375.44
"21334_181.122_7.971",19209.8475,8518.355,333.059875,7513.3984,116942.24,99732.62,95963.983,30546.6305,24189.8795,17340.75,104123.3,76179.29,657.41125,331.380765,24004.576,51994.704
"14495_181.159_5.5",92297.627,144809.36,10038.5285,159266.875,315219.985,284595.36,304521,67580.7345,33142.9905,42883.76,316143.78,220846.225,44353.8565,7827.7097,381451.45,205731.445
"21462_181.159_8.002",18750.382,17123.157,1796.50825,17664.004,43796.7695,23770.9335,37067.6915,249462.78,129804.963,1110.0707,2285.601,6386.2905,560.4038,2000.9551,2472.6695,32212.711
"16801_181.159_6.527",29667.573,22558.746,2301.4461,30465.2795,42394.947,28108.9365,24623.9035,31952.7645,15639.757,3632.40125,15855.7715,14299.479,4886.93015,2139.5197,36023.8985,18509.2155
"13271_181.159_5.008",44717.458,126907.685,8475.2035,164623.35,429212.045,261619.62,357579,54155.4,26273.918,34726.1485,362514.73,235835.89,42591.3875,5255.13965,483431.44,179992.085
"21904_181.159_8.109",64152.9775,17561.538,965.84417,10676.8105,8274.372,11891.202,7053.5845,143187.542,97961.817,5997.77995,35439.955,38264.6055,1221.611425,1325.1516,38994.0225,22860.2815
"960_182.029_0.915",0,0,0,0,0,0,0,0,0,1109.5427,0,0,5214.2028,8068.8425,0,0
"7181_182.081_3.184",0,0,0,0,0,0,0,911.26265,0,135788.215,536699.35,246334.745,0,0,0,58391.602
"3215_182.097_1.783",403.20038,0,0,0,0,0,0,8815.581,9513.2375,148896.715,397473.24,335049.155,0,0,73177.025,84304.03
"6160_182.191_2.801",600925.95,231450.68,33501.1525,203158.485,219917.595,199097.655,222609.595,308900.925,357273.77,112719.702,287079.39,257461.11,10179.7935,16258.1565,107359.59,212226.24
"7729_183.065_3.372",15130.9905,6834.441,406.468245,2746.4396,2197.26195,4361.0473,3466.08375,18006.622,55766.6215,0,0,0,343.19225,829.0073,1454.971,6075.11975
"19521_183.081_7.481",921583.62,285488.135,21200.654,234687.49,1066163.45,1507472.6,1373647.9,1682156.9,1232840.85,101325.995,535903.325,673601,18059.7765,17658.0365,700238.75,676881.5
"5110_183.102_2.34",46529.9235,23895.594,3799.3735,67581.085,73034.25,32038.7255,55767.2685,39273.198,16452.3555,0,0,1712.5464,678.91633,2329.9089,7069.9495,34477.433
"7270_183.102_3.208",60472.4985,86869.875,2968.7872,82607.621,139214.795,314678.415,160835.605,37541.7265,24908.085,2165.4486,10995.3765,11082.172,1397.8944,1334.93295,13020.1105,79397.17
"23286_183.117_8.441",297175.16,26339.1735,223.30225,27667.0015,72491.285,90433.947,128650.19,366964.26,347017.84,0,2240.274,0,450.154085,103.794465,40024.2895,87735.03
"22412_183.117_8.225",128221.743,19219.0685,194.53925,17079.482,198087.325,161215.195,76932.83,215362.225,195888.735,0,0,0,1440.94895,0,177079.875,224835.85
"7334_184.052_3.216",21975.0245,0,0,0,0,0,0,15369.2105,23161.4445,54023.9625,184624.085,116581.14,0,0,3135.5969,27280.299
"6437_184.097_2.909",2489.97285,0,0,0,911.886,0,1806.14115,5435.57935,4179.16275,65777.59,170061.475,274750.36,0,0,6373.46985,34098.5325
"9495_184.17_3.923",565256.13,759949.475,42869.8655,442543.32,152232.38,145685.945,130283.22,495551.68,466245.62,1639.05225,0,10973.253,4094.94205,1917.34075,97169.4675,192092.405
"15820_185.096_6.123",86020.925,11390.7256,247.928225,11213.08765,223962.73,92393.552,59898.307,210808.61,99161.218,0,0,0,498.76109,0,45376.66,42465.74
"16930_185.096_6.551",1329228.05,105258.355,2189.14345,124092.995,114561.077,76322.645,56257.3585,1518714.7,1639454.5,0,14067.5845,9126.326,2474.30065,406.046055,160627.435,206829.76
"273_185.115_0.711",55777.935,4618.3786,19833.2195,15481.592,3189.1855,2465.709,1527.70005,70227.9,45352.5735,49940.1855,57647.57,1510.2137,27828.1015,24294.5685,2292.0824,3921.77955
"20086_185.133_7.663",221836.985,35031.2025,634.60815,35184.1135,157769.57,83113.275,107916.45,289455.93,221750.835,2838.7135,5544.314,5579.396,720.4193,0,38123.7575,86867.035
"22386_185.133_8.23",161493.535,26483.509,172.6083,17450.862,286528.54,249999.57,141648.09,287505.23,187992.155,608.91285,1679.57005,3003.4117,1825.62895,593.83684,225731.16,134265.795
"19631_185.154_7.505",279930.565,29694.662,481.519835,39518.8655,28693.0815,8167.20225,0,61811.19,14999.798,0,5927.9956,45313.79,840.2689,703.918945,19517.7655,23095.917
"7080_186.113_3.144",33947.9415,633.78605,0,0,0,0,0,69469.231,53190.9745,272057.5,950146.1,1026893,1341.6727,156.98393,57581.645,161237.855
"19466_186.185_7.464",345685.435,363225.015,9445.767,541064.575,270142.7,155456.53,358825.41,331169.165,253738.765,102540.76,337522.11,237183.47,7826.86965,9670.83615,613650.5,262332.635
"7773_186.222_3.382",530170.515,150725.195,6764.8579,99080.9,55900.171,78445.325,47109.1265,478595.75,545301.7,133579.515,424443.11,444186.14,640.588255,2029.40115,476043.875,212038.99
"17746_187.075_6.817",265929.86,20794.1005,609.450885,23493.4035,16115.0285,6087.563,8368.13745,279063.09,283633.27,0,0,0,549.86801,253.72818,24526.422,37535.916
"23120_187.112_8.405",5194858.75,172871.26,4880.6711,212611.255,2178178.6,792120.725,375858.71,8051136.25,6490360.75,17322.967,54976.609,45879.419,30857.6845,7426.3079,4675059.75,1701830.7
"26982_187.112_9.364",2100281.7,39858.056,1713.3285,35392.19,182710.205,184318.04,160316.19,1881859.35,2110853.95,14250.349,68115.4635,40515.903,7611.2255,2336.2964,1258763.6,491933.36
"22480_187.112_8.243",268771.825,127324.525,3378.1654,99352.545,633734.32,237389.39,278118.42,690791.47,375120.91,3124.136,7794.44735,9619.938,4769.5595,1765.4088,117260.015,209413.39
"28348_187.112_9.725",245505.015,5553.34715,0,5106.7935,88097.95,129363.8175,79653.15,203582.215,374850.6,794.55125,1963.25075,0,2223.1426,818.387375,274574.685,88322.535
"9807_187.144_3.976",4370.22145,112243.895,2807.8664,65131.3865,0,0,0,9442.336,1535.19045,0,0,0,0,0,0,9591.4903
