row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A18.mzML Peak area,A7.mzML Peak area,A8.mzML Peak area,A16.mzML Peak area,A10.mzML Peak area,A9.mzML Peak area,A11.mzML Peak area,A12.mzML Peak area,A6.mzML Peak area,A17.mzML Peak area,A15.mzML Peak area,A14.mzML Peak area,A4.mzML Peak area,A13.mzML Peak area,pooled_QC_1.mzML Peak area,A5.mzML Peak area,A3.mzML Peak area,A2.mzML Peak area,A1.mzML Peak area
1260,150.9792926,0.8337063,,,,1102,59,[M-H]-,,2,1627;1260,151.98677,0,346.98822,0,0,0,0,0,0,0,0,0,0,0,0,0,2225.557,0,8677.342,0
7355,151.0393603,2.641619,,,,33,,,,,,,2001.0869,1387.4672,0,1176.997,5280.861,117586.16,2636.4219,735.80914,34558.426,2548.8423,2905.091,3515.6553,421821.22,3411.7349,604418.1,670941,1100174.1,1245677.2,1260061.4
7011,151.0393723,2.5844362,,,,33,,,,,,,836.78406,1381.5779,0,1226.5476,5860.9707,2719.347,3123.7495,2126.978,19220.416,2806.5833,3757.6875,6168.1763,2419.3567,10051.845,39108.055,1779.5874,29561.672,271076.53,132425.16
5314,151.0393763,2.0780249,,,,93,103,[M-H]-,,2,5361;5314,152.04684,1469.6855,0,0,90.24985,2223.2979,1570.645,438.50906,735.4082,682.3858,662.21075,2945.1914,5778.458,6845.5757,4550.3096,11929.376,12345.232,45070.52,105232.12,54958.344
5625,151.0393785,2.1726065,,,,33,105,[M-H]-,,2,5637;5625,152.04684,551.50665,0,0,130.94481,1627.8569,2294.5688,674.6274,189.21799,958.60187,2007.6228,817.9427,2816.0635,7920.7056,457.47278,25518.719,20250.86,54368.06,168869.05,80192.22
18913,151.0393973,5.237049,,,,33,,,,,,,859.2223,0,0,143.16095,1413.7109,131.5674,950.4764,1408.3304,0,3214.9998,2113.6174,8022.5684,3179.8296,4460.617,15420.975,8119.6797,24691.3,23104.137,32190.922
12007,151.0393982,3.5605946,,,,33,,,,,,,496.6162,0,0,147.84135,1348.6727,3295.095,271.669,348.58865,835.1768,4721.059,633.00525,1233.8528,18518.965,2750.059,18337.121,34228.363,47850.29,31236.082,57115.63
14593,151.0394102,4.132067,,,,,,,,,,,524.23364,0,0,196.04169,13859.686,0,5519.198,9020.882,0,3032.433,1806.7133,1291.388,2096.0415,994.1752,16973.012,5766.809,13422.312,16966.307,28837.846
10049,151.0394116,3.213141,,,,33,,,,,,,3461.9792,0,0,2853.7305,6647.689,2133.316,142.77153,3099.747,89.26181,20570.34,3154.58,7848.6465,9009.024,9076.084,26638.168,34788.746,58476.234,89695.11,80221.23
13389,151.0394165,3.891992,,,,33,,,,,,,284.87512,0,0,218.88412,2334.8652,1578.6646,3126.6562,949.4087,209.40242,4590.496,2300.0334,7036.1104,9460.04,3195.1934,17891.879,23503.828,39768.55,42829.305,53385.027
19405,152.0346429,5.3811913,,,,33,,,,,,,3179.3948,0,0,1083.4805,6399.89,2682.2698,1169.5579,5737.1494,0,7740.7803,3376.7976,15873.934,12859.264,8992.754,22485.56,11798.418,13606.975,16556.219,21244.17
18403,152.0346443,5.0803237,,,,1018,,,,,,,1068.3484,0,0,464.86865,2615.9927,1343.7992,158.69731,1817.6934,0,4370.9727,2736.7195,13543.863,6882.33,10798.656,9044.586,7338.8296,4951.2246,3700.0586,8535.518
2148,152.9169139,0.9564925,,,,1102,83,[M-H]-,,2,2148;1978,153.92429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9478.802,0,26177.936,0
2695,152.9169216,1.0772412,,,,1102,89,[M-H]-,,2,2695;2643,153.92427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362.5593,0,47102.223,0
13,152.9778537,0.4887063,,,,0,1,[M-H]-,,2,13;10,153.98523,9751.582,2978.3093,4675.321,5314.6846,8944.996,5503.4023,11445.356,8071.3013,7762.911,8815.132,3642.895,8647.296,9138.336,9106.974,7779.5605,7886.0005,8437.839,2033.2466,8038.5312
4945,153.0186449,1.9114008,,,,,,,,,,,0,0,0,0,3575.869,0,1757.5238,1396.441,0,0,7376.253,10772.752,867.7403,51720.504,6579.5474,2662.3835,20890.873,34484.766,58891.133
15059,153.0186523,4.260012,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2562.71,113597.71,0,5404.841,25299.27,0,11672.146,5660.385,14420.787
8120,153.0186676,2.8480809,,,,33,,,,,,,0,0,0,0,263.677,0,147.96439,0,0,382.4599,4060.8252,10424.842,473.38867,4076.9824,13160.089,2740.621,36802.15,21689.266,77890.14
6054,153.0186714,2.331939,,,,33,112,[M-H]-,,2,5988;6054,154.02608,0,0,0,829.54364,1051.3701,834.3309,0,1075.878,0,1869.6477,468.728,2719.8762,1544.0289,3229.0005,9588.186,5955.872,23825.764,25824.484,25119.455
10272,153.0186992,3.2488875,,,,33,,,,,,,0,0,0,0,1443.202,0,826.413,0,0,0,5688.2837,4786.3477,0,8191.604,9972.788,395.84247,30264.514,16602.258,39344.543
11400,153.0299181,3.4530666,,,,229,193,[M-H]-,,2,11400;11380,154.03732,0,0,0,0,1671.5353,0,454.2509,8543.704,0,0,2254.057,3911.014,4639.931,6212.1904,5776.7485,1399.9581,2704.8018,4669.4053,499.74066
4917,153.0550282,1.8928696,,,,591,,,,,,,5572.3955,0,0,427.65527,2416.9521,626.7333,955.2918,1439.3336,121.94368,1613.713,2632.9036,1559.9797,3340.998,3003.7905,1620.6475,12936.8125,15404.671,24477.605,11829.218
5346,153.0550321,2.081043,,,,93,,,,,,,2834.7307,394.99835,0,2293.4954,5582.3896,12724.205,4022.9285,2507.912,4205.9424,6316.3115,2606.941,5850.5645,38417.324,5982.4507,62563.316,103290.15,193074.86,165533.08,182301.94
5641,153.0550362,2.195095,,,,33,,,,,,,4353.1216,776.9766,0,4754.6855,6019.2354,31762.7,1739.8435,5622.151,8686.77,13175.997,4434.467,7553.1406,101809.37,5768.351,158527.72,266360.16,467099.03,451656.1,479156.7
6024,153.0550488,2.3074753,,,,,,,,,,,6368.779,4420.4385,620.0489,9673.337,10498.924,5699.3096,3713.5923,8849.591,1466.3665,41012.9,5191.4287,20955.06,10619.233,15264.361,53722.88,28536.201,53952.51,38664.527,55243.22
7492,153.0550534,2.7285457,,,,1327,,,,,,,8181.3154,1148.3372,0,3159.801,3415.9067,773.77924,2709.7336,2978.9912,0,23270.178,4686.405,10351.723,5177.612,9693.739,7527.045,5896.395,12122.299,10096.914,6143.6367
10712,153.0550643,3.3330212,,,,412,,,,,,,3552.3445,2275.432,0,5698.897,5165.0557,1062.5082,2651.586,5247.608,0,43585.887,6637.253,17050.686,3809.7288,12094.702,23405.191,3888.121,5165.5264,6138.506,7554.288
9708,153.0550686,3.1500936,,,,,,,,,,,7287.2725,2030.587,0,4554.7407,4192.8213,826.21533,1751.4827,4245.42,0,31548.205,5539.9043,13221.565,2655.6008,12503.111,18251.383,4311.9478,6812.2134,7029.9316,2838.997
19160,153.1278256,5.3010406,,,,33,,,,,,,174.77963,4026.4202,852.43524,985.874,3562.1062,1839.2345,3165.688,2871.9739,263.91223,2722.4072,2522.312,14756.897,11046.594,10254.478,37616.355,22933.703,53680.43,60034.938,74208.91
11345,154.0139464,3.451531,,,,33,,,,,,,1309.0049,1695.9119,0,1651.3907,10368.56,1500.9955,5140.1436,7997.2236,0,18401.434,8952.124,49875.562,5194.0703,63076.98,39749.113,12569.925,60569.13,29105.113,40479.914
2388,154.9978282,1.0031677,,,,1102,,,,,,,109850.97,5644.4375,12349.747,83775.59,71686.81,83057.33,37158.73,115412.93,44120.71,108057.33,60625.65,167592.94,24151.283,137346.53,157397.53,32983.027,68291.83,12403.939,102007.87
4402,154.9978786,1.6512445,,,,579,,,,,,,5069.7983,0,0,41313.316,37506.04,27199.773,2809.124,30031.076,3101.0037,52988.785,15207.952,59704.953,852.02124,66953.05,69769.11,444.22467,5556.639,833.53253,55548.785
17046,155.0706927,4.7117157,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,222.99588,0,0,914.71436,578.1576,5859.537,1484.1506,21164.77,14831.824,26887.541
15849,155.1071204,4.4139085,,,,33,,,,,,,0,0,0,0,958.5414,0,1002.16174,0,0,0,1871.3894,15007.11,20228.197,5206.7363,38263.9,48809.57,26136.898,39090.22,49154.664
12186,155.1071235,3.6355422,,,,33,,,,,,,0,3264.8262,191.56506,0,1943.7275,906.4674,449.66162,1734.0657,0,0,460.02948,10359.729,14339.389,4515.097,13433.127,17464.879,4988.8057,9594.573,14125.186
20159,155.1434505,5.5898237,,,,33,305,[M-H]-,,2,20120;20159,156.15085,0,1106.3058,0,0,0,0,0,0,0,0,0,12270.604,1991.8629,8559.17,11472.92,1516.8634,5082.584,1929.0807,25206.467
4976,157.049975,1.921631,,,,46,,,,,,,2264.2473,0,0,3186.6467,4043.651,405.61407,561.80774,3223.2314,0,13567.695,1825.4916,11466.146,1275.7642,12562.877,18733.021,5108.243,5384.4946,9100.752,3876.75
10339,157.0500246,3.311971,,,,1078,,,,,,,0,0,0,0,0,0,0,4087.5515,0,0,0,0,10168.498,0,10621.195,25586.908,458.1929,521.5559,849.03723
19200,157.0863599,5.320715,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1478.8562,583.5315,417.86108,19272.143,2796.8027,54166.156,43791.008,66611.14
7726,157.0863988,2.7951925,,,,33,333,[M-2H2O+Cl]-,,2,7726;38254,158.13835,0,0,0,0,456.49274,0,127.14461,190.97557,0,296.05054,2020.3229,20208.39,498.40216,20642.139,13258.015,1310.8905,11975.588,10849.867,10559.1455
11464,157.0864076,3.4775896,,,,33,,,,,,,0,0,0,0,3349.95,0,0,549.0949,0,2558.7795,553.13763,6721.366,1925.0717,6463.301,62664.367,13222.641,136391.02,150068.67,126516.27
6538,157.0864106,2.4496903,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,798.0446,7219.5874,0,8572.796,4744.1133,2347.461,7633.715,4892.0703,8561.672
14353,157.0864162,4.091293,,,,33,,,,,,,301.5167,0,0,1212.119,1334.3345,828.9662,0,1571.2113,0,9221.228,1117.9702,7484.1074,4529.124,4653.02,14851.533,14408.873,23230.01,21178.498,24058.707
120,158.9778746,0.7019295,,,,1102,,,,,,,9225.834,25760.63,17223.207,19273.598,12389.438,10977.746,15630.625,49746.6,46246.355,12508.129,13240.824,32114.693,93939.26,31451.508,89793.64,153750.44,108247.51,98977.09,183268.8
24398,159.0445108,6.9571595,,,,1378,,,,,,,0,0,0,0,0,0,0,0,0,0,6997.5503,27887.297,0,8496.009,17628.637,0,0,0,0
20942,159.0445375,5.8723164,,,,956,,,,,,,0,0,0,0,1547.7468,0,3759.6792,1791.6943,0,0,79381.24,184536.4,0,105643.71,72336.03,0,7611.6396,2641.6702,926.54663
6673,159.0656469,2.500654,,,,33,,,,,,,629.0659,28951.658,6510.2554,1652.617,21996.258,11463.477,17953.422,19625.586,1405.6241,10993.485,16201.327,88038.195,29907.902,76569.21,168545.58,47719.883,237960.52,303803.66,353874.28
7424,159.0656874,2.6896818,,,,,,,,,,,0,6997.8623,1190.768,0,2807.1475,1177.8046,1567.2816,4368.3647,0,387.29865,4920.799,28457.07,10251.158,22388.822,16295.451,7765.855,16745.557,17975.719,26811.09
8788,159.0656945,2.98238,,,,161,,,,,,,0,3688.818,856.57043,0,2863.1475,1274.6821,1633.087,2346.7754,0,1851.05,3800.7163,28122.541,7488.001,24953.36,22726.158,13103.543,12867.48,18648.65,18095.023
8408,159.0657074,2.9359999,,,,,,,,,,,0,2636.4463,691.16864,0,1999.4971,1111.6627,818.0506,1839.4583,0,0,5935.058,14507.095,3965.982,17221.93,14859.336,8200.436,4824.7817,12291.682,8729.221
9679,159.0657088,3.152275,,,,33,,,,,,,0,1447.7196,0,0,1323.4987,375.65463,798.90753,1074.2065,0,2296.1194,1456.4149,10444.817,5703.2754,8030.151,16527.893,11599.086,16440.79,19646.58,27026.396
17792,159.1020506,4.921736,,,,33,,,,,,,6069.1055,12292.891,3850.0898,10397.207,15485.502,8275.002,12365.305,16091.321,3312.087,52705.055,9555.854,41935.05,56205.04,32993.527,140169.86,112315.78,187315.95,220647.95,259766.03
12790,159.1020853,3.7523308,,,,33,,,,,,,0,2192.8643,397.55435,0,1281.8386,266.06497,1654.4414,1973.936,0,7704.7476,1529.6816,7707.9785,21454.457,4879.649,30521.35,52467.64,42922.734,76950.94,99111.55
15605,159.10209,4.354435,,,,33,252,[M-2H2O-2H+Na]-,,2,15605;15603,174.14867,370.06088,2463.288,858.00867,2263.0896,10555.907,3160.1892,3966.7996,6239.931,113.25267,14393.685,2870.3267,18919.92,14729.654,15042.658,62783.188,40222.168,108445.35,107397.18,130751.48
10369,159.1020924,3.2700474,,,,33,,,,,,,0,370.57266,0,258.34564,2156.7966,459.80383,994.29987,1473.9408,0,2503.9385,595.01544,8455.009,4067.2288,4176.2363,43251.47,7849.3496,138226,203551.23,92447.5
27472,161.0213366,7.7901497,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13256.741,0,5452.907,40508.26,0,0,0
6425,161.0450007,2.4505467,,,,33,116,[M-H2O-2H+Na]-,,2,6331;6425,158.08089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.9598,0,668.4026,9563.587,8691.121
14152,161.0602149,4.0266805,,,,33,227,[M-H]-,,2,14132;14152,162.06757,0,0,0,0,0,0,531.2838,0,0,0,1073.1445,1269.2943,976.3298,2644.804,3219.8264,3468.739,4193.0527,5759.121,9832.305
11394,161.0602198,3.454866,,,,33,,,,,,,0,102.239365,0,0,0,0,0,0,0,0,1663.6499,8851.604,2265.7737,12472.086,9204.668,7525.655,20563.557,18694.066,14985.687
20672,161.0965534,5.787365,,,,475,,,,,,,0,0,0,0,0,0,0,0,0,0,2219.4453,12974.145,968.94653,19579.443,14563.068,5729.047,7486.7495,7524.199,8815.871
18663,162.4918995,5.1582227,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,23176.107,0,15201.358,15312.237,0,648.6942,0
18039,162.4919405,4.948719,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,714.19574,0,0,73474.13,0,0,0
9,162.838498,0.48208165,,,,0,,,,,,,21226.594,5067.389,2863.8738,32829.984,21198.334,8216.55,9130.778,25422.092,6865.7515,36769.195,8131.11,24787.28,4678.224,15525.892,2529.1187,5819.19,9083.461,8328.196,4861.119
1,162.8385012,0.32891837,,,,0,,,,,,,35564.5,7330.4795,6400.617,45628.387,31072.852,4757.2314,17815.816,12257.199,7015.8203,18074.736,14312.971,11714.266,8617.347,25643.002,5506.8184,8147.0063,9423.34,11377.272,9422.318
28,162.8385064,0.64111346,,,,17,,,,,,,9220.397,816.6736,195.92361,15360.159,9890.781,101.79114,8703.2295,3774.5542,1039.0095,6906.124,6869.5195,7033.1523,1609.4116,6795.846,514.1345,2581.0618,2893.9624,1642.2328,4124.735
5132,163.0394525,1.998695,,,,1130,,,,,,,0,0,0,0,0,0,0,0,0,0,8435.763,10393.294,0,22112.152,23280.777,0,8605.249,232076.73,61373.41
6106,163.0395125,2.3510947,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,329.91434,4140.62,5667.7017,1025.4832,7227.998,10835.492,2041.6415,8844.063,51157.043,29277.82
12192,163.039521,3.636327,,,,33,,,,,,,0,3712.01,1045.2661,278.64984,1957.2208,2718.1672,1040.0042,1818.5281,0,3598.334,1737.1611,10377.034,14915.239,7342.592,19923.29,30769.719,35291.8,18731.25,25661.43
10634,163.0395227,3.322469,,,,33,181,[M-H]-,,2,10634;10273,164.04677,0,0,0,0,2111.0618,4780.8735,647.29974,749.0871,0,0,28625.373,35749.754,2313.779,26959.97,109638.23,4829.5728,442861.84,439973.47,165237.02
11076,163.0395307,3.3783681,,,,33,,,,,,,0,0,0,0,2277.1104,4519.752,647.29974,749.0871,0,1035.822,5884.26,25864.357,1772.0863,11222.388,27067.191,1312.4039,85236.984,65156.58,39912.734
7674,163.0395457,2.765584,,,,33,,,,,,,0,346.81543,0,0,181.28201,304.33124,0,419.4447,0,0,1669.5692,18772.28,4277.5884,19763.906,15283.269,11746.365,23187.346,55103.168,33682.402
18860,163.075834,5.2054815,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1791.2383,1517.6031,3105.2769,9066.024,4093.2737,20504.023,35493.758,25032.98
18341,163.0758913,5.0687857,,,,33,,,,,,,0,585.752,0,0,789.0421,0,416.1625,760.6621,0,2781.5479,1983.4338,26556.062,4475.961,34893.336,25057.922,6820.499,27429.83,32860.055,37271.492
7327,165.0187498,2.6607556,,,,33,,,,,,,3524.442,7744.7173,2285.1228,6938.1313,10763.11,457503.34,5931.9326,10109.621,120899.02,28915.256,11522.486,73774.5,1338489,48746.234,2356441,3034151.5,4444636.5,4170689,4831170
19103,165.0187587,5.266636,,,,,,,,,,,0,3595.0935,689.46466,0,0,1162.9314,0,0,0,0,0,951.5487,8119.686,359.78003,5338.206,7805.424,6160.7617,2764.565,5047.2256
7638,165.0187686,2.7482538,,,,25,,,,,,,2402.6177,17731.145,1745.0242,4457.8433,6140.8594,0,3894.313,6511.1235,21837.207,16210.172,11605.979,62712.33,640495.8,50911.984,306491.34,1132153.4,0,332630.2,541175.2
11884,165.0187964,3.5640805,,,,33,,,,,,,0,2808.888,0,0,7638.0464,2963.311,4804.412,1979.1732,803.9013,1828.7449,3991.9695,27574.775,39858.58,44101.652,61077.57,83286.69,145612.5,209755.17,183956.25
8981,165.0188114,2.9961858,,,,33,,,,,,,0,3897.995,155.85231,0,1288.6934,10828.626,936.3943,1318.8271,4688.945,2328.6758,2270.073,15290.756,116206.29,21713.729,47693.863,128271.3,52049.906,135359,146447.61
42425,165.0402421,11.265838,,,,832,,,,,,,1559.7197,88579.47,4596.149,1821.8069,1753.6262,1740.8932,13661.996,1241.3782,594.40717,92946.94,1034.1093,1220.8778,43154.883,1650.0533,18406.215,5801.6426,2524.7683,1149.8545,3035.5767
38926,165.0402473,10.526079,,,,33,,,,,,,0,1918.4485,235162.84,0,0,15083.227,4211.0376,0,2860.2866,330.63898,0,722.703,896.21704,0,0,79941.484,0,0,0
40024,165.0402523,10.842203,,,,1247,,,,,,,71767.02,24982.84,4842.5044,724.42426,1324.6125,11482.355,55391.746,3815.1562,0,29824.947,565.48065,2126.5366,12978.447,774.5168,5828.742,3797.3772,0,0,1415.2112
39603,165.0402535,10.760216,,,,1247,,,,,,,60071.82,762.22,4660.8423,0,0,2678.972,16975.094,23549.736,0,0,0,7582.991,0,218.34653,0,3152.903,0,0,0
35374,165.0403009,9.727973,,,,,,,,,,,0,5455.2812,3573.4023,0,534.46155,221.88066,3310.5474,0,496.92517,11167.199,116.67007,0,6343.9116,284.75812,2497.4749,2556.0032,0,604.31714,429.28253
32344,165.0403015,8.930096,,,,601,,,,,,,1549.219,48601.99,36879.047,1393.0658,3234.0874,1713.0936,35557.098,1717.5702,1576.4965,34393.12,2196.1584,2571.699,33389.273,3665.9421,9674.826,18630.158,5229.8267,9178.273,1238.1144
5488,165.0551698,2.1462984,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,1012.03845,833.7389,266.93213,1517.7823,7348.8687,3207.052,9064.073,54514.8,16229.945
6262,165.0551856,2.3956466,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,0,4993.217,4353.2744,0,3613.7668,6921.1006,3642.0706,19198.266,22821.357,14265.555
10866,165.0551953,3.433011,,,,33,,,,,,,1009.6577,2457.5486,0,2358.5195,3062.4785,5602.927,1184.4728,2646.3296,924.7023,22830.27,8008.51,13131.184,31135.209,12110.986,47623.19,64676.688,82831.22,82625.9,86659.34
10260,165.055204,3.2409341,,,,33,,,,,,,0,0,0,0,2793.811,883.1412,2344.0225,1369.8256,0,1147.4438,2525.0317,21936.414,9425.587,15303.939,25595.572,15142.316,32210.398,40132.203,35015.688
19296,165.978612,5.346704,,,,76,,,,,,,0,0,0,0,0,0,0,98.5429,0,6186.855,0,5687.968,0,0,421.9193,0,0,0,0
17961,166.0172163,4.962116,,,,33,,,,,,,0,0,0,0,0,710.8316,0,0,778.4672,0,0,0,42125.6,0,16525.965,88753.52,7966.9404,7894.413,3495.264
15353,166.0867759,4.2971807,,,,829,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,61997.703,0,19519.035,169303.66,0,0,0
4472,167.0343902,1.6750423,,,,1374,,,,,,,0,0,0,0,0,0,0,0,0,0,2051.3818,1453.0111,0,2040.5857,0,0,4200.2725,17166.646,6865.4927
6827,167.034391,2.5378582,,,,33,,,,,,,0,0,0,301.95197,1671.477,986.67346,1039.5452,679.2639,0,802.8815,1817.711,2957.034,4062.0527,5578.6895,14411.446,9020.053,30399.752,33622.02,58392.52
5464,167.034421,2.1321163,,,,33,,,,,,,0,0,0,0,0,164.7084,0,0,0,0,0,1245.1903,4782.5605,1612.8375,2756.6787,9103.571,16859.57,27201.268,18478.258
10867,167.0708173,3.3771982,,,,33,188,[M-H]-,,2,10887;10867,168.07855,0,0,0,0,0,0,0,0,0,0,1367.0282,4455.3667,914.51636,3638.5781,10031.514,6130.048,3796.6138,24701.088,20495.44
20060,167.1071813,5.56545,,,,33,,,,,,,0,143.71103,0,0,103.292015,0,0,210.31992,0,3877.1025,0,2410.0708,2136.117,1932.0215,5979.677,4665.8057,7045.534,5085.133,9028.428
19327,167.1435472,5.373382,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12433.112,0,7714.5786,37549.066,390.60562,747.5515,1042.368
25546,167.1435849,7.29632,,,,33,352,[M-H]-,,2,25546;25775,168.15096,0,0,0,0,0,585.33545,0,0,0,626.0537,369.80347,2249.9736,3165.1814,1506.7252,11763.546,15674.194,8616.663,13461.918,16091.984
16237,168.0297247,4.50665,,,,33,,,,,,,1745.3418,0,0,877.2376,9070.969,1063.308,1475.436,3520.4355,0,5444.257,1020.7064,4504.5,3166.5713,3688.109,11677.054,5158.314,9604.987,30982.385,34872.477
4984,169.0112868,1.9120691,,,,,,,,,,,4282.028,0,0,4312.604,2026.5806,3591.6938,3014.3596,6061.0635,645.23566,1162.7623,10590.034,5489.241,0,2324.9116,3125.051,0,2228.9155,0,6800.2476
5107,169.0136526,1.9954174,,,,1130,,,,,,,0,0,0,0,0,0,0,0,0,670.954,6599.768,3124.3286,0,604.8459,6724.0127,0,3309.8574,3706.1484,4598.633
11406,169.0865091,3.4755805,,,,,,,,,,,0,0,0,0,1601.4391,0,0,1491.4586,0,1221.2983,192.49582,6157.2793,18578.691,8330.835,19326.582,46583.21,18302.521,14647.91,22240.879
20483,169.0865132,5.725356,,,,33,,,,,,,0,581.6165,0,0,3155.7593,463.2887,274.27893,759.6865,1507.0403,1733.6089,902.4023,6466.6035,7010.079,4107.85,149585.56,15399.468,583888.25,450876.03,590852.8
9845,169.0865244,3.1794472,,,,33,,,,,,,0,0,0,0,2597.567,524.56354,0,2257.8394,0,958.35846,2132.3525,14336.195,18646.072,11045.863,21233.459,51474.562,10032.4,14741.149,50278.734
14356,169.0865268,4.0908937,,,,33,,,,,,,715.6589,2213.8613,108.08765,1361.4856,3268.8857,1301.0178,1742.53,2070.5603,0,13739.768,1724.5698,11337.27,12866.036,8320.842,37044.87,21031.584,95116.93,92472.836,114898.86
17680,169.1228386,4.891955,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,6075.9136,0,7856.5527,11444.126,7598.9707,24601.898,12818.086,6089.5815,8127.1636,5463.671
16644,169.1228803,4.5820165,,,,33,,,,,,,204.70222,1330.2991,0,939.62085,1381.6799,0,0,1290.005,0,18581.643,1082.5259,7533.7183,4396.7427,9742.133,38195.453,8611.067,8936.703,10201.74,16730.213
18321,169.1228842,5.0588436,,,,33,,,,,,,0,175.11525,0,0,1540.6705,0,0,211.97597,0,623.2281,667.6206,9357.828,9536.467,8804.555,22884.797,8421.42,52564.758,60207.676,60147.09
24140,169.1228936,6.8855286,,,,33,,,,,,,1018.58936,667.7439,128.42552,1485.3146,1078.0938,785.7829,174.73978,891.8813,604.79175,12494.134,940.2066,6963.7417,2576.751,3822.517,23562.62,12147.782,38050.1,50719.94,68797.3
7137,170.0089727,2.6119409,,,,,,,,,,,0,0,0,0,255.80333,0,0,0,0,0,4240.5625,28727.227,2135.3318,35955.164,23457.102,8128.5845,10926.145,14394.132,19972.088
7717,171.0116483,2.7721803,,,,,,,,,,,0,9598.085,59754.61,1043.3389,2022.6582,468.84552,76631,1067.5925,0,35835.367,468.5802,6212.2314,4089.5833,5041.38,15263.536,1372.3401,4239.431,1433.6237,3106.734
6837,171.0657562,2.5397882,,,,,,,,,,,253.86058,5868.3403,1010.2893,144.81488,10402.766,2032.3456,3521.2222,6099.766,0,2423.4722,6244.11,31745.36,10228.2295,33725.484,44046.25,18351.443,16355.305,25672.53,38578.004
19607,171.0657683,5.462601,,,,,,,,,,,0,0,0,0,0,0,0,0,0,225.24808,1717.4271,19597.588,407.54794,372.52753,5370.62,0,0,0,541.2484
6163,171.065792,2.3598187,,,,218,,,,,,,163.35806,4329.2896,1307.3761,170.06654,18252.998,1745.558,7988.2954,14830.412,0,3385.2556,12349.656,59420.547,16298.365,68855.8,72574.12,15054.977,36388.812,36986.727,68308.32
10821,171.0658058,3.3596694,,,,33,,,,,,,3782.4055,6205.6255,4483.5664,2752.4463,10299.445,3051.5515,9118.408,6179.8906,1220.2906,16743.336,6405.9434,18716.924,19381.588,19801.389,45324.797,41199.96,26690.04,46873.055,55585.234
9268,171.0658167,3.0771327,,,,,,,,,,,824.679,3118.2896,92.954704,2435.3828,7163.008,536.5356,4143.8823,7363.5146,117.848724,7284.2324,11791.208,36435.12,14575.61,32668.846,48261.855,20622.6,13887.479,26600.502,34486.195
21799,171.1021336,6.1180634,,,,33,,,,,,,0,0,0,1320.7229,1203.9943,0,0,0,0,367.55963,0,3768.2588,1853.3538,2219.1226,29204.504,1741.5853,119739.125,54865.832,83354.12
22113,171.1021397,6.2250624,,,,33,,,,,,,0,0,0,900.38367,907.84546,0,0,0,0,377.99887,0,3078.9546,2668.9775,2415.4348,33553.94,2977.9429,69994.234,57810.336,116075.54
11849,171.1021566,3.5511498,,,,33,,,,,,,0,1230.971,0,0,381.45117,0,567.7448,0,0,2745.186,227.81471,9527.535,11139.55,6184.183,12832.825,19007.63,58654.54,67591.5,34458.4
17007,171.1021753,4.6647224,,,,33,,,,,,,469.12378,1575.2404,0,1649.954,2512.1816,548.4902,253.99237,2314.4377,0,4262.416,1145.0494,13166.02,1934.3015,12375.183,22083.438,8368.949,64457.54,112537.09,117703.23
18584,171.1021905,5.129008,,,,33,,,,,,,2363.9854,1044.3007,562.03284,4539.625,5769.287,4131.666,1165.6101,5422.353,575.12897,32291.4,3675.0964,22127.63,45438.234,15984.334,82818.94,124414.64,80156.51,134145.86,157460.31
15474,171.102196,4.3205585,,,,33,,,,,,,9711.205,10640.495,8680.207,58393.805,22130.46,12867.671,10748.096,16263.3,9773.32,95184.15,15606.123,79137.016,28010.18,51783.926,337949.7,81988.17,1260326,880676.94,743757.8
12886,171.1021985,3.7789285,,,,33,,,,,,,0,745.91614,0,0,1423.7178,0,490.94122,773.2788,0,1504.3567,1340.6862,7005.0366,3895.5137,13098.564,20811.336,11165.681,34004.617,43586.008,39074.11
24232,171.1384213,6.908416,,,,33,,,,,,,0,0,0,0,0,0,0,0,0,290.52826,0,7904.8433,418.24786,5949.667,19909.762,4055.1685,37285.84,43192.016,67643.67
10334,172.0974849,3.25564,,,,,,,,,,,0,0,0,0,8613.707,0,7196.5137,3467.9504,0,0,0,0,0,0,5424.489,0,1957.0762,1457.1827,2091.4182
