"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"40448_381.175_10.942",6586.5635,88,88,88,88,371.17596,88,8066.458,3098.3242,17997.705,55749.625,88,88,88,3331.2393,85387.766
"40957_381.175_10.987",6516.5913,88,88,88,88,371.17596,88,8066.458,3098.3242,16703.635,55749.625,88,88,88,3331.2393,38480.75
"38215_381.175_10.433",3476.084,88,88,88,88,88,88,4382.165,771.2775,62733.965,302617.06,88,88,88,88,7313.448
"20618_381.192_5.741",31224.176,88,88,88,74280.234,74514.664,13944.759,72074.266,45648.85,4679.7515,2767.8145,88,88,88,88,21317.957
"20091_381.192_5.581",78782.91,990.7871,88,860.40076,96078.16,53175.957,19935.326,221045.2,63676.043,2413.6182,5831.0117,88,88,88,88,66953.08
"18834_381.192_5.18",46681.727,288.28912,88,88,113529.914,122195.48,15932.619,97523.58,13122.45,5995.1265,13300.428,88,88,88,88,86457.19
"17397_381.192_4.773",55394.523,1391.1616,88,89.53033,172778.42,627720.1,163223.89,55785.996,39408.96,35714.26,8324.805,88,88,88,88,72548.195
"14959_381.192_4.228",65355.258,1148.2295,88,88,142412.53,130192,31403.412,47227.33,32494.332,13118.801,22693.68,88,88,88,88,81750.695
"29809_381.193_8.346",6584.7314,4435.039,88,88,196761.52,55005.89,896.28613,4202.081,5849.775,1544.7247,2771.4155,88,88,88,88,93428.78
"19717_381.229_5.503",19193.652,88,88,88,54152.574,34852.98,16273.604,21796.363,11388.066,1051.0096,3136.4995,88,88,88,88,30656.285
"25649_381.229_7.311",47382.758,88,88,88,18478.227,19146.252,4414.717,58195.086,17871.943,9911.938,31876.41,88,88,88,88,43153.13
"23423_381.229_6.624",64442.848,88,88,88,80123.03,95489.67,17521.566,90421.89,54885.664,3728.5708,4106.0215,88,88,88,88,54425.227
"23867_381.229_6.794",41666.367,88,88,88,32363.668,36897.527,5487.3564,24729.238,37768.86,4384.087,13846.708,88,140.12106,88,193.90297,44412.527
"22129_381.229_6.238",22381.822,88,88,88,26638.41,28528.643,6542.7886,57407.734,16159.462,1803.843,9677.759,88,88,88,88,29847.945
"21299_381.229_5.979",22669.275,88,88,88,125668.734,78610.55,13264.89,29041.445,30803.889,2291.0186,4196.943,88,643.20087,88,687.3435,28632.674
"20741_381.229_5.822",28351.4,88,88,88,23354.662,58283.285,6251.28,14404.177,15140.09,1131.9851,3321.796,88,88,88,88,14406.768
"21698_381.229_6.083",30432.412,88,88,88,45821.207,40413.125,9166.651,32349.053,5526.666,1572.0198,3958.5657,88,151.97656,88,687.3435,23522.957
"39007_381.23_10.579",37758.36,9231.458,88,88066.805,88,88,635.93634,17893.92,2907.5203,735.7483,104214.26,13733.116,1536.2278,726.928,1740.6389,61000.51
"35690_381.23_9.78",12521.015,88,88,88,88,88,88,11166.8,8523.077,2841.6394,3234.706,153605.38,88,88,88,684.6587
"41181_381.232_10.993",4585.1504,88,88,88,360.44897,88,88,4900.552,1415.8778,1754.5513,6127.3145,73136.64,5199.881,6835.084,1805.5505,2393.5784
"38182_381.247_10.438",346.7591,88,88,88,88,88,88,916.4745,67517.086,45606.395,97293.59,7330.3135,59826.24,522.2147,703.4945,379.26715
"42206_381.247_11.201",88,88,88,88,88,88,312.3009,88,26592.105,81675.45,64151.207,90789.2,18500.297,427.83786,632.74304,88
"39171_381.247_10.642",88,266.85718,88,88,88,88,386.73547,88,64011.406,61005.305,54831.773,31520.969,70568.72,1470.5306,4794.8594,88
"40580_381.247_10.972",631.1919,2456.6267,88,88,370.36014,88,1930.3071,88,97301.05,481172.62,204992.39,66785.19,386269.2,2426.183,10999.029,402.46405
"35487_381.265_9.764",50817.473,88,88,88,342.54404,974.17883,88,103439.234,34263.65,3329.623,15248.382,88,88,88,88,11117.635
"37840_381.301_10.428",169086.45,88,88,88,88,292.28943,88,156930.94,53015.15,735.3866,5449.064,88,88,88,88,25426.596
"36958_381.302_10.101",33810.566,88,88,88,529.12714,1116.1023,88,72269.56,28171.033,366.69458,9795.597,88,88,88,88,22713.86
"41649_381.338_11.116",8534.907,88,88,88,88,88,88,5546.5806,2422.7542,88,88,88,88,88,88,1346.0713
"42823_381.338_11.379",17261.621,88,88,88,88,88,88,8184.401,2834.677,88,88,88,88,88,88,886.95886
"4416_382.101_1.657",457.46106,88,88,88,88,88,498.18106,5567.43,1488.5295,88,88,88,88,88,88,88
"6419_382.115_2.434",11574.398,88,88,88,7178.4526,3705.7993,6180.818,10451.615,1824.8942,88,4717.888,88,88,88,88,9404.005
"25751_382.146_7.352",88,88,88,88,88,88,88,88,88,19284.174,64566.906,88,88,88,88,8839.456
"4208_382.209_1.577",88,88,88,88,88,88,88,187.81006,88,1749.7563,9336.642,88,88,88,88,88
"4790_382.209_1.839",88,88,88,88,88,88,88,765.781,397.64868,1931.3304,7740.5786,88,88,88,88,88
"7357_383.039_2.672",115582.96,88,88,88,88,88,88,80113.39,118031.445,70750.35,52312.12,970.42706,88,88,14345.652,72671.1
"25017_383.049_7.15",88,88,88,88,88,88,88,88,88,3170.5486,13484.143,88,88,88,88,1439.4604
"7313_383.062_2.661",120782.24,242.3011,88,531.86743,4822.416,3335.1702,88,131240.44,149754.36,30975.568,75045.95,855.82825,88,88,3795.43,53864.598
"16499_383.099_4.578",94531.19,88,88,88,88,88,88,176411.64,89136.664,18980.96,54227.188,222.65634,88,88,1422.4009,34433.48
"11617_383.112_3.503",12823.5205,88,88,88,88,88,88,36322.51,24791.988,3222.019,9096.454,88,88,88,88,4723.452
"20143_383.116_5.633",1776.6536,88,88,88,2284.1396,1634.5345,1124.8547,624.7435,1050.7185,19459.963,71409.55,88,88,88,88,2919.181
"18047_383.116_4.982",810.7361,88,88,88,88,88,88,957.57825,1252.1035,29563.258,98221.04,88,88,88,88,7305.802
"22535_383.117_6.359",1375.7078,88,88,88,88,88,88,1765.0345,780.38116,15686.962,72924.266,88,88,88,88,7539.679
"17108_383.117_4.74",711.6483,88,88,88,1916.7932,370.2767,88,639.2246,1152.9164,8967.747,21103.367,88,88,88,88,3025.8738
"42674_383.117_11.32",14179.715,88,88,88,88,88,88,28664.041,17218.148,88,389.50226,88,88,88,88,946.6688
"24360_383.152_6.948",1641.8816,88,88,88,417.75018,88,88,1115.3912,88,84344.31,300814.2,222.51083,88,88,88,15878.918
"23213_383.153_6.583",2036.0469,88,88,88,88,88,88,1594.332,88,47648.35,147522.2,88,88,88,88,7026.329
"20792_383.153_5.837",1067.0272,88,88,88,88,88,88,88,88,47514.77,128965.12,88,88,88,88,15272.208
"19287_383.172_5.304",29638.176,88,88,88,21006.08,12939.29,821.44525,33259.062,26853.611,2287.886,9481.331,88,88,88,88,15213.147
"26947_383.174_7.681",2893.0913,88,88,88,88,393.35864,88,1950.4081,1113.0135,8375.886,254303.83,88,88,88,88,12258.203
"29636_383.184_8.28",11009.095,223.76736,88,740.82227,37140.4,29701.059,10008.038,4627.4434,1993.4683,88,583.6821,88,88,88,836.057,15144.393
"28534_383.185_8.021",62589.703,13701.64,6686.8965,18089.066,242473.53,100806.59,43511.92,55001.258,35785.816,1863.386,3848.261,88,3278.853,325.29416,6033.1904,105346.21
"29130_383.185_8.184",9409.835,642.0376,633.75073,1809.6815,61197.516,39925.516,16001.313,2224.291,873.97314,88,583.6821,88,144.2233,88,88,25298.54
"24880_383.185_7.106",40305.58,8035.8755,2218.1738,5793.1587,119098.36,51154.22,14113.295,36238.95,29740.209,88,88,88,1153.7485,88,1864.0598,59112.652
"27307_383.185_7.742",23439.777,6188.3604,2010.1936,5411.3765,104599.42,39185.02,17397.738,34470.875,17006.18,88,721.5062,88,1075.0889,88,1634.3448,49412.5
"25641_383.185_7.317",4899.3115,932.4114,88,298.8429,12858.815,6619.585,3192.3853,10511.828,748.0541,88,88,88,88,88,88,8435.994
"30010_383.185_8.374",8968.016,88,88,891.0964,52053.562,32666.295,16413.355,4627.4434,88,88,88,88,88,88,520.363,12924.469
"41640_383.19_11.114",5033.9253,13949.341,1569.6265,13098.231,146.4477,2887.0017,682.8114,20051.205,35028.22,221803.73,647171.56,11275.108,1558.9537,1408.3518,248.86653,59373.71
"41955_383.19_11.155",5033.9253,13949.341,369.8007,1259.5427,140.47546,2887.0017,682.8114,22423.898,78885.5,295161.75,2180062.5,1154.125,1740.872,1408.3518,202.49228,23169.668
"34139_383.19_9.364",15570.993,88,88,88,213.4693,88,88,4174.0693,6942.133,32241.754,94569.44,182.5747,88,88,88,2824.8352
"7216_383.193_2.625",52582.133,3350.658,4216.789,2334.5366,5823.0425,6914.6797,1484.6921,64846.555,29509.463,47056.4,105744.97,1350.7574,1928.8533,136.32559,1839.6885,36932.07
"17704_383.208_4.885",17023.621,88,88,88,103977.05,93182.984,19601.107,30464.086,28733.684,14400.041,20224.639,88,88,88,88,282898.53
"20590_383.208_5.747",46711.523,88,88,88,34676.973,35150.375,5679.022,54793.832,34469.16,2246.2458,3907.076,88,88,88,88,41924.457
"18418_383.208_5.121",40048.39,969.9672,88,342.977,127571.72,110114.53,19049.752,47720.617,37871.215,7400.4243,12803.252,88,88,88,88,110630.43
"16139_383.208_4.501",32473.992,88,88,88,413178.6,93228.34,23653.734,56770.69,24753.984,7913.035,11260.361,88,88,88,88,76029.31
"33955_383.224_9.308",19427.096,284.38223,88,970.9751,2669.2676,4076.3154,249.57455,23776.102,16148.512,1812.002,1761.6313,281.3802,88,88,511.2088,9781.6455
"33611_383.224_9.241",57486.137,1368.8479,88,970.9751,970.86676,1234.5149,249.57455,73943.38,51068.543,3114.4438,2177.3633,281.3802,88,88,196.31723,20525.354
"34179_383.224_9.377",35457.56,88,88,88,2779.0757,5148.2935,88,41957.938,29568.627,2282.3555,974.38513,281.3802,88,88,511.2088,11815.257
"23812_383.244_6.757",32554.387,88,88,88,13998.069,29626.91,2244.2056,35996.04,11496.494,717.09894,1354.9436,88,88,88,397.60083,18573.113
"22051_383.244_6.2",126724.94,158.34393,88,307.4855,204445.42,273322.66,35484.043,245719.77,113655.31,1437.9873,6718.709,88,11973.816,88,27709.498,185383.88
"17660_383.244_4.87",44784.043,88,88,88,55544.043,76527.76,15988.989,148051.98,41686.23,373.71967,88,88,3834.0073,88,7393.7793,65622.15
"27224_383.245_7.722",46146.766,329.63947,88,454.03445,92156.95,96274.63,13154.345,135036.77,57791.168,996.1617,4533.6836,88,2981.6218,88,19117.906,115028.78
"21351_383.245_6.036",42961.793,223.3875,88,176.37909,163858.9,214490.06,28079.45,66041.68,43695.85,465.27588,1472.2799,88,2726.4922,88,4657.9844,79461.09
"19682_383.245_5.462",20605.428,88,88,88,58497.86,68391.805,16057.368,51822.21,34139.22,360.3414,88,88,1497.7047,88,2557.8684,49466.824
"19331_383.245_5.368",37563.93,88,88,88,13621.496,57407.168,8010.8677,42126.23,26385.951,411.85684,1084.8899,88,1062.4327,88,2190.0693,36064.773
"30510_383.281_8.495",74519.5,88,88,88,9016.478,23075.094,247.16821,48463.707,14777.161,1901.7024,8394.644,88,184.62698,88,88,23326.969
"36621_383.281_9.987",32950.6,88,88,88,169.06177,386.58087,88,39364.79,33513.473,2707.4375,21406.662,88,88,88,88,6434.618
"36078_383.281_9.935",52770.734,88,88,88,169.06177,618.75824,88,104246.8,34062.336,2277.8025,3532.5532,88,88,88,88,6434.618
"36481_383.317_9.977",20571.154,88,88,88,88,88,88,39243.473,23332.297,88,2943.5356,88,88,88,88,14772.873
"38121_383.317_10.356",87383.32,943.33575,2685.6716,2394.0134,3966.433,3116.5806,1551.5619,340772.38,62235.74,2256.8765,15135.135,1043.7799,1855.7524,1453.7681,2269.8052,38848.504
"8107_384.144_2.849",35753.113,153.00742,88,88,763.96875,3419.23,854.7065,55921.367,56415.453,8111.9937,13695.629,88,88,88,108.95212,13920.262
"39897_384.194_10.782",88,396.83276,2183.1501,1401.9849,88,88,88,88,88,17877.836,210944.06,88,88,88,88,7484.7705
"1986_384.875_0.904",332.344,88,88,88,88,88,88,18860.664,88,88,2563.561,88,88,88,88,88
"1042_384.936_0.773",890795.6,263.78638,50378.855,12788.386,88,88,88,272444.25,222139.67,326594.47,197265.02,88,345022.62,212291.83,88,2228.943
"31174_385.051_8.665",12697.7,88,88,88,88,88,88,11786.877,10648.583,88,2443.373,88,88,15046.944,88,1740.0671
"6780_385.078_2.537",145390.55,88,88,88,2180.8052,1954.9023,88,152662.2,93068.74,33534.516,107854.85,88,88,88,1817.2472,13251.42
"10274_385.078_3.256",103443.49,88,88,88,869.7804,776.52686,88,150234.5,100076.53,19967.232,78173.02,88,88,88,1319.7738,37084.945
"5598_385.078_2.202",37931.68,88,88,88,1109.03,504.18588,88,45156.074,78483.36,12881.831,62297.09,88,88,88,1026.0021,11605.965
"5823_385.078_2.258",160292.34,88,88,88,1792.6326,2609.8887,88,242258,76696.37,10708.818,58595.9,88,88,88,1515.3188,47219.33
"19550_385.115_5.429",63914.69,88,88,88,2147.9702,2384.4985,88,116759.42,86554.93,11024.201,35914.914,88,88,88,414.87546,35690.07
"9727_385.115_3.153",19884.113,717.39465,88,88,5096.1904,20528.736,88,9954.413,23509.002,5879.5024,8944.984,88,88,88,88,40743.414
"6238_385.115_2.401",50711.59,88,88,88,1566.4358,2075.0073,88,89008.4,7348.258,6268.71,17168.713,88,88,88,88,15225.777
"21361_385.132_5.988",2389.2585,88,88,88,88,88,88,2376.3752,1106.6799,28138.744,123047.3,88,88,88,88,15389.215
"19721_385.132_5.488",7897.684,88,88,88,88,88,88,3992.1196,7828.808,54623.86,114772.55,88,88,88,88,18193.986
"19314_385.132_5.368",11665.073,88,88,88,88,88,88,2117.2307,3821.3726,62188.266,337192.38,88,88,88,88,33916.836
"20913_385.132_5.846",876.9691,88,88,88,88,539.2687,88,1492.4268,1625.4883,37611.65,173043.98,88,88,88,88,11457.844
"21986_385.133_6.203",4119.776,88,88,88,88,88,88,1162.4729,1492.8452,44970.305,214035.89,771.6491,88,88,88,20400.484
"24216_385.133_6.917",3037.8054,88,88,88,88,88,88,4105.8037,3171.0366,30506.062,175058.56,326.14954,88,88,88,14992.553
"23003_385.133_6.523",4035.193,88,88,88,88,88,88,764.86633,1724.6068,38523.465,145605.95,88,88,88,88,20367.977
"26907_385.133_7.669",125782,959.4864,88,992.3001,3731.4116,6591.3647,88,24571.324,63883.996,14738.912,48068.28,88,1683.9373,88,692.025,36458.95
"8143_385.151_2.864",3201.311,88,88,88,9949.118,4899.2334,88,8031.799,2805.234,48267.12,125133.945,88,88,88,88,7825.242
"31932_385.17_8.809",9697.754,88,88,88,319.13882,88,88,1314.0061,1433.8779,33036.418,153349.78,88,88,88,88,21314.016
"40633_385.17_10.991",5522.098,88,88,88,88,88,88,88,3495.8862,88,8399.086,88,88,88,88,4030.598
"17925_385.179_4.977",88,88,88,88,15983.977,13606.937,3647.2822,762.99646,489.80817,88,88,88,88,88,88,1850.6165
"17579_385.187_4.875",24417.303,88,88,88,28597.477,20214.383,1891.172,14816.609,12811.4795,1602.6552,5791.354,88,88,88,88,7987.0483
"15553_385.187_4.342",30579.527,88,88,88,26941.793,21267.184,3017.78,13942.946,24020.352,2431.3442,11453.964,88,88,88,88,21606.205
"14659_385.187_4.154",22459.688,328.68018,88,88,31870.453,30879.693,4071.5967,27413.676,10251.077,5150.2764,7716.694,88,88,88,88,9873.401
"7231_385.187_2.632",14221.375,88,88,88,15286.21,18132.31,13151.357,11531.213,1210.6494,1294.1349,2647.991,88,88,88,326.19186,14052.587
"14250_385.187_4.061",24839.783,328.68018,88,88,123576.49,35239.67,6924.23,37676.086,22237.115,6714.546,8901.1045,88,88,88,88,27497.852
"30530_385.201_8.494",15185.153,1645.6167,1208.064,4914.222,199525.55,145153.6,42342.297,10269.082,10401.498,507.80475,2027.8181,88,568.2952,88,1789.0784,79532.78
"28703_385.201_8.076",18960.547,159.22058,88,509.74762,33995.633,26479.646,9977.484,16190.586,14437.16,88,662.9396,88,88,88,88,15181.948
"31931_385.201_8.817",15116.277,88,88,186.3076,54823.086,34122.656,9809.652,12863.982,10432.59,330.08447,3485.1047,88,277.761,88,1844.748,26637.154
"26690_385.201_7.575",26996.922,645.0376,88,88,22322.545,21279.4,7149.26,8464.698,2573.9285,88,1075.7935,88,425.33463,88,88,18599.863
"32712_385.201_8.996",10776.955,88,88,88,6366.149,36674.645,9046.041,6150.014,3697.385,88,88,88,88,88,88,7185.891
"29541_385.201_8.25",22501.752,88,88,164.20396,24954.363,18322.672,6889.405,23345.135,6017.301,711.29553,738.73804,88,88,88,88,14929.695
"34040_385.201_9.325",5148.531,88,88,88,3777.6267,37428.375,11682.744,3351.145,1660.9238,88,564.3424,88,785.2401,88,88,7714.9043
"31052_385.201_8.584",17183.402,88,88,891.1815,13371.968,12876.896,3596.901,9257.857,6188.924,469.19,2529.6824,88,88,88,277.84595,8965.253
"28174_385.202_7.894",333322.84,1268.067,292.65915,1942.8369,64511.27,42583.33,19216.21,249355.77,276467.56,605.9066,3988.9668,88,651.6393,88,1676.9824,102664.85
"26294_385.224_7.518",42261.33,88,88,88,1285.1389,878.33185,88,52997.973,50973.27,11777.383,39714.445,88,88,88,88,20778.443
"34293_385.239_9.418",2608781.2,7463.1655,5863.628,23684.904,7181.574,5637.419,88,4464118,2822881,23245.783,112473.68,2651.4124,13684.078,2910.2969,39037.367,1378981.9
"35459_385.239_9.744",96205.75,88,88,1145.066,5068.9194,5078.7314,88,231953.06,133369.64,1024.5885,4248.327,249.98505,88,88,454.81375,54095.75
"22735_385.26_6.421",27409.379,88,88,88,10486.059,10243.717,2017.5043,42992.4,15600.098,497.88098,789.52905,88,88,88,88,20364.375
"35247_385.275_9.672",54290.367,88,88,88,310.30524,1792.8121,88,1936.3773,3098.6797,2123.8118,25044.69,88,88,88,88,9028.078
"37922_385.296_10.415",42103.65,88,88,88,88,444.61542,88,70799.34,26834.525,819.3451,2772.5188,88,88,88,88,10530.443
"32852_385.296_9.055",12801.805,88,88,88,819.29126,2016.272,88,54185.47,26917.47,594.3142,2188.113,88,88,88,88,15767.498
"31407_385.297_8.713",26720.951,88,88,88,5264.9653,24103.97,603.31995,10887.921,23730.764,657.731,4014.0364,88,465.84686,88,88,11870.766
"39334_386.165_10.637",3238.3809,574.63196,88,767.32324,9167.804,6901.467,660.15173,88,88,88,88,88,3598.3708,88,1883.1577,40902.375
"1940_386.933_0.916",40020.29,669.8817,11497.077,837.5673,88,88,88,19569.805,20147.762,23940.146,11255.872,88,7804.2314,9258.428,88,2001.1737
"39876_386.987_10.788",88,88,88,88,88,88,88,88,88,9291.405,107694.85,88,88,88,88,88
"18501_387.036_5.113",13180.945,88,88,88,1706.7549,1356.2468,88,6203.166,21554.191,88,88,88,88,88,88,3498.0205
"38765_387.098_10.547",88,88,88,88,88,88,88,88,88,88,7532.5576,88,88,31220.672,288.19235,88
"14527_387.108_4.105",3248.1152,88,88,88,21866.752,26135.762,5534.376,4831.5723,2483.2139,453.0293,88,88,88,88,88,7565.866
"16180_387.11_4.486",6173.1494,88,88,88,1460.598,910.7992,88,6243.312,2448.781,16230.585,53165.52,88,88,88,88,8458.68
"7064_387.13_2.574",261122.3,88,88,88,14201.328,11500.491,6051.008,177653.9,72366.34,3811.4097,30359.22,88,88,88,88,55891.617
"5494_387.13_2.15",25540.908,88,88,88,6598.068,2108.4927,788.1609,33777.676,6846.196,3650.8018,8172.5186,88,88,88,88,6384.816
"6067_387.13_2.329",26033.463,88,88,88,6067.248,4226.2134,1356.5525,23396.645,6558.0093,15765.471,38365.35,88,88,88,88,9686.766
"27306_387.167_7.765",147053.28,88,88,88,457.87488,1561.0845,88,58707.23,10694.389,88,88,88,88,88,88,13900.762
"40216_387.167_10.85",67324.89,88,88,88,88,4481.5337,88,88,88,88,88,88,88,88,88,35011.855
"39412_387.167_10.663",433497.8,88,88,88,330.10358,88,88,3616.7764,88,88,88,88,88,88,88,3940.7097
"38119_387.167_10.418",111321.586,88,88,88,88,88,88,112021.85,25091.67,88,954.86426,88,88,88,88,88
"24441_387.181_6.985",8616.818,88,88,88,33209.688,18745.258,3393.4004,3711.148,5438.9443,88,88,88,88,88,88,8507.397
"23621_387.181_6.67",12558.826,88,88,88,10811.249,8840.278,904.0202,13980.927,7453.837,1086.5826,1161.2673,88,88,88,88,3765.1826
"31257_387.184_8.636",5733.5645,88,88,88,88,88,88,2523.5413,4736.7354,26824.188,42354.66,88,88,88,88,1926.5793
"24477_387.184_7.029",4952.677,88,88,88,88,623.6992,88,2973.719,3046.2932,13473.44,56768.875,6723.19,88,88,88,5057.6655
"19211_387.195_5.314",88,88,88,88,12324.505,7958.2515,1260.6399,1563.3616,2708.5195,88,88,88,88,88,88,2090.7603
"17139_387.195_4.701",743.56726,88,88,88,18504.465,15166.503,2067.0283,708.80273,1907.6749,88,88,88,88,88,88,1635.1853
"20123_387.203_5.59",232593.69,88,88,88,4293.1763,3888.5574,88,267264.1,255880.5,465.95,670.6105,88,88,88,88,22470.133
"7269_387.203_2.644",96167.31,88,88,88,32926.008,13807.141,5197.6855,244580.4,26285.646,88,821.17316,88,88,88,88,56779.88
"27283_387.217_7.706",17588.29,88,88,88,23208.842,21985.207,3148.1477,5270.077,10236.656,658.6719,3761.226,88,88,88,88,10782.897
"31627_387.218_8.76",11423.353,88,88,88,15506.778,7636.8545,735.7855,24321.738,8181.1143,859.9209,798.7776,88,88,88,88,12408.597
"34088_387.239_9.356",24480.93,88,88,88,88,88,88,78248.82,44764.57,9049.474,28390.953,88,88,88,88,7373.746
"32970_387.239_9.072",90364.53,781.5925,88,88,88,350.33145,88,99594.24,53295.242,742.9135,25299.656,88,88,88,88,8532.747
"33423_387.239_9.191",25063.906,88,88,88,88,350.33145,88,53263.99,31714.281,3192.1008,12328.317,88,88,88,88,6604.111
"35047_387.239_9.635",21169.709,88,88,88,88,88,88,165412.31,38569.293,8443.754,59437.73,1320.8079,88,88,88,10705.342
"27619_387.239_7.842",134441.42,2168.3562,427.57928,912.7782,452.70462,1682.2292,88,52799.742,136129.89,1265.6221,3538.6777,88,88,88,88,21756.61
"28216_387.239_7.961",188725.55,4062.256,572.95776,1621.8198,859.22205,1128.4764,88,163422.81,223344.36,2115.044,9868.689,88,702.1912,88,263.9589,55052.62
"36620_387.255_10.005",230579.28,641.6257,681.1656,6794.6353,1822.2753,1936.3263,88,473886.62,192273.92,2564.1711,7256.769,88,852.3397,88,1026.3989,120782.27
"36069_387.255_9.88",18642.059,88,88,88,1077.7853,1502.406,88,26169.928,24137.607,6394.1113,1154.4808,88,88,88,88,8632.635
"35345_387.255_9.708",45383.816,88,88,88,231.85641,2591.2974,88,59622.008,32046.719,1909.155,937.3727,88,88,88,88,11654.003
"35768_387.255_9.814",28968.062,88,88,88,1077.7853,1502.406,88,48390.465,48896.645,1828.6317,1946.2031,88,88,88,88,11343.264
"37366_387.255_10.229",45073.543,88,88,88,88,400.90796,88,31780.738,10798.419,4334.918,679.80054,88,88,88,88,13817.825
"29317_387.276_8.209",43173.27,150.78772,88,633.86096,2185.932,805.9193,88,97199.44,42667.35,1174.6589,6968.2764,88,165.25511,88,88,16737.736
"21947_387.287_6.172",1056003.8,226750,181763.77,129963.93,221825.12,271358.75,46179.156,600658.94,828710.1,53659.34,137954.62,3171.9521,79122.52,26273.467,48437.344,492748.56
"35401_388.271_9.732",89689.06,88,88,88,88,88,88,140533.4,117329.41,10080.186,19955.826,88,88,88,88,25647.451
"18289_388.271_5.05",28530.27,2663.0364,10466.163,661.96216,88,88,88,14754.207,13557.764,88,88,88,88,88,88,7544.506
"11300_389.125_3.442",74397,88,88,88,3409.6826,6779.315,4354.327,45767.684,9274.844,527.84485,1687.0865,88,88,88,88,20424.584
"16002_389.125_4.449",19531.29,88,88,88,4614.3496,1739.7107,88,15710.704,42255.68,516.69714,2823.5852,88,88,88,88,3357.6772
"17617_389.125_4.874",34958.633,88,88,88,4060.5452,3357.272,88,25693.674,161929.92,410.163,1583.6726,88,88,88,88,23566.508
"14635_389.125_4.132",8245.859,88,88,88,3409.5938,5021.904,395.78418,9903.271,18417.365,693.0452,1947.5232,88,88,88,88,5882.7134
"13568_389.125_3.901",78095.4,88,88,88,1480.8627,2157.1016,88,72238.805,14370.244,1661.1335,4840.8965,88,88,88,88,16047.345
"18329_389.126_5.052",27429.613,88,88,88,3163.0562,2003.5369,88,13280.988,31933.29,1796.0912,13790.078,88,88,88,88,5979.074
"6995_389.146_2.571",102917.56,88,88,88,3446.7737,4334.413,963.63544,129194.38,16575.36,2503.6587,2697.909,88,88,88,88,20279.533
"5734_389.146_2.229",651740.56,88,88,88,14221.719,11795.202,6864.4316,1099571,65676.586,233.21321,2373.646,88,88,88,88,145245.19
"19340_389.161_5.357",29299.752,88,88,88,7121.9644,4670.244,828.7091,15423.247,16270.747,1177.9181,1480.1787,88,88,88,88,5782.0693
"23396_389.182_6.625",89040.21,88,88,88,88,88,88,128656.164,101342.234,18149.7,49244.133,88,88,88,1024.2505,31962.854
"17527_389.182_4.844",56910.81,2915.9116,1846.3204,1538.7606,9991.479,13182.261,1605.9762,199683.66,464274.28,2621.0732,10137.668,88,522.6176,88,1064.5376,49042.094
"17034_389.182_4.746",59874.934,2958.59,1443.6067,1535.7944,5472.8247,8074.1133,1412.4716,123806.875,56443.14,2126.7666,2621.18,88,283.48438,88,105.07673,18932.4
"17720_389.182_4.924",158898.53,2732.9597,1846.3204,1538.7606,11345.991,12605.886,751.1511,201326.5,1219915.5,2240.813,10670.762,88,1218.9572,88,3085.8342,114909.16
"17303_389.182_4.782",141313.3,3450.257,1844.4784,1787.7715,9991.479,13520.972,1605.9762,324315.88,602136.5,2911.4653,2621.18,88,283.48438,88,1064.5376,105400.02
"36177_389.189_9.966",88,88,88,88,88,88,88,88,63823.156,222305.55,88,467.77838,88,88,88,88
"33127_389.196_9.076",25614.688,88,88,88,284.3248,949.2055,88,20677.322,14833.976,62151.938,131287.52,1778.0714,88,88,9974.897,20172.105
"27989_389.197_7.901",55340.297,88,88,88,1689.7352,4137.8105,88,46532.227,52356.758,640.28094,1560.8584,351.9145,88,88,88,21300.277
"40863_389.2_10.973",6350.937,88,88,88,88,287.46786,88,7244.111,9827.624,3613.1782,5367.4316,88,88,88,88,1527.2561
"22871_389.211_6.468",88,88,88,88,15765.957,10195.709,1352.6771,88,88,88,88,88,88,88,88,704.1272
"18721_389.219_5.169",63048.65,2936.9087,683.2423,130.7342,1994.3107,2339.7668,88,89958.39,103164.625,448.11148,1296.815,88,88,88,88,26376.09
"19039_389.219_5.242",130115.31,3388.6487,683.2423,130.7342,1933.2983,2164.526,88,167141.75,195866.22,346.53928,3963.629,88,88,88,88,49938.805
"31986_389.233_8.831",12874.32,245.6014,211.3424,2285.7751,65918.24,29480.973,13913.688,8968.328,12895.58,88,3758.0435,88,88,88,88,22904.816
"28846_389.233_8.082",7839.7744,88,88,88,19841.574,17345.45,4498.0107,8715.138,4984.5044,88,1520.1198,88,88,88,88,13052.871
"24708_389.255_7.068",6493.648,88,88,88,794.34863,15625.677,261.47052,40502.867,19268.95,88,949.10785,88,88,88,88,12497.879
"38176_389.271_10.44",90191.77,88,88,88,255.73553,504.17462,88,170566.11,71558.11,2991.3374,4794.021,88,88,88,88,38162.184
"37369_389.271_10.239",46464.223,88,88,88,88,280.0596,88,67145.766,26532.639,2423.3923,2996.672,1194.5538,88,88,88,11267.265
"35402_389.291_9.731",5328.162,88,88,88,212.3306,88,88,7886.2085,5472.998,6554.246,20355.113,88,88,88,568.05554,6361.9805
"37994_389.307_10.416",19191.596,88,88,88,88,88,88,15955.584,2749.6387,88,435.62646,88,88,88,88,5181.17
