FeatureID,Mass,Retention_time,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML
1260,150.979,0.834,1.50E-07,8.87E-06,1.03E-07,1.26E-07,2.39E-06,2.98E-07,9.89E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
7355,151.039,2.642,0.002154966,0.001272689,0.001288276,0.000603221,0.000719284,0.000117208,3.96E-05,1.92E-06,0.003685466,0.000245724,5.39E-05,1.71E-05,2.02E-05,1.79E-05,2.18E-05,0.001572055
7011,151.039,2.584,0.000226474,0.000276955,3.46E-05,3.46E-06,1.91E-06,6.52E-05,3.94E-05,1.92E-06,8.52E-05,0.000272717,6.39E-05,4.95E-05,5.96E-05,3.13E-05,2.83E-05,0.000101718
5314,151.039,2.078,9.40E-05,0.000107514,5.28E-05,9.79E-06,1.32E-05,2.31E-06,2.51E-06,1.92E-06,4.92E-05,0.000103452,8.97E-06,1.71E-05,2.70E-05,2.94E-05,2.22E-05,3.10E-05
5625,151.039,2.173,0.000137145,0.000172531,6.37E-05,1.13E-05,2.17E-05,3.25E-06,2.51E-06,1.92E-06,7.19E-05,7.57E-05,1.38E-05,4.40E-06,2.71E-06,1.43E-05,6.15E-06,6.64E-05
18913,151.039,5.237,5.51E-05,2.36E-05,2.89E-05,4.55E-06,8.70E-06,2.98E-07,2.51E-06,1.92E-06,4.12E-06,6.58E-05,1.94E-05,3.28E-05,2.64E-05,4.08E-05,1.59E-05,4.01E-05
12007,151.039,3.561,9.77E-05,3.19E-05,5.60E-05,2.65E-05,3.67E-05,2.83E-06,2.51E-06,1.92E-06,0.000103277,6.28E-05,5.56E-06,8.11E-06,1.63E-05,6.27E-06,4.76E-06,4.77E-05
14593,151.039,4.132,4.93E-05,1.73E-05,1.57E-05,3.00E-06,6.18E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000644906,0.000112939,0.000209834,5.89E-06,6.56E-06,1.36E-05,4.41E-05
13389,151.039,3.892,9.13E-05,4.38E-05,4.66E-05,1.35E-05,2.52E-05,7.10E-07,2.51E-06,1.92E-06,4.95E-05,0.000108644,6.40E-05,2.21E-05,1.89E-05,3.58E-05,1.73E-05,4.65E-05
2148,152.917,0.956,1.50E-07,2.67E-05,1.03E-07,1.26E-07,1.02E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
2695,152.917,1.077,1.50E-07,4.81E-05,1.03E-07,1.26E-07,1.46E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
4945,153.019,1.911,0.000100716,3.52E-05,2.45E-05,1.24E-06,2.85E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000166389,3.60E-05,3.25E-05,0.000306547,5.47E-05,5.55E-05,1.71E-05
15059,153.019,4.26,2.47E-05,5.78E-06,1.37E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.20E-05,0.00057722,1.93E-05,6.58E-05
8120,153.019,2.848,0.000133208,2.22E-05,4.31E-05,6.77E-07,2.94E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.23E-05,3.03E-06,2.05E-06,2.42E-05,5.30E-05,3.05E-05,3.42E-05
6054,153.019,2.332,4.30E-05,2.64E-05,2.79E-05,2.21E-06,6.39E-06,2.98E-07,2.51E-06,1.92E-06,2.62E-05,4.89E-05,1.80E-06,2.50E-05,1.91E-05,1.38E-05,3.53E-06,2.49E-05
10272,153.019,3.249,6.73E-05,1.70E-05,3.54E-05,1.26E-07,4.24E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,6.72E-05,1.69E-05,2.05E-06,4.86E-05,2.43E-05,4.28E-05,2.59E-05
11400,153.03,3.453,8.55E-07,4.77E-06,3.17E-06,6.64E-06,1.50E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.78E-05,9.30E-06,0.000198734,3.68E-05,1.99E-05,1.70E-05,1.50E-05
5346,153.055,2.081,0.000311774,0.000169123,0.000226086,5.49E-05,0.000110733,1.43E-05,1.13E-05,1.92E-06,0.000398811,0.000259755,8.23E-05,5.83E-05,3.55E-05,2.97E-05,1.96E-05,0.000162723
5641,153.055,2.195,0.000819457,0.00046145,0.000546961,0.000145591,0.000285552,2.95E-05,2.22E-05,1.92E-06,0.000995528,0.000280081,3.56E-05,0.000130776,3.42E-05,3.84E-05,3.34E-05,0.000412321
19160,153.128,5.301,0.000126913,6.13E-05,6.29E-05,1.58E-05,2.46E-05,8.95E-07,0.000114793,1.86E-05,5.76E-05,0.000165749,6.48E-05,6.68E-05,6.08E-05,7.50E-05,1.90E-05,9.78E-05
17046,155.071,4.712,4.60E-05,1.52E-05,2.48E-05,1.31E-06,1.59E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.43E-06,4.47E-07,6.62E-07,1.52E-05
15849,155.107,4.414,8.41E-05,3.99E-05,3.06E-05,2.89E-05,5.23E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.46E-05,2.05E-05,2.05E-06,3.09E-05,7.63E-05,1.41E-05,9.95E-05
12186,155.107,3.636,2.42E-05,9.80E-06,5.84E-06,2.05E-05,1.87E-05,2.98E-07,9.31E-05,4.19E-06,2.84E-05,9.04E-05,9.20E-06,4.03E-05,2.68E-05,5.26E-05,3.46E-06,3.49E-05
20159,155.143,5.59,4.31E-05,1.97E-06,5.95E-06,2.85E-06,1.63E-06,2.98E-07,3.15E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.07E-05,6.24E-05,6.62E-07,2.98E-05
10339,157.05,3.312,1.45E-06,5.33E-07,5.37E-07,1.45E-05,2.74E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,9.51E-05,5.22E-07,4.47E-07,6.62E-07,2.76E-05
19200,157.086,5.321,0.000113919,4.47E-05,6.34E-05,8.34E-07,3.00E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.48E-06,7.51E-06,6.62E-07,5.01E-05
7726,157.086,2.795,1.81E-05,1.11E-05,1.40E-05,7.13E-07,1.41E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.12E-05,2.60E-06,4.44E-06,0.000122346,0.000102684,1.52E-05,3.45E-05
11464,157.086,3.478,0.000216369,0.000153323,0.00015971,2.75E-06,1.42E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000155877,1.80E-06,1.28E-05,3.83E-05,3.42E-05,4.16E-06,0.000162986
6538,157.086,2.45,1.46E-05,5.00E-06,8.94E-06,1.26E-07,2.52E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.08E-05,3.67E-05,6.00E-06,1.23E-05
120,158.978,0.702,0.000313428,0.000101123,0.000126755,0.000134337,0.000164829,0.000156849,0.000734431,0.000376432,0.000344072,0.000576494,0.000319848,0.001157149,0.000186413,0.000163183,9.96E-05,0.000233548
24398,159.045,6.957,1.50E-07,8.99E-08,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.04E-05,0.000141703,5.26E-05,4.59E-05
20942,159.045,5.872,1.58E-06,2.70E-06,8.91E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.20E-05,7.69E-05,4.17E-05,0.000626148,0.000937678,0.000597017,0.000188142
6673,159.066,2.501,0.000605198,0.000310391,0.000278646,4.28E-05,5.12E-05,4.77E-06,0.000825407,0.000142289,0.000359296,0.00102351,0.00036738,0.000456508,0.000453824,0.000447345,0.000121848,0.000438377
7424,159.066,2.69,4.59E-05,1.84E-05,1.96E-05,1.47E-05,8.33E-06,2.98E-07,0.000199508,2.60E-05,3.69E-05,0.00013062,3.21E-05,0.000101612,0.000132698,0.000144598,3.70E-05,4.24E-05
8788,159.066,2.982,3.09E-05,1.91E-05,1.51E-05,1.07E-05,1.40E-05,2.98E-07,0.000105168,1.87E-05,4.00E-05,0.000133225,3.34E-05,5.46E-05,0.000147898,0.000142898,2.86E-05,5.91E-05
8408,159.066,2.936,1.49E-05,1.26E-05,5.65E-06,5.67E-06,8.79E-06,2.98E-07,7.52E-05,1.51E-05,3.48E-05,9.30E-05,1.67E-05,4.28E-05,0.000102074,7.37E-05,4.46E-05,3.86E-05
9679,159.066,3.152,4.62E-05,2.01E-05,1.93E-05,8.16E-06,1.24E-05,2.98E-07,4.13E-05,1.92E-06,1.18E-05,6.16E-05,1.63E-05,2.50E-05,4.76E-05,5.31E-05,1.10E-05,4.30E-05
12790,159.102,3.752,0.000169501,7.86E-05,5.03E-05,3.07E-05,5.62E-05,2.98E-07,6.25E-05,8.69E-06,8.34E-06,5.96E-05,3.39E-05,4.59E-05,2.89E-05,3.92E-05,1.15E-05,7.94E-05
15605,159.102,4.354,0.000223612,0.000109726,0.000126987,2.11E-05,4.31E-05,3.84E-07,7.02E-05,1.88E-05,9.90E-05,0.000491178,8.12E-05,0.000145146,8.92E-05,9.61E-05,2.16E-05,0.000163295
10369,159.102,3.27,0.000158104,0.000207965,0.000161859,5.82E-06,8.41E-06,2.98E-07,1.06E-05,1.92E-06,1.44E-05,0.000100358,2.03E-05,3.43E-05,2.48E-05,4.30E-05,4.48E-06,0.000112494
27472,161.021,7.79,1.50E-07,8.99E-08,1.03E-07,1.90E-05,4.34E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.42E-05
6425,161.045,2.451,1.49E-05,9.77E-06,7.83E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.21E-06
14152,161.06,4.027,1.68E-05,5.88E-06,4.91E-06,1.40E-06,3.72E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.09E-05,2.05E-06,1.57E-05,6.45E-06,8.07E-06,8.37E-06
11394,161.06,3.455,2.56E-05,1.91E-05,2.41E-05,3.24E-06,8.07E-06,2.98E-07,2.91E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,7.39E-05,4.50E-05,1.25E-05,2.39E-05
20672,161.097,5.787,1.51E-05,7.69E-06,8.77E-06,1.39E-06,6.14E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000116047,6.59E-05,1.67E-05,3.79E-05
18663,162.492,5.158,1.50E-07,6.63E-07,1.03E-07,3.31E-05,1.64E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.95E-05
18039,162.492,4.949,1.50E-07,8.99E-08,1.03E-07,1.02E-06,7.88E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
5132,163.039,1.999,0.000104961,0.000237109,1.01E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000131058,5.28E-05,6.34E-05,6.06E-05
6106,163.04,2.351,5.01E-05,5.23E-05,1.04E-05,1.47E-06,2.19E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.28E-05,2.88E-05,3.11E-05,2.82E-05
12192,163.04,3.636,4.39E-05,1.91E-05,4.13E-05,2.13E-05,3.30E-05,2.98E-07,0.000105829,2.28E-05,8.52E-05,9.11E-05,2.13E-05,4.23E-05,4.35E-05,5.27E-05,1.31E-05,5.18E-05
10634,163.04,3.322,0.00028259,0.000449514,0.00051858,3.31E-06,5.18E-06,2.98E-07,2.51E-06,1.92E-06,0.000149845,9.82E-05,1.32E-05,1.74E-05,0.000159791,0.000181654,0.000215288,0.000285162
11076,163.04,3.378,6.83E-05,6.66E-05,9.98E-05,2.53E-06,1.41E-06,2.98E-07,2.51E-06,1.92E-06,0.000141661,0.000105956,1.32E-05,1.74E-05,6.65E-05,0.000131424,4.43E-05,7.04E-05
7674,163.04,2.766,5.76E-05,5.63E-05,2.72E-05,6.12E-06,1.26E-05,2.98E-07,9.89E-06,1.92E-06,9.54E-06,8.44E-06,1.80E-06,9.76E-06,0.00011714,9.54E-05,1.26E-05,3.98E-05
18860,163.076,5.205,4.28E-05,3.63E-05,2.40E-05,2.17E-06,4.39E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.84E-05,9.10E-06,6.62E-07,2.36E-05
18341,163.076,5.069,6.37E-05,3.36E-05,3.21E-05,6.40E-06,7.31E-06,2.98E-07,1.67E-05,1.92E-06,2.76E-06,3.67E-05,8.52E-06,1.77E-05,0.000206812,0.000134938,1.49E-05,6.52E-05
7327,165.019,2.661,0.008262303,0.004261127,0.005204558,0.001914091,0.003252771,0.00041004,0.0002208,4.99E-05,0.014339383,0.000500819,0.000121385,0.000235159,0.000288918,0.000374868,8.67E-05,0.00612896
19103,165.019,5.267,8.63E-06,2.82E-06,7.21E-06,1.16E-05,8.37E-06,2.98E-07,0.000102495,1.51E-05,3.64E-05,4.09E-06,1.80E-06,2.05E-06,2.13E-06,4.84E-06,6.62E-07,1.39E-05
7638,165.019,2.748,0.000925522,0.000339843,1.03E-07,0.000915934,0.001213728,7.41E-05,0.000505512,3.81E-05,2.76E-06,0.000285741,7.97E-05,0.000151454,0.000301754,0.000318658,8.73E-05,0.000797165
11884,165.019,3.564,0.000314603,0.000214304,0.000170509,5.70E-05,8.93E-05,2.73E-06,8.01E-05,1.92E-06,9.29E-05,0.000355407,9.83E-05,4.60E-05,0.00026139,0.000140115,3.00E-05,0.000158859
8981,165.019,2.996,0.000250456,0.000138294,6.09E-05,0.000166179,0.000137514,1.59E-05,0.000111131,3.41E-06,0.000339398,6.00E-05,1.92E-05,3.07E-05,0.000128697,7.77E-05,1.71E-05,0.000124049
38926,165.04,10.526,1.50E-07,8.99E-08,1.03E-07,1.28E-06,8.57E-05,9.70E-06,5.47E-05,0.005139734,0.000472749,4.09E-06,8.62E-05,2.05E-06,5.22E-07,3.67E-06,6.62E-07,2.29E-07
5488,165.055,2.146,2.78E-05,5.57E-05,1.06E-05,3.82E-07,3.44E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,9.00E-06,4.24E-06,7.61E-06,1.91E-05
6262,165.055,2.396,2.44E-05,2.33E-05,2.25E-05,1.26E-07,3.90E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.14E-05,2.21E-05,3.76E-05,1.80E-05
10260,165.055,3.241,5.99E-05,4.10E-05,3.77E-05,1.35E-05,1.62E-05,2.98E-07,2.51E-06,1.92E-06,2.77E-05,0.000129999,4.80E-05,3.19E-05,9.07E-05,0.000111465,1.90E-05,6.66E-05
17961,166.017,4.962,5.98E-06,8.07E-06,9.33E-06,6.02E-05,9.51E-05,2.64E-06,2.51E-06,1.92E-06,2.23E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.30E-05
15353,166.087,4.297,1.50E-07,8.99E-08,1.03E-07,8.87E-05,0.000181502,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.08E-05
4472,167.034,1.675,1.17E-05,1.75E-05,4.92E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.21E-05,7.38E-06,1.54E-05,2.29E-07
6827,167.034,2.538,9.99E-05,3.44E-05,3.56E-05,5.81E-06,9.67E-06,2.98E-07,2.51E-06,1.92E-06,3.09E-05,7.78E-05,2.13E-05,1.58E-05,3.31E-05,1.50E-05,1.37E-05,3.75E-05
5464,167.034,2.132,3.16E-05,2.78E-05,1.97E-05,6.84E-06,9.76E-06,2.98E-07,2.51E-06,1.92E-06,5.16E-06,4.09E-06,1.80E-06,2.05E-06,9.56E-06,6.33E-06,6.62E-07,7.17E-06
10867,167.071,3.377,3.51E-05,2.52E-05,4.45E-06,1.31E-06,6.57E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.16E-05,2.26E-05,1.03E-05,2.61E-05
19327,167.144,5.373,1.78E-06,7.64E-07,4.57E-07,1.78E-05,4.03E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.01E-05
25546,167.144,7.296,2.75E-05,1.38E-05,1.01E-05,4.53E-06,1.68E-05,2.98E-07,2.51E-06,1.92E-06,1.83E-05,4.09E-06,1.80E-06,2.05E-06,8.93E-06,1.14E-05,2.78E-06,3.06E-05
5107,169.014,1.995,7.86E-06,3.79E-06,3.88E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.58E-06,1.59E-05,4.96E-05,1.75E-05
11406,169.087,3.476,3.80E-05,1.50E-05,2.14E-05,2.66E-05,4.99E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.45E-05,1.80E-06,3.47E-05,4.94E-05,3.13E-05,1.45E-06,5.03E-05
20483,169.087,5.725,0.001010481,0.000460653,0.000683719,1.00E-05,1.65E-05,5.11E-06,1.66E-05,1.92E-06,1.45E-05,0.000146841,5.61E-06,1.77E-05,2.43E-05,3.29E-05,6.79E-06,0.000389063
9845,169.087,3.179,8.60E-05,1.51E-05,1.17E-05,2.67E-05,5.52E-05,2.98E-07,2.51E-06,1.92E-06,1.64E-05,0.000120868,1.80E-06,5.25E-05,6.55E-05,7.28E-05,1.60E-05,5.52E-05
14356,169.087,4.091,0.000196501,9.45E-05,0.00011138,1.84E-05,2.25E-05,2.98E-07,6.31E-05,2.36E-06,4.08E-05,0.000152105,3.57E-05,4.82E-05,4.93E-05,5.76E-05,1.30E-05,9.64E-05
18321,169.123,5.059,0.000102864,6.15E-05,6.16E-05,1.36E-05,9.03E-06,2.98E-07,4.99E-06,1.92E-06,2.76E-06,7.17E-05,1.80E-06,4.93E-06,5.22E-05,4.75E-05,5.02E-06,5.95E-05
7137,170.009,2.612,3.42E-05,1.47E-05,1.28E-05,3.05E-06,8.71E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.19E-05,1.80E-06,2.05E-06,0.000213106,0.000145971,3.19E-05,6.10E-05
6837,171.066,2.54,6.60E-05,2.62E-05,1.92E-05,1.46E-05,1.97E-05,2.98E-07,0.000167305,2.21E-05,6.37E-05,0.000484052,7.21E-05,0.000141886,0.00019989,0.000161307,4.70E-05,0.000114562
19607,171.066,5.463,9.26E-07,8.99E-08,1.03E-07,5.83E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.21E-06,9.96E-05,1.29E-05,1.40E-05
6163,171.066,2.36,0.000116821,3.78E-05,4.26E-05,2.33E-05,1.61E-05,2.98E-07,0.000123427,2.86E-05,5.47E-05,0.000849332,0.000163464,0.000344968,0.000408107,0.000301931,9.29E-05,0.000188761
9268,171.066,3.077,5.90E-05,2.72E-05,1.63E-05,2.08E-05,2.21E-05,4.00E-07,8.89E-05,2.03E-06,1.68E-05,0.000333302,8.48E-05,0.000171282,0.000193628,0.000185136,8.87E-05,0.000125526
21799,171.102,6.118,0.000142553,5.61E-05,0.000140212,2.65E-06,1.87E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.60E-05,1.80E-06,2.05E-06,1.32E-05,1.91E-05,6.62E-07,7.60E-05
22113,171.102,6.225,0.000198513,5.91E-05,8.20E-05,3.82E-06,3.19E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.22E-05,1.80E-06,2.05E-06,1.43E-05,1.56E-05,6.62E-07,8.73E-05
11849,171.102,3.551,5.89E-05,6.91E-05,6.87E-05,1.59E-05,2.04E-05,2.98E-07,3.51E-05,1.92E-06,2.76E-06,1.77E-05,1.16E-05,2.05E-06,3.67E-05,4.84E-05,1.71E-06,3.34E-05
17007,171.102,4.665,0.000201297,0.000114977,7.55E-05,2.77E-06,8.97E-06,2.98E-07,4.49E-05,1.92E-06,1.72E-05,0.000116895,5.20E-06,5.38E-05,7.33E-05,6.69E-05,8.61E-06,5.74E-05
15474,171.102,4.321,0.00127198,0.000899774,0.00147581,4.01E-05,8.79E-05,3.31E-05,0.000303359,0.000189715,0.000403307,0.001029754,0.000219938,0.000378298,0.000306922,0.000402116,0.000117372,0.000878987
12886,171.102,3.779,6.68E-05,4.45E-05,3.98E-05,5.57E-06,1.20E-05,2.98E-07,2.13E-05,1.92E-06,2.76E-06,6.62E-05,1.00E-05,1.80E-05,7.76E-05,3.56E-05,1.01E-05,5.41E-05
24232,171.138,6.908,0.000115685,4.41E-05,4.37E-05,5.98E-07,4.35E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.53E-05,4.02E-05,6.62E-07,5.18E-05
10334,172.097,3.256,3.58E-06,1.49E-06,2.29E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000400805,0.000147262,8.07E-05,5.22E-07,4.47E-07,6.62E-07,1.41E-05
32701,173.009,9.007,0.000100894,5.53E-05,6.97E-05,1.77E-05,9.68E-05,1.32E-06,2.51E-06,1.92E-06,5.56E-05,1.09E-05,3.31E-06,1.58E-05,5.50E-06,1.12E-05,7.97E-06,7.53E-05
10059,173.081,3.212,0.003056173,0.001888532,0.001552467,0.000190669,0.000251758,4.43E-05,0.002365245,0.000594059,0.000933987,0.00430982,0.001869606,0.001643549,0.001216045,0.001273244,0.000249814,0.001758587
12140,173.081,3.621,0.000106464,3.85E-05,4.23E-05,4.94E-05,6.77E-05,6.06E-06,0.000167124,3.49E-05,9.05E-05,0.000213903,7.04E-05,8.67E-05,8.92E-05,7.43E-05,1.80E-05,0.000121768
9097,173.081,3.053,0.000151696,0.000118057,0.000102638,1.17E-05,1.94E-05,1.15E-05,0.000139033,8.10E-05,0.000106052,0.000248382,8.77E-05,0.000115279,0.000226066,0.000186283,7.20E-05,0.000119646
14205,173.081,4.055,9.97E-05,3.99E-05,4.02E-05,2.49E-05,2.61E-05,2.38E-06,0.000148792,1.77E-05,6.19E-05,0.000121792,3.51E-05,5.34E-05,0.000111131,7.47E-05,1.87E-05,8.12E-05
18112,173.118,4.964,2.20E-05,4.15E-06,9.12E-06,3.00E-06,5.23E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.21E-06,7.18E-06,6.62E-07,1.13E-05
20703,173.118,5.796,0.000964591,0.000509353,0.000427179,0.000151552,0.000297789,2.19E-05,0.000719031,0.000185025,0.000488301,0.001236244,0.000499922,0.000722279,0.000403009,0.000413228,0.000138311,0.000838715
16919,173.118,4.678,0.000502063,0.00016025,0.000118389,0.000138858,0.000235866,2.98E-07,0.000311037,6.97E-05,5.37E-05,0.000139151,0.000115674,9.82E-05,0.000105892,0.000125982,5.09E-05,0.000235291
19278,173.118,5.264,0.000208538,8.12E-05,8.64E-05,2.06E-05,3.87E-05,2.36E-06,9.70E-05,5.04E-05,8.89E-05,0.000287734,8.31E-05,0.000143063,0.000108292,0.000103401,2.06E-05,0.000127486
14086,173.118,4.027,0.000173944,0.00012033,0.000123205,1.14E-05,1.50E-05,2.98E-07,5.35E-05,5.00E-06,5.52E-05,0.000229022,4.38E-05,8.95E-05,6.06E-05,9.36E-05,1.68E-05,9.90E-05
2642,174.956,1.088,1.50E-07,0.000479948,1.03E-07,3.26E-05,2.90E-05,2.72E-05,0.001392118,0.000651311,2.76E-06,2.74E-05,7.47E-05,2.05E-06,5.22E-07,4.47E-07,8.37E-06,2.29E-07
18514,175.04,5.108,3.72E-05,1.27E-05,4.69E-05,1.57E-06,5.92E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,6.02E-06,2.61E-05,2.05E-06,8.10E-05,4.74E-05,6.62E-07,3.40E-05
9969,175.076,3.204,0.00022406,0.000122171,0.00011927,4.31E-05,8.58E-05,2.35E-06,2.51E-06,1.92E-06,0.000122161,4.09E-06,1.80E-06,2.05E-06,8.31E-06,8.11E-06,6.62E-07,0.000104449
15838,175.076,4.482,8.01E-05,3.58E-05,4.43E-05,2.25E-05,2.96E-05,2.98E-07,2.51E-06,1.92E-06,5.97E-05,4.09E-06,1.80E-06,2.05E-06,1.22E-05,8.21E-06,6.62E-07,5.32E-05
10501,175.097,3.299,0.000275828,0.000177557,0.000160827,6.19E-06,7.90E-06,2.98E-07,3.27E-05,1.92E-06,1.98E-05,0.000464294,4.36E-05,4.65E-05,4.37E-05,5.10E-05,1.32E-05,0.000142677
23795,175.112,6.752,8.28E-06,1.94E-06,9.64E-07,1.26E-07,6.97E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.17E-06
1905,176.9,0.898,5.76E-07,5.55E-06,3.26E-07,1.26E-07,2.51E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
21201,177.001,5.972,7.72E-05,2.65E-05,0.000102806,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.51E-05,1.27E-05,6.62E-07,2.73E-05
14541,177.012,4.142,1.50E-07,8.99E-08,5.78E-07,2.59E-05,7.02E-05,5.29E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.17E-06
6671,177.019,2.509,0.000150822,4.38E-05,5.75E-05,3.04E-06,3.82E-06,6.78E-07,4.65E-05,1.69E-05,9.32E-05,0.000167574,0.000364678,6.08E-05,6.67E-05,6.23E-05,5.43E-05,4.73E-05
7242,177.019,2.634,3.08E-05,1.22E-05,2.89E-05,2.11E-06,8.75E-07,4.99E-07,3.82E-05,1.33E-05,1.96E-05,0.000300883,0.000188819,4.96E-05,9.58E-05,7.70E-05,0.000105934,2.44E-05
9819,177.019,3.219,0.000356177,9.98E-05,0.000200012,4.31E-06,4.50E-06,3.44E-07,2.07E-05,2.04E-06,1.51E-05,0.000552436,0.000191727,7.13E-05,0.000230398,0.000209492,6.24E-05,0.000138173
13374,177.019,3.875,0.000274546,8.21E-05,0.000192772,1.62E-06,1.16E-06,2.98E-07,6.51E-05,6.17E-06,6.05E-05,0.000200291,5.22E-05,7.36E-05,0.000151119,0.000146608,8.57E-05,0.000111025
13909,177.055,3.983,6.74E-05,7.02E-05,2.90E-05,1.65E-06,2.38E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,3.00E-05,4.37E-06,4.74E-06,2.55E-05,2.60E-05,1.26E-05,3.05E-05
