FeatureID,Mass,Retention_time,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML
11573,325.106,3.495,0.000229493,2.98E-05,3.57E-05,1.20E-05,4.26E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.53E-05
20107,325.111,5.585,3.01E-06,8.99E-08,1.03E-07,0.000405174,0.000943597,1.66E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.77E-06,6.04E-06,6.62E-07,0.000243634
21417,325.111,6.043,2.86E-06,9.13E-07,1.07E-06,0.002237043,0.005365546,0.000139434,3.42E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.59E-06,6.62E-07,0.000909386
23627,325.111,6.699,1.43E-06,9.81E-07,1.08E-06,0.000374432,0.001763088,1.79E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000261907
21765,325.112,6.137,3.74E-06,4.63E-06,3.63E-06,0.000871141,0.002838948,4.76E-05,2.65E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.59E-06,6.62E-07,0.001957588
22087,325.112,6.195,3.74E-06,4.63E-06,2.21E-06,0.000605419,0.00184533,6.48E-05,3.77E-05,1.92E-06,1.50E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000779866
20487,325.112,5.757,1.67E-06,8.99E-08,8.42E-07,0.000762133,0.001958155,4.28E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000598347
23427,325.112,6.62,2.09E-06,8.99E-08,1.36E-06,0.000296607,0.001058119,3.27E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000373664
23166,325.112,6.561,2.09E-06,8.99E-08,1.36E-06,0.000455916,0.001489873,2.34E-05,6.98E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000397838
22395,325.112,6.331,1.20E-06,2.69E-06,7.03E-07,0.000845966,0.002684768,3.86E-05,1.84E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.00053881
22782,325.112,6.428,4.70E-06,1.64E-06,9.06E-07,0.00034846,0.001079956,5.84E-05,2.08E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000630998
19679,325.112,5.434,1.07E-06,6.35E-07,1.03E-07,0.000188784,0.000464361,1.45E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000198485
15717,325.129,4.382,2.50E-05,1.22E-05,1.54E-05,2.76E-05,3.76E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000111581,0.00016976,2.32E-05,9.51E-05
25807,325.145,7.362,1.13E-05,1.66E-05,6.26E-06,9.68E-06,1.56E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000242055,1.80E-06,7.50E-06,8.41E-05,4.84E-05,2.53E-05,2.52E-05
40900,325.148,10.974,7.42E-05,1.39E-06,1.03E-07,1.26E-07,4.18E-05,2.98E-07,9.73E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.43E-06,5.08E-06,6.62E-07,1.93E-05
28563,325.15,8.039,3.89E-06,8.99E-08,1.03E-07,0.000307353,0.000907297,1.59E-06,1.60E-05,2.03E-05,2.47E-05,5.68E-05,4.84E-06,8.53E-06,3.13E-06,3.13E-06,6.62E-07,4.96E-05
16663,325.166,4.608,8.28E-05,3.69E-05,3.47E-05,1.38E-05,1.56E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.06E-05,1.80E-06,2.05E-06,0.000330611,0.00029336,8.42E-05,8.91E-05
15628,325.166,4.344,6.86E-05,2.16E-05,3.60E-05,1.37E-05,8.42E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000392357,0.000272585,7.75E-05,7.84E-05
14952,325.166,4.219,8.47E-05,3.51E-05,1.89E-05,1.15E-05,1.09E-05,2.98E-07,2.96E-06,1.92E-06,2.76E-06,3.05E-05,1.80E-06,2.05E-06,0.000912389,0.000682396,0.000239301,0.000128833
16166,325.166,4.485,9.43E-05,3.19E-05,4.87E-05,2.14E-05,1.14E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.27E-05,1.84E-06,2.05E-06,0.000299475,0.000254178,7.94E-05,0.000116397
40619,325.169,10.988,0.000127141,8.99E-08,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.02E-05,4.95E-05,2.05E-06,7.96E-06,4.47E-07,6.62E-07,2.29E-07
42656,325.184,11.338,1.44E-05,0.022681389,0.012061042,0.019591526,0.005806758,0.0376467,0.005530904,0.003849913,0.000485734,0.004212986,0.000678822,0.002008579,0.000624941,0.000376514,0.002310459,0.000269462
40963,325.184,10.986,4.05E-05,0.008458108,0.035948932,0.022451603,0.000372521,0.003758638,0.017454396,0.014970881,0.011718284,0.003355692,0.003968879,0.004059276,0.000689301,0.001623189,0.013379006,0.001068241
42134,325.184,11.194,7.03E-06,0.010216842,0.009483299,0.123269309,0.001057832,0.076650038,0.00283177,0.004230869,0.001127447,0.001272729,0.001081796,0.00173805,0.000379326,0.000748082,0.005224691,0.000387124
38108,325.184,10.437,3.30E-05,0.003603882,0.003062023,0.00450739,0.000236286,0.003220938,0.003075315,0.003598252,0.000715329,0.000631076,0.001316273,0.000882199,0.000343134,0.001488764,0.003097442,0.000458403
30804,325.185,8.535,1.35E-05,0.004380686,0.002207505,0.006191583,0.000488021,0.008217233,0.003272353,0.113522793,0.003813475,0.004595061,0.029152373,0.027075136,0.007436597,0.032581964,0.188774102,0.000248055
28695,325.185,8.092,2.69E-05,0.0135884,0.004259439,0.009328336,0.000396018,0.008157835,0.002350281,0.013315023,0.00237939,0.003277221,0.004000786,0.003471075,0.000970768,0.003853597,0.030156238,0.000115988
19733,325.202,5.458,0.000214101,0.000165527,0.000192612,3.50E-06,1.00E-05,2.98E-07,1.38E-05,1.92E-06,2.76E-06,3.54E-05,1.80E-06,2.05E-06,0.000405383,0.000239984,7.91E-05,0.000122443
19379,325.202,5.394,0.000410832,0.000581084,0.000439989,1.31E-05,1.00E-05,2.98E-07,3.72E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000112031,0.000107916,2.98E-05,0.000375224
21447,325.202,6.038,0.000393058,0.000395602,0.000268963,4.26E-05,1.22E-05,2.98E-07,2.29E-05,1.92E-06,2.76E-06,2.88E-05,1.80E-06,2.05E-06,0.000132535,0.000154439,3.89E-05,0.000219415
18732,325.202,5.167,0.000168726,0.000123158,0.000105842,3.30E-06,9.91E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.72E-05,1.80E-06,2.05E-06,0.000242667,0.000156444,7.38E-05,0.000166692
18195,325.202,5.02,0.000107677,0.000147527,9.24E-05,1.19E-05,2.07E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.00016575,0.000254838,5.28E-05,0.000166755
21863,325.202,6.152,0.000751261,0.000467809,0.0004855,2.00E-05,3.11E-05,2.98E-07,8.32E-05,1.92E-06,1.74E-05,8.42E-05,1.17E-05,2.05E-06,0.000312443,7.29E-05,3.12E-05,0.000363686
23238,325.202,6.55,0.000150328,7.32E-05,6.12E-05,2.77E-06,1.83E-05,2.98E-07,1.26E-05,1.92E-06,2.76E-06,8.22E-06,2.77E-06,1.04E-05,0.000183955,8.00E-05,6.41E-05,0.000115967
23525,325.202,6.651,0.000147553,0.000114346,7.56E-05,1.26E-07,1.83E-05,2.98E-07,1.11E-05,1.92E-06,2.76E-06,5.72E-05,1.80E-06,7.78E-06,0.000136642,8.70E-05,3.59E-05,9.49E-05
23992,325.202,6.828,0.000480744,0.000530954,0.000360666,1.94E-05,2.98E-05,2.11E-05,0.000183958,4.65E-05,0.000123577,0.000272037,5.66E-05,8.71E-05,0.000121019,0.000168314,3.06E-05,0.000475431
17626,325.202,4.886,0.000158076,0.000182834,0.000141892,1.31E-06,1.76E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.45E-05,2.21E-06,2.05E-06,0.000271198,0.000143795,5.18E-05,0.000109019
25120,325.239,7.163,3.50E-05,1.79E-05,1.93E-05,9.76E-07,1.42E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000100586,0.000115674,1.46E-05,3.59E-05
31305,325.239,8.685,0.000126655,6.48E-05,7.44E-05,5.83E-06,1.82E-05,2.98E-07,2.23E-05,1.92E-06,2.45E-05,4.09E-06,3.56E-06,4.04E-06,4.78E-05,9.69E-05,9.85E-06,9.56E-05
32253,325.239,8.867,8.25E-05,4.23E-05,6.80E-05,3.21E-05,8.04E-05,1.47E-06,3.73E-05,1.92E-06,2.19E-05,2.72E-05,1.84E-05,3.24E-05,7.89E-05,0.000115119,1.37E-05,0.000140463
31928,325.239,8.822,0.000134645,0.000143339,0.000200689,3.10E-06,2.10E-05,2.98E-07,3.94E-05,1.92E-06,2.69E-05,2.72E-05,1.84E-05,3.24E-05,5.02E-05,5.12E-05,1.37E-05,0.000193364
34210,325.239,9.384,0.000311958,6.17E-05,4.92E-05,6.44E-06,1.17E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.22E-05,7.39E-06,6.62E-07,6.62E-05
39129,325.275,10.624,0.00026322,0.000158302,0.000170049,3.78E-06,1.76E-05,1.17E-06,2.49E-05,1.92E-06,8.79E-05,4.09E-06,6.63E-06,7.85E-06,2.74E-06,1.72E-06,6.62E-07,0.000165273
38552,325.275,10.476,0.000358053,0.000280004,0.000289581,4.98E-06,3.76E-05,2.40E-06,7.22E-05,1.92E-06,0.000133025,4.09E-06,7.48E-06,2.05E-06,2.48E-06,6.86E-06,6.62E-07,0.000219401
37614,325.275,10.295,0.000326367,0.000211482,0.000141926,2.02E-06,2.40E-05,2.98E-07,3.90E-05,5.57E-06,3.98E-05,4.09E-06,5.10E-06,4.96E-06,4.51E-05,1.50E-05,6.62E-07,0.000172935
36576,325.275,9.996,0.000115443,6.79E-05,0.000111287,1.46E-05,6.12E-05,2.98E-07,4.70E-05,1.92E-06,7.97E-05,4.09E-06,3.64E-06,1.25E-05,2.86E-05,6.78E-05,1.55E-06,0.000141594
19784,326.129,5.493,1.29E-06,8.99E-08,1.40E-06,8.30E-06,9.43E-08,3.85E-06,0.000327857,5.99E-05,0.000231871,0.000172455,5.68E-05,9.91E-05,4.88E-05,4.95E-05,4.33E-05,8.19E-06
31043,326.188,8.593,1.98E-06,0.000961426,0.000193375,0.001030574,3.79E-05,0.001544156,0.000583742,0.004406219,0.000735056,0.00077606,0.005460943,0.005050993,0.001293385,0.00113486,0.006684666,5.83E-05
17858,327.052,4.948,2.60E-06,7.33E-07,1.32E-06,2.15E-06,7.42E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,0.000240021,2.05E-06,2.24E-06,1.55E-06,6.62E-07,3.28E-06
6919,327.055,2.555,1.50E-07,8.99E-08,1.03E-07,2.76E-05,5.48E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.21E-05
7802,327.055,2.786,1.50E-07,8.99E-08,1.03E-07,2.83E-05,5.44E-05,6.33E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.45E-05
8659,327.055,2.971,1.50E-07,8.99E-08,1.03E-07,7.17E-05,0.00015117,2.41E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,8.21E-05
12557,327.055,3.733,8.58E-07,5.81E-07,4.64E-07,1.77E-05,6.05E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.92E-05
7882,327.072,2.801,0.000137576,6.43E-05,6.37E-05,3.05E-05,6.82E-05,2.98E-07,2.51E-06,1.92E-06,2.13E-05,4.09E-06,1.80E-06,2.05E-06,1.72E-05,1.44E-05,6.62E-07,5.45E-05
5560,327.072,2.162,0.000141513,6.40E-05,4.52E-05,3.02E-05,4.17E-05,2.98E-07,2.51E-06,1.92E-06,2.97E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.07E-06,6.62E-07,4.28E-05
5112,327.073,2.007,5.70E-05,6.74E-05,5.44E-05,9.91E-06,4.68E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.95E-06,4.47E-07,6.62E-07,1.24E-05
8320,327.073,2.89,0.000137295,9.62E-05,0.000108986,2.77E-05,6.06E-05,2.98E-07,2.51E-06,1.92E-06,3.64E-05,4.09E-06,1.80E-06,2.05E-06,2.90E-05,2.33E-05,6.62E-07,8.38E-05
5858,327.073,2.276,7.39E-05,5.21E-05,4.75E-05,1.38E-05,7.40E-05,2.98E-07,2.51E-06,1.92E-06,3.20E-05,4.09E-06,1.80E-06,2.05E-06,7.70E-06,5.27E-06,6.62E-07,3.27E-05
14106,327.09,4.021,1.50E-07,8.99E-08,4.34E-07,4.90E-05,0.000123413,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.42E-06,4.47E-07,6.62E-07,3.78E-05
15382,327.09,4.277,1.50E-07,8.99E-08,1.03E-07,0.000149767,0.000355162,2.79E-06,2.51E-06,1.92E-06,2.76E-06,7.99E-05,1.80E-06,2.05E-06,5.22E-07,3.30E-06,6.62E-07,0.000103579
13058,327.091,3.817,8.22E-07,8.99E-08,1.03E-07,7.69E-05,0.000236512,3.36E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.63E-05
15757,327.109,4.399,1.80E-05,1.99E-05,8.33E-06,2.10E-06,1.53E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.09E-05,5.04E-05,4.96E-06,2.85E-05
5498,327.109,2.157,0.000157595,0.000283687,4.89E-05,7.38E-06,2.06E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.20E-05,4.59E-05,5.55E-05,8.11E-05
7025,327.109,2.58,2.11E-05,2.03E-05,8.23E-06,3.99E-05,6.70E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.49E-05,3.21E-05,1.97E-05,5.32E-05
10812,327.109,3.409,8.04E-06,2.83E-05,1.96E-05,2.83E-05,4.42E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000619422,0.000264376,8.38E-06,5.87E-05
16789,327.111,4.624,2.03E-06,8.99E-08,9.58E-07,3.30E-05,0.00010299,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.08E-05
17786,327.111,4.944,2.07E-06,1.74E-06,1.03E-07,5.43E-05,0.000168463,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.43E-05
11735,327.124,3.528,8.14E-05,9.55E-05,2.32E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,4.19E-05,4.09E-06,1.80E-06,2.05E-06,0.00032715,0.000300073,0.000194782,0.00013979
19350,327.124,5.375,1.54E-05,6.27E-06,3.05E-06,1.26E-07,2.21E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,9.32E-05,8.83E-05,1.23E-05,1.75E-05
28315,327.127,7.968,1.32E-05,8.99E-08,1.71E-06,0.000213284,0.000716172,9.23E-06,2.51E-06,1.92E-06,2.76E-06,6.11E-06,1.80E-06,4.07E-06,5.22E-07,4.47E-07,6.62E-07,0.00014638
26776,327.127,7.597,7.18E-06,3.66E-06,1.90E-06,0.000254737,0.000812976,1.69E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.61E-06,6.62E-07,0.000324088
40620,327.127,10.976,0.000140854,1.73E-05,1.31E-05,1.43E-06,1.93E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.55E-05
24599,327.127,7.043,1.06E-05,1.25E-05,7.22E-06,0.002476756,0.008432594,0.000160241,6.49E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.24E-06,1.23E-05,6.62E-07,0.002269798
27365,327.127,7.75,1.67E-05,2.92E-06,3.83E-06,0.001054574,0.003489411,3.89E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.00113476
25822,327.127,7.366,7.62E-06,2.77E-06,1.32E-06,0.000395363,0.001401,3.03E-05,9.48E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,6.40E-06,6.62E-07,0.000397619
26519,327.127,7.53,7.18E-06,3.66E-06,2.29E-06,0.000254737,0.000958894,2.08E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000216373
26142,327.128,7.442,7.68E-06,1.84E-06,2.29E-06,0.000337919,0.001071907,3.19E-05,9.48E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000364485
23856,327.128,6.778,2.86E-06,3.67E-06,1.78E-06,0.000852449,0.00250186,4.79E-05,5.72E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000654075
13933,327.145,3.973,9.03E-05,2.89E-05,2.52E-05,0.000116835,0.000169056,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.42E-05,9.87E-06,2.05E-06,0.000204299,0.000189575,4.06E-05,5.49E-05
12513,327.145,3.704,5.12E-05,1.03E-05,1.51E-05,1.10E-05,2.49E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.00027223,0.000185875,5.01E-05,8.87E-05
13085,327.145,3.799,5.74E-05,2.94E-05,3.23E-05,4.75E-06,5.89E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000464071,0.00031118,6.26E-05,0.000180803
11343,327.145,3.445,5.90E-05,2.10E-05,1.80E-05,3.72E-05,4.10E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000551769,0.000337344,6.15E-05,0.000103879
8339,327.145,2.89,5.26E-05,2.75E-05,9.60E-06,1.47E-05,1.58E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000542302,0.000194707,0.000324044,0.000126941
25526,327.16,7.291,2.65E-05,1.21E-05,9.45E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.04E-05,3.92E-05,1.24E-05,2.21E-05
39407,327.164,10.703,0.000570122,1.73E-05,2.44E-06,2.53E-05,8.74E-05,9.43E-06,2.51E-06,1.92E-06,9.05E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.46E-06,7.25E-06,1.65E-05
36626,327.164,10.01,0.000139249,1.49E-05,3.74E-06,8.31E-06,2.43E-05,3.59E-06,2.51E-06,1.92E-06,2.76E-06,2.64E-05,4.66E-06,3.84E-05,9.47E-05,3.60E-05,2.69E-06,9.21E-06
35428,327.164,9.724,0.000118323,3.77E-05,2.06E-05,7.20E-06,6.12E-06,4.63E-06,2.16E-05,1.92E-06,2.76E-06,8.51E-06,5.92E-06,1.47E-05,6.99E-05,5.15E-05,1.12E-05,7.53E-05
34712,327.164,9.572,0.00021155,2.60E-05,2.01E-05,2.87E-05,5.52E-05,2.72E-06,2.51E-06,1.92E-06,2.76E-06,0.000123928,3.59E-05,3.42E-05,5.11E-05,4.47E-07,6.62E-07,8.02E-06
41406,327.18,10.997,1.12E-05,0.000221215,0.000408164,0.004087275,7.43E-06,0.000828357,0.000266754,0.000543168,0.000122677,3.32E-05,0.000147632,8.21E-05,2.88E-05,8.95E-05,0.000469036,2.02E-05
17286,327.182,4.783,6.58E-05,4.64E-05,2.13E-05,5.63E-06,7.71E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000346168,0.000126552,2.58E-05,4.50E-05
20431,327.182,5.704,0.001618611,2.00E-05,8.14E-05,0.000118882,0.000385747,2.98E-07,7.65E-05,1.92E-06,5.78E-06,4.09E-06,1.80E-06,2.05E-06,0.000136155,0.000104584,1.32E-05,0.000461519
19975,327.218,5.518,0.000201699,0.000283465,0.000103511,6.15E-06,3.22E-06,2.98E-07,5.83E-06,1.92E-06,9.26E-06,4.11E-05,1.18E-05,2.05E-06,3.30E-05,3.47E-05,1.25E-05,0.000137997
20824,327.218,5.813,0.000359096,0.000217972,0.000238665,1.13E-05,1.43E-05,2.98E-07,9.62E-06,1.92E-06,2.76E-06,0.000106468,1.34E-05,2.05E-06,3.33E-05,5.23E-05,9.35E-06,0.000190941
19658,327.218,5.418,0.000327247,0.000165679,0.000251482,1.38E-05,1.12E-05,2.98E-07,2.59E-05,1.92E-06,3.92E-05,7.58E-05,1.18E-05,3.58E-06,3.70E-05,5.45E-05,1.07E-05,0.000155506
31809,327.218,8.785,0.000176706,0.000136783,8.00E-05,2.83E-05,9.65E-05,4.31E-06,3.95E-05,4.41E-06,6.14E-05,4.80E-05,1.10E-05,3.02E-05,3.33E-05,5.86E-05,5.91E-06,0.000166445
20611,327.218,5.756,0.000392419,0.000147847,0.000288759,5.54E-06,9.41E-06,2.98E-07,9.62E-06,1.92E-06,2.76E-06,0.00017211,1.34E-05,2.05E-06,7.87E-05,9.60E-05,9.35E-06,0.00016151
22633,327.218,6.368,0.000425478,0.000127787,0.000291186,9.77E-06,1.25E-05,2.98E-07,6.95E-06,1.92E-06,2.76E-06,0.000219493,1.21E-05,8.16E-06,3.37E-05,0.000144445,3.61E-06,0.000265754
19310,327.218,5.312,0.002869984,0.001690259,0.001061852,3.36E-05,4.04E-05,2.98E-07,6.05E-05,1.92E-06,5.35E-05,0.0001579,2.24E-05,3.58E-06,0.000205719,0.000297376,0.000117491,0.001335623
21128,327.218,5.916,0.00024382,0.000106939,0.000134975,1.59E-05,1.32E-05,2.98E-07,1.54E-05,1.92E-06,2.76E-06,8.71E-05,8.51E-06,9.00E-06,4.71E-05,6.10E-05,1.47E-05,0.000152583
22009,327.218,6.156,0.001435821,0.000503967,0.000828455,8.13E-06,1.06E-05,8.41E-06,7.17E-05,1.62E-05,6.33E-05,0.000493658,3.42E-05,7.28E-05,0.000110261,0.000129648,3.38E-05,0.000581631
21711,327.218,6.098,0.001863122,0.000647485,0.000974523,1.76E-05,1.60E-05,8.66E-06,8.88E-05,1.86E-05,7.56E-05,0.000497997,6.21E-05,8.91E-05,0.000132789,0.000157467,3.44E-05,0.000677327
38037,327.254,10.426,0.00099201,0.000852771,0.000517729,1.26E-07,1.78E-05,9.47E-07,8.06E-05,1.92E-06,8.01E-05,4.09E-06,1.80E-06,6.70E-06,2.54E-06,1.70E-06,6.62E-07,0.000370633
39065,327.254,10.595,8.08E-05,6.85E-05,5.10E-05,1.44E-06,1.57E-05,2.98E-07,0.000116413,6.22E-05,7.84E-05,5.04E-05,0.000127466,4.24E-05,1.14E-05,7.58E-06,9.75E-06,8.09E-05
33107,327.254,9.093,8.42E-05,0.000198291,8.57E-05,2.86E-05,7.64E-05,2.28E-06,9.02E-05,1.43E-05,6.35E-05,5.25E-05,0.000109526,9.11E-05,0.000139461,7.87E-05,2.16E-05,9.06E-05
35381,327.254,9.704,3.71E-05,0.000138383,0.000196877,0.000469185,0.000998079,1.85E-05,5.92E-06,1.92E-06,0.000627814,4.09E-06,1.80E-06,2.05E-06,2.58E-06,8.94E-06,6.62E-07,0.000410967
37934,327.291,10.405,0.001558072,0.001011728,0.000788593,2.85E-05,0.000135249,4.35E-06,0.000253054,4.31E-05,0.000311143,2.94E-05,3.80E-05,9.65E-05,4.30E-05,5.15E-05,1.81E-05,0.000851237
37530,327.291,10.272,2.64E-05,1.96E-05,1.68E-05,2.91E-06,3.06E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.60E-06,6.62E-07,1.31E-05
35515,327.291,9.757,0.000174519,0.000245239,0.000152452,1.18E-05,3.02E-05,9.87E-07,5.27E-05,1.92E-06,9.00E-05,4.09E-06,7.69E-06,3.93E-05,5.63E-05,1.58E-05,6.62E-07,0.000138316
27247,328.131,7.74,1.50E-07,8.99E-08,1.03E-07,0.000170665,0.000262275,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.72E-05
23506,328.131,6.675,1.50E-07,8.99E-08,1.03E-07,6.50E-05,8.61E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.13E-05
23789,328.131,6.781,1.50E-07,8.99E-08,1.03E-07,9.39E-05,0.000384003,6.59E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,7.19E-05
25596,328.131,7.3,1.50E-07,8.99E-08,1.03E-07,7.50E-05,0.00041154,5.60E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.17E-05
26238,328.131,7.443,1.50E-07,8.99E-08,1.03E-07,4.66E-05,0.000173203,1.90E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,6.73E-05
25867,328.131,7.397,1.50E-07,8.99E-08,1.03E-07,6.82E-05,0.000217122,1.90E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.60E-05
24610,328.131,7.027,1.50E-07,8.99E-08,7.80E-07,0.000393199,0.001278542,8.56E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000180236
42020,328.184,11.18,1.50E-07,5.81E-05,1.89E-05,0.000150076,5.57E-06,0.00063491,2.51E-06,9.47E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,1.56E-05,2.29E-07
