featureIDs,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML,logFC,pvalue,logpval,Sample_Type,Molecule,Compound_Class
32829,1.85E-05,7.44E-06,1.65E-06,1.32E-06,1.20E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000114202,1.80E-06,2.05E-06,5.31E-05,0.000558938,2.98E-06,0.001661044,-4.870185641,0.243211236,0.614016364,Not Significant,,
31353,1.83E-05,1.58E-05,7.59E-06,5.79E-06,1.03E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.00019979,1.80E-06,2.05E-06,0.000271923,0.000120386,9.66E-06,0.000137483,-3.798901409,0.104939906,0.979059328,Not Significant,,
41841,7.46E-06,1.92E-05,0.000403715,0.000979202,2.61E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000662995,0.000173737,1.67E-05,4.82E-06,0.000254034,2.58E-05,3.25E-05,-0.266011383,0.836968627,0.077290821,Not Significant,,
41426,2.97E-05,1.03E-05,0.000409356,0.001309334,6.97E-06,2.62E-06,1.01E-05,1.92E-06,2.76E-06,0.032919505,0.000808048,1.67E-05,0.000172237,0.000808651,0.000216407,0.000103915,-4.87747887,0.347044064,0.459615379,Not Significant,,
42889,1.83E-05,0.000294333,0.000222367,9.52E-05,6.48E-06,7.74E-05,2.51E-06,1.92E-06,2.76E-06,0.00201952,2.47E-05,2.05E-06,5.45E-06,4.93E-05,1.27E-05,1.85E-05,-2.136135456,0.453288881,0.343624934,Not Significant,,
31212,4.80E-05,3.94E-05,1.09E-05,6.22E-06,1.61E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.00021915,1.80E-06,2.05E-06,5.22E-07,2.10E-05,2.39E-06,2.29E-07,-1.531598883,0.489121446,0.310583295,Not Significant,,
42180,1.50E-07,8.99E-08,3.60E-06,2.05E-05,2.00E-06,7.61E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,2.932865347,0.236500891,0.626167219,Not Significant,,
17584,0.000166266,0.000116029,8.29E-06,6.59E-05,0.000117905,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000123719,3.35E-05,1.13E-05,9.28E-05,0.864372422,0.422180877,0.374501442,Not Significant,,
28789,0.000108034,7.33E-05,4.65E-05,8.35E-06,1.34E-05,2.98E-07,2.51E-06,1.92E-06,4.18E-06,4.09E-06,1.80E-06,2.05E-06,3.12E-05,2.23E-05,3.32E-06,9.90E-05,1.41198224,0.226511528,0.64490969,Not Significant,,
42456,5.21E-07,1.31E-05,1.30E-05,0.000125648,0.000286459,2.13E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,4.963877319,0.176105468,0.754227158,Not Significant,,
21946,2.59E-05,7.63E-06,1.11E-05,4.68E-05,7.90E-05,2.98E-07,3.79E-05,2.70E-06,2.38E-05,0.000291591,0.000105296,7.20E-05,3.27E-05,3.49E-05,8.67E-06,2.82E-05,-1.798187922,0.190994342,0.718979497,Not Significant,,
36453,0.000237577,3.31E-05,3.71E-05,3.04E-06,1.15E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,7.40E-06,3.78E-06,6.62E-07,6.18E-05,3.474390572,0.228254881,0.641579927,Not Significant,,
38023,3.47E-05,1.71E-05,1.90E-05,1.26E-07,2.28E-06,2.98E-07,2.51E-06,1.92E-06,9.93E-06,4.09E-06,1.80E-06,2.05E-06,1.00E-05,1.31E-05,6.62E-07,2.17E-05,0.885735819,0.334131961,0.476081981,Not Significant,,
28356,0.000235806,1.12E-06,6.35E-05,4.07E-05,0.000129797,2.50E-06,9.49E-05,1.92E-06,3.83E-05,3.49E-05,1.80E-06,3.41E-05,6.06E-05,9.11E-05,1.38E-05,0.000122014,0.779777078,0.348389419,0.457935044,Not Significant,,
26953,0.000188518,3.60E-06,5.46E-05,3.68E-05,9.97E-05,8.81E-07,6.40E-05,1.92E-06,2.64E-05,3.27E-05,1.80E-06,2.37E-05,5.86E-05,8.79E-05,9.97E-06,0.000111769,0.56514786,0.489991351,0.309811586,Not Significant,,
93,0.000541718,0.000909342,0.000320441,0.00045501,0.000722688,9.71E-07,0.006333034,0.003003071,2.76E-06,3.27E-05,0.001143499,0.000441399,7.63E-07,2.56E-06,6.62E-07,3.47E-05,2.336934357,0.159616996,0.796920866,Not Significant,,
7328,5.71E-05,1.99E-06,6.74E-05,3.70E-05,7.58E-06,1.80E-05,2.51E-06,1.92E-06,0.001318219,4.09E-06,1.80E-06,8.76E-06,1.70E-05,2.20E-05,6.62E-07,0.000383711,4.213812693,0.302011237,0.519976898,Not Significant,,
12925,1.50E-07,8.99E-08,5.77E-07,2.07E-05,3.84E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.22E-05,2.231149397,0.222838177,0.652010402,Not Significant,,
23285,1.50E-07,8.99E-08,1.03E-07,0.000129432,0.000455329,1.61E-05,6.10E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000114683,5.41371772,0.224023173,0.649707056,Not Significant,,
25335,1.50E-07,8.99E-08,1.03E-07,2.00E-05,5.86E-05,1.09E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.52E-05,2.603002884,0.246854501,0.607558951,Not Significant,,
5476,3.30E-06,1.90E-05,1.51E-06,3.85E-07,3.79E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.04E-05,7.31E-06,2.89E-05,1.23E-05,-1.205820351,0.29958008,0.523487067,Not Significant,,
29038,3.34E-06,3.87E-06,1.01E-05,0.001188353,3.28E-05,0.000939247,2.51E-06,1.82E-05,2.76E-06,4.09E-06,1.88E-05,2.05E-06,9.17E-06,2.57E-06,0.000214239,2.00E-06,2.548021001,0.237744794,0.623888984,Not Significant,,
32855,1.86E-06,2.29E-05,8.94E-06,0.000147083,1.49E-05,0.001950758,6.28E-06,0.000352051,9.70E-05,4.09E-06,0.000428353,0.000172808,2.75E-05,4.30E-05,0.000628054,2.44E-06,0.411803927,0.766070673,0.115731163,Not Significant,,
31601,1.52E-06,5.36E-06,2.61E-05,0.000827167,2.53E-05,0.000543456,1.02E-05,0.002576349,4.83E-05,7.23E-06,0.002108013,0.001144271,7.79E-05,0.00048036,0.004955849,8.65E-06,-1.695322855,0.260778624,0.58372801,Not Significant,,
33878,1.38E-06,2.18E-05,4.46E-06,3.91E-05,1.06E-05,0.000435104,3.32E-05,0.001242249,9.16E-05,5.30E-05,0.002389588,0.000754686,0.000118645,0.000321313,0.001984949,1.74E-06,-2.165748859,0.142902327,0.844960698,Not Significant,,
18012,0.000407748,0.000144861,0.000166619,1.39E-05,1.32E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.79E-05,2.11E-06,1.60E-05,0.000749897,0.000415458,0.000189712,0.000333993,-1.529802255,0.258757465,0.587107111,Not Significant,,
16216,9.34E-07,1.40E-06,1.03E-07,0.000196806,0.000310049,2.98E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000134443,5.177242236,0.179716699,0.745411568,Not Significant,,
10126,1.10E-05,8.03E-06,8.04E-07,1.88E-06,4.51E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.74E-05,6.39E-05,5.43E-05,2.67E-05,-2.675081202,0.138436081,0.858750704,Not Significant,,
26582,0.000183263,5.27E-05,4.01E-05,4.81E-06,3.44E-05,2.80E-06,2.51E-06,1.92E-06,0.000134613,4.70E-05,1.80E-06,4.14E-05,0.00066537,0.000263503,8.64E-05,0.000176717,-1.858994068,0.257399987,0.58939148,Not Significant,,
25993,2.25E-05,1.90E-05,1.34E-05,6.42E-05,0.000190327,1.09E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,3.20E-06,2.05E-06,0.000104315,2.95E-05,1.42E-05,0.000119223,0.428711355,0.733652613,0.134509531,Not Significant,,
21987,4.46E-05,2.96E-05,3.08E-05,4.91E-06,9.97E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.74E-05,1.80E-06,2.05E-06,0.000252306,0.000120158,3.03E-05,6.98E-05,-2.353701221,0.208560184,0.6807686,Not Significant,,
23235,8.07E-05,6.78E-05,3.39E-05,1.45E-06,1.88E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000396574,0.000122996,4.69E-05,6.92E-05,-2.035706293,0.306813521,0.513125506,Not Significant,,
29338,5.98E-05,2.68E-05,1.11E-05,1.40E-05,4.88E-05,1.13E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.91E-06,9.46E-06,1.30E-06,3.31E-05,2.135744171,0.084769812,1.071758782,Not Significant,,
30125,0.000124784,3.44E-05,4.57E-05,6.60E-06,1.12E-05,9.58E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.58E-05,1.76E-05,6.62E-07,5.03E-05,1.873350805,0.211626999,0.674428927,Not Significant,,
32499,6.87E-06,9.71E-05,3.99E-05,8.92E-06,3.37E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,3.87E-06,6.62E-07,6.42E-06,3.315013022,0.105591659,0.976370388,Not Significant,,
34164,0.000119149,0.000122477,4.78E-05,1.21E-05,2.43E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,2.52E-06,6.62E-07,3.11E-06,4.254260765,0.067775839,1.168925099,Not Significant,,
17301,1.45E-05,7.13E-06,8.02E-06,0.000480156,0.000823612,1.79E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.77E-06,6.62E-07,0.000385962,6.377382978,0.170083187,0.769338614,Not Significant,,
17757,1.50E-07,8.99E-08,1.12E-06,6.88E-05,0.000174508,2.19E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.84E-05,4.145324559,0.214213716,0.669152725,Not Significant,,
26299,3.19E-05,4.67E-05,2.16E-05,5.77E-07,7.83E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,9.15E-05,0.000139318,1.88E-05,5.17E-05,-1.734554014,0.270167063,0.568367598,Not Significant,,
22965,2.64E-05,6.94E-06,3.48E-06,1.26E-07,9.23E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.62E-05,3.81E-05,9.30E-06,2.43E-05,-2.006996572,0.223052494,0.651592916,Not Significant,,
34158,3.40E-05,3.48E-05,8.12E-05,1.45E-05,6.61E-05,2.98E-07,2.51E-06,1.92E-06,2.22E-05,4.09E-06,1.80E-06,2.05E-06,4.61E-06,5.42E-06,6.62E-07,2.49E-05,3.203912349,0.029340058,1.532539027,Significant in SMRW,,
31227,7.12E-05,4.51E-05,2.35E-05,2.39E-06,1.77E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.04E-05,4.83E-05,1.57E-05,4.41E-05,-0.390389159,0.706193077,0.151076544,Not Significant,,
29238,2.66E-05,2.45E-05,7.12E-06,2.76E-06,9.85E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000194961,0.000102186,7.71E-06,6.11E-05,-2.582773348,0.243474569,0.613546395,Not Significant,,
38194,0.000248889,0.000190992,4.66E-05,1.00E-06,4.34E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.78E-06,4.47E-07,6.62E-07,0.000148751,5.05066091,0.100457468,0.998017772,Not Significant,,
36343,4.40E-05,5.07E-05,1.76E-05,9.16E-07,2.24E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.48E-06,1.03E-05,6.62E-07,5.20E-05,2.226733969,0.094890106,1.02277907,Not Significant,,
38127,6.67E-05,3.23E-05,6.92E-06,1.26E-07,5.41E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.81E-05,2.990206674,0.181485127,0.741158961,Not Significant,,
20527,1.38E-05,4.17E-05,3.37E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.35E-05,7.00E-06,6.62E-07,1.71E-05,-0.413117419,0.77020026,0.113396339,Not Significant,,
27003,2.45E-05,6.39E-06,9.40E-06,1.48E-05,2.76E-05,2.98E-07,0.000186127,3.42E-06,2.76E-06,3.29E-05,1.80E-06,1.19E-05,7.58E-06,4.47E-07,6.62E-07,2.52E-05,1.730951523,0.32083611,0.493716758,Not Significant,,
7334,1.80E-05,7.53E-06,1.08E-05,3.99E-06,1.02E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.48E-05,9.19E-06,6.62E-07,1.52E-05,0.246771493,0.737011039,0.132526007,Not Significant,,
29233,5.01E-06,1.25E-06,1.03E-07,2.57E-05,4.21E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,8.27E-06,1.80E-06,1.51E-05,5.22E-07,2.45E-05,6.62E-07,1.23E-05,0.098146798,0.926065697,0.033358202,Not Significant,,
29706,1.83E-06,8.99E-08,1.03E-07,2.14E-05,4.09E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,8.27E-06,1.80E-06,1.51E-05,5.22E-07,2.84E-05,6.62E-07,1.52E-05,-0.19372402,0.862663579,0.064158537,Not Significant,,
12153,4.24E-05,2.11E-05,2.12E-05,4.24E-06,9.37E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000572703,0.000634118,2.45E-05,0.000213641,-4.135058305,0.182294664,0.739226045,Not Significant,,
12977,1.81E-05,2.10E-05,1.04E-05,3.17E-06,5.34E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000220284,0.000203497,2.27E-05,7.07E-05,-3.379469249,0.174325454,0.758639195,Not Significant,,
22457,1.48E-05,5.37E-06,9.53E-06,1.26E-07,9.43E-08,2.98E-07,9.07E-06,1.92E-06,2.76E-06,0.00010165,2.04E-05,4.57E-05,0.000200213,8.98E-05,4.24E-05,3.59E-05,-4.092825179,0.031431411,1.50263612,Significant in NS,,
40913,3.19E-05,5.81E-06,4.09E-06,1.26E-07,5.35E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.94E-06,1.79875172,0.276549098,0.558227753,Not Significant,,
6418,5.08E-05,5.36E-05,2.48E-05,6.90E-06,2.45E-05,2.98E-07,2.51E-06,1.92E-06,1.39E-05,4.09E-06,1.80E-06,2.05E-06,8.85E-06,8.87E-06,2.41E-05,2.51E-05,1.26377515,0.154951896,0.809803105,Not Significant,,
21781,1.50E-07,8.99E-08,1.03E-07,2.32E-05,4.36E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.28E-06,4.47E-07,6.62E-07,1.48E-05,2.134790062,0.242282797,0.615677422,Not Significant,,
22866,4.93E-05,2.57E-05,2.59E-05,9.06E-06,4.55E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.04E-05,3.28E-06,6.62E-07,3.07E-05,2.285498506,0.057611906,1.239487753,Not Significant,,
22471,1.20E-05,4.56E-06,2.38E-06,2.06E-05,6.69E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.27E-06,3.28E-06,6.62E-07,1.14E-05,2.146711144,0.207000523,0.684028558,Not Significant,,
29344,7.04E-05,4.76E-05,3.57E-05,2.01E-06,3.26E-06,2.98E-07,7.63E-05,1.29E-05,0.000121703,0.000455712,0.00012704,0.00030789,0.000879681,0.000285796,0.000209339,0.000214406,-3.198501464,0.0277259,1.557114354,Significant in NS,,
40448,1.13E-05,8.24E-06,3.63E-06,2.57E-05,5.98E-05,2.98E-07,2.51E-06,1.92E-06,0.00010441,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.89E-06,6.62E-07,0.000222088,3.720684025,0.095602146,1.019532358,Not Significant,,
40957,1.11E-05,8.24E-06,3.63E-06,2.39E-05,5.98E-05,2.98E-07,2.51E-06,1.92E-06,0.00010441,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.89E-06,6.62E-07,0.000100086,3.707375427,0.098440251,1.006827286,Not Significant,,
38215,5.94E-06,4.48E-06,9.03E-07,8.97E-05,0.000324421,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.90E-05,4.914364461,0.230738061,0.63688076,Not Significant,,
20618,5.34E-05,7.36E-05,5.35E-05,6.69E-06,2.97E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000440258,0.000378629,0.000104877,5.54E-05,-2.821900831,0.167282585,0.77654927,Not Significant,,
20091,0.000134735,0.000225838,7.46E-05,3.45E-06,6.25E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.61E-05,1.80E-06,2.00E-05,0.000569454,0.000270201,0.000149931,0.000174141,-1.810054606,0.223382775,0.650950318,Not Significant,,
18834,7.98E-05,9.96E-05,1.54E-05,8.57E-06,1.43E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.34E-05,1.80E-06,2.05E-06,0.00067289,0.000620907,0.000119827,0.00022487,-3.252849494,0.163579273,0.786271726,Not Significant,,
17397,9.47E-05,5.70E-05,4.61E-05,5.11E-05,8.92E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,6.47E-05,1.80E-06,2.08E-06,0.001024055,0.003189612,0.001227587,0.000188693,-4.961231271,0.139206941,0.856339111,Not Significant,,
14959,0.000111771,4.83E-05,3.81E-05,1.88E-05,2.43E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.34E-05,1.80E-06,2.05E-06,0.000844077,0.00066154,0.000236181,0.000212629,-3.439375552,0.128240095,0.891976169,Not Significant,,
29809,1.13E-05,4.29E-06,6.85E-06,2.21E-06,2.97E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000206367,1.80E-06,2.05E-06,0.001166202,0.000279499,6.74E-06,0.000243003,-6.150510322,0.198529146,0.702175726,Not Significant,,
19717,3.28E-05,2.23E-05,1.33E-05,1.50E-06,3.36E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000320961,0.000177097,0.000122392,7.97E-05,-3.545124291,0.129534698,0.887613884,Not Significant,,
25649,8.10E-05,5.95E-05,2.09E-05,1.42E-05,3.42E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.00010952,9.73E-05,3.32E-05,0.000112239,-0.775461408,0.468179469,0.329587635,Not Significant,,
23423,0.000110211,9.24E-05,6.43E-05,5.33E-06,4.40E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000474888,0.000485208,0.000131778,0.000141557,-2.537604063,0.176562104,0.753102506,Not Significant,,
23867,7.13E-05,2.53E-05,4.42E-05,6.27E-06,1.48E-05,2.98E-07,3.99E-06,1.92E-06,6.08E-06,4.09E-06,1.80E-06,2.05E-06,0.000191819,0.000187486,4.13E-05,0.000115514,-1.88401246,0.231993283,0.63452459,Not Significant,,
22129,3.83E-05,5.87E-05,1.89E-05,2.58E-06,1.04E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000157885,0.000144962,4.92E-05,7.76E-05,-1.985402167,0.197860908,0.703640003,Not Significant,,
21299,3.88E-05,2.97E-05,3.61E-05,3.28E-06,4.50E-06,2.98E-07,1.83E-05,1.92E-06,2.15E-05,4.09E-06,1.80E-06,2.05E-06,0.000744836,0.000399441,9.98E-05,7.45E-05,-3.604490682,0.183945213,0.735311511,Not Significant,,
20741,4.85E-05,1.47E-05,1.77E-05,1.62E-06,3.56E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000138423,0.000296153,4.70E-05,3.75E-05,-2.972231395,0.199165209,0.700786523,Not Significant,,
21698,5.20E-05,3.31E-05,6.47E-06,2.25E-06,4.24E-06,2.98E-07,4.33E-06,1.92E-06,2.15E-05,4.09E-06,1.80E-06,2.05E-06,0.000271581,0.00020535,6.89E-05,6.12E-05,-2.719592205,0.165906495,0.780136612,Not Significant,,
39007,6.46E-05,1.83E-05,3.40E-06,1.05E-06,0.000111723,4.66E-05,4.38E-05,1.59E-05,5.46E-05,0.00042955,1.80E-06,0.00204851,5.22E-07,4.47E-07,4.78E-06,0.000158659,-3.372601266,0.313831936,0.503302864,Not Significant,,
35690,2.14E-05,1.14E-05,9.98E-06,4.06E-06,3.47E-06,0.000520967,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.78E-06,5.33245868,0.304489338,0.51642791,Not Significant,,
41181,7.84E-06,5.01E-06,1.66E-06,2.51E-06,6.57E-06,0.00024805,0.000148248,0.000149388,5.66E-05,4.09E-06,1.80E-06,2.05E-06,2.14E-06,4.47E-07,6.62E-07,6.23E-06,5.220761346,0.055314266,1.257162848,Not Significant,,
38182,5.93E-07,9.36E-07,7.91E-05,6.52E-05,0.000104304,2.49E-05,0.001705635,1.14E-05,2.20E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.86E-07,7.132264508,0.265597227,0.575776463,Not Significant,,
42206,1.50E-07,8.99E-08,3.11E-05,0.000116799,6.88E-05,0.00030792,0.00052744,9.35E-06,1.98E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,2.35E-06,2.29E-07,6.000780491,0.085987326,1.065565557,Not Significant,,
39171,1.50E-07,8.99E-08,7.50E-05,8.72E-05,5.88E-05,0.000106906,0.002011902,3.21E-05,0.000150284,1.24E-05,1.80E-06,2.05E-06,5.22E-07,4.47E-07,2.91E-06,2.29E-07,6.384433508,0.237860947,0.623676857,Not Significant,,
40580,1.08E-06,8.99E-08,0.000113937,0.000688095,0.000219763,0.000226508,0.011012466,5.30E-05,0.000344739,0.000114309,1.80E-06,2.05E-06,2.20E-06,4.47E-07,1.45E-05,1.05E-06,5.962908572,0.28314025,0.547998388,Not Significant,,
35487,8.69E-05,0.000105682,4.01E-05,4.76E-06,1.63E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.03E-06,4.95E-06,6.62E-07,2.89E-05,3.482405762,0.085408144,1.068500717,Not Significant,,
37840,0.000289173,0.000160334,6.21E-05,1.05E-06,5.84E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,1.49E-06,6.62E-07,6.61E-05,5.046018798,0.132630783,0.877355667,Not Significant,,
36958,5.78E-05,7.38E-05,3.30E-05,5.24E-07,1.05E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.14E-06,5.67E-06,6.62E-07,5.91E-05,2.809610008,0.099140767,1.003747725,Not Significant,,
41649,1.46E-05,5.67E-06,2.84E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.50E-06,1.102083208,0.285136618,0.544947006,Not Significant,,
42823,2.95E-05,8.36E-06,3.32E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.31E-06,1.767785165,0.259627349,0.585649562,Not Significant,,
4416,7.82E-07,5.69E-06,1.74E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,3.75E-06,2.29E-07,-0.254258422,0.701727889,0.153831263,Not Significant,,
6419,1.98E-05,1.07E-05,2.14E-06,1.26E-07,5.06E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.25E-05,1.88E-05,4.65E-05,2.45E-05,-1.937821297,0.153877206,0.812825708,Not Significant,,
25751,1.50E-07,8.99E-08,1.03E-07,2.76E-05,6.92E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.30E-05,2.865532997,0.233801665,0.631152401,Not Significant,,
4208,1.50E-07,1.92E-07,1.03E-07,2.50E-06,1.00E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,0.509196964,0.579617742,0.236858329,Not Significant,,
4790,1.50E-07,7.82E-07,4.66E-07,2.76E-06,8.30E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,0.474395381,0.551964747,0.258088659,Not Significant,,
7357,0.000197671,8.19E-05,0.000138212,0.000101176,5.61E-05,3.29E-06,2.51E-06,1.92E-06,0.000449631,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000189013,6.168168136,0.044235682,1.354227274,Significant in SMRW,,
25017,1.50E-07,8.99E-08,1.03E-07,4.53E-06,1.45E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.74E-06,0.90380357,0.414497333,0.38247826,Not Significant,,
7313,0.000206563,0.000134086,0.000175359,4.43E-05,8.05E-05,2.90E-06,2.51E-06,1.92E-06,0.000118959,1.13E-05,1.80E-06,1.24E-05,2.86E-05,1.69E-05,6.62E-07,0.000140099,2.835166305,0.022654294,1.64484946,Significant in SMRW,,
16499,0.000161668,0.000180237,0.000104377,2.71E-05,5.81E-05,7.55E-07,2.51E-06,1.92E-06,4.46E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,8.96E-05,5.339425026,0.025500135,1.593457529,Significant in SMRW,,
11617,2.19E-05,3.71E-05,2.90E-05,4.61E-06,9.75E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.23E-05,2.935732623,0.048436818,1.314824399,Significant in SMRW,,
