featureIDs,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML,logFC,pvalue,logpval,Sample_Type,Molecule,Compound_Class
1260,1.50E-07,8.87E-06,1.03E-07,1.26E-07,2.39E-06,2.98E-07,9.89E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,0.884669324,0.352559093,0.452768079,Not Significant,,
7355,0.002154966,0.001272689,0.001288276,0.000603221,0.000719284,0.000117208,3.96E-05,1.92E-06,0.003685466,0.000245724,5.39E-05,1.71E-05,2.02E-05,1.79E-05,2.18E-05,0.001572055,4.128735685,0.032483625,1.488335515,Significant in SMRW,,
7011,0.000226474,0.000276955,3.46E-05,3.46E-06,1.91E-06,6.52E-05,3.94E-05,1.92E-06,8.52E-05,0.000272717,6.39E-05,4.95E-05,5.96E-05,3.13E-05,2.83E-05,0.000101718,-0.044173407,0.961118155,0.017223219,Not Significant,,
5314,9.40E-05,0.000107514,5.28E-05,9.79E-06,1.32E-05,2.31E-06,2.51E-06,1.92E-06,4.92E-05,0.000103452,8.97E-06,1.71E-05,2.70E-05,2.94E-05,2.22E-05,3.10E-05,0.094186923,0.907167519,0.042312508,Not Significant,,
5625,0.000137145,0.000172531,6.37E-05,1.13E-05,2.17E-05,3.25E-06,2.51E-06,1.92E-06,7.19E-05,7.57E-05,1.38E-05,4.40E-06,2.71E-06,1.43E-05,6.15E-06,6.64E-05,1.468615009,0.177265102,0.751376756,Not Significant,,
18913,5.51E-05,2.36E-05,2.89E-05,4.55E-06,8.70E-06,2.98E-07,2.51E-06,1.92E-06,4.12E-06,6.58E-05,1.94E-05,3.28E-05,2.64E-05,4.08E-05,1.59E-05,4.01E-05,-1.21771935,0.07259609,1.139086768,Not Significant,,
12007,9.77E-05,3.19E-05,5.60E-05,2.65E-05,3.67E-05,2.83E-06,2.51E-06,1.92E-06,0.000103277,6.28E-05,5.56E-06,8.11E-06,1.63E-05,6.27E-06,4.76E-06,4.77E-05,1.206568549,0.179117614,0.746861705,Not Significant,,
14593,4.93E-05,1.73E-05,1.57E-05,3.00E-06,6.18E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000644906,0.000112939,0.000209834,5.89E-06,6.56E-06,1.36E-05,4.41E-05,-3.912780939,0.187927086,0.72601062,Not Significant,Methylparaben,Medical|Personal Care
13389,9.13E-05,4.38E-05,4.66E-05,1.35E-05,2.52E-05,7.10E-07,2.51E-06,1.92E-06,4.95E-05,0.000108644,6.40E-05,2.21E-05,1.89E-05,3.58E-05,1.73E-05,4.65E-05,-0.540776871,0.454046882,0.342899303,Not Significant,Mandelic acid,Endogenous|Food|Medical|Personal Care
2148,1.50E-07,2.67E-05,1.03E-07,1.26E-07,1.02E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,1.640731567,0.286083682,0.543506913,Not Significant,,
2695,1.50E-07,4.81E-05,1.03E-07,1.26E-07,1.46E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,2.000025122,0.388743542,0.410336813,Not Significant,,
4945,0.000100716,3.52E-05,2.45E-05,1.24E-06,2.85E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000166389,3.60E-05,3.25E-05,0.000306547,5.47E-05,5.55E-05,1.71E-05,-2.506670572,0.101802759,0.99224045,Not Significant,,
15059,2.47E-05,5.78E-06,1.37E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.20E-05,0.00057722,1.93E-05,6.58E-05,-4.201551173,0.33646352,0.473062016,Not Significant,,
8120,0.000133208,2.22E-05,4.31E-05,6.77E-07,2.94E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.23E-05,3.03E-06,2.05E-06,2.42E-05,5.30E-05,3.05E-05,3.42E-05,0.159914569,0.885214393,0.052951533,Not Significant,,
6054,4.30E-05,2.64E-05,2.79E-05,2.21E-06,6.39E-06,2.98E-07,2.51E-06,1.92E-06,2.62E-05,4.89E-05,1.80E-06,2.50E-05,1.91E-05,1.38E-05,3.53E-06,2.49E-05,-0.29777133,0.700039554,0.154877421,Not Significant,,
10272,6.73E-05,1.70E-05,3.54E-05,1.26E-07,4.24E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,6.72E-05,1.69E-05,2.05E-06,4.86E-05,2.43E-05,4.28E-05,2.59E-05,-1.24505832,0.144646508,0.839692046,Not Significant,,
11400,8.55E-07,4.77E-06,3.17E-06,6.64E-06,1.50E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.78E-05,9.30E-06,0.000198734,3.68E-05,1.99E-05,1.70E-05,1.50E-05,-4.464778379,0.110299946,0.957424701,Not Significant,,
5346,0.000311774,0.000169123,0.000226086,5.49E-05,0.000110733,1.43E-05,1.13E-05,1.92E-06,0.000398811,0.000259755,8.23E-05,5.83E-05,3.55E-05,2.97E-05,1.96E-05,0.000162723,0.83586242,0.312237218,0.505515332,Not Significant,,
5641,0.000819457,0.00046145,0.000546961,0.000145591,0.000285552,2.95E-05,2.22E-05,1.92E-06,0.000995528,0.000280081,3.56E-05,0.000130776,3.42E-05,3.84E-05,3.34E-05,0.000412321,1.997131993,0.057877902,1.237487218,Not Significant,,
19160,0.000126913,6.13E-05,6.29E-05,1.58E-05,2.46E-05,8.95E-07,0.000114793,1.86E-05,5.76E-05,0.000165749,6.48E-05,6.68E-05,6.08E-05,7.50E-05,1.90E-05,9.78E-05,-0.488540316,0.400172358,0.397752913,Not Significant,,
17046,4.60E-05,1.52E-05,2.48E-05,1.31E-06,1.59E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.43E-06,4.47E-07,6.62E-07,1.52E-05,2.364388717,0.13725104,0.862484357,Not Significant,Hymecromone analog (m/z -22),Pharmaceutical Analog
15849,8.41E-05,3.99E-05,3.06E-05,2.89E-05,5.23E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.46E-05,2.05E-05,2.05E-06,3.09E-05,7.63E-05,1.41E-05,9.95E-05,-0.216479134,0.766685692,0.115382642,Not Significant,,
12186,2.42E-05,9.80E-06,5.84E-06,2.05E-05,1.87E-05,2.98E-07,9.31E-05,4.19E-06,2.84E-05,9.04E-05,9.20E-06,4.03E-05,2.68E-05,5.26E-05,3.46E-06,3.49E-05,-0.704631751,0.392969401,0.405641265,Not Significant,,
20159,4.31E-05,1.97E-06,5.95E-06,2.85E-06,1.63E-06,2.98E-07,3.15E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.07E-05,6.24E-05,6.62E-07,2.98E-05,-0.988954645,0.454015581,0.342929243,Not Significant,,
10339,1.45E-06,5.33E-07,5.37E-07,1.45E-05,2.74E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,9.51E-05,5.22E-07,4.47E-07,6.62E-07,2.76E-05,-1.568259683,0.505799913,0.29602125,Not Significant,,
19200,0.000113919,4.47E-05,6.34E-05,8.34E-07,3.00E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.48E-06,7.51E-06,6.62E-07,5.01E-05,3.064723444,0.127912075,0.893088455,Not Significant,,
7726,1.81E-05,1.11E-05,1.40E-05,7.13E-07,1.41E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.12E-05,2.60E-06,4.44E-06,0.000122346,0.000102684,1.52E-05,3.45E-05,-2.93081302,0.134473434,0.871363504,Not Significant,,
11464,0.000216369,0.000153323,0.00015971,2.75E-06,1.42E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000155877,1.80E-06,1.28E-05,3.83E-05,3.42E-05,4.16E-06,0.000162986,0.579195733,0.59902723,0.222553435,Not Significant,,
6538,1.46E-05,5.00E-06,8.94E-06,1.26E-07,2.52E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.08E-05,3.67E-05,6.00E-06,1.23E-05,-1.976153258,0.209791392,0.678212335,Not Significant,,
120,0.000313428,0.000101123,0.000126755,0.000134337,0.000164829,0.000156849,0.000734431,0.000376432,0.000344072,0.000576494,0.000319848,0.001157149,0.000186413,0.000163183,9.96E-05,0.000233548,-0.614330776,0.441107612,0.355455448,Not Significant,,
24398,1.50E-07,8.99E-08,1.03E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.04E-05,0.000141703,5.26E-05,4.59E-05,-5.556715071,0.122418567,0.912152707,Not Significant,,
20942,1.58E-06,2.70E-06,8.91E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.20E-05,7.69E-05,4.17E-05,0.000626148,0.000937678,0.000597017,0.000188142,-7.398979462,0.053403509,1.272430209,Not Significant,,
6673,0.000605198,0.000310391,0.000278646,4.28E-05,5.12E-05,4.77E-06,0.000825407,0.000142289,0.000359296,0.00102351,0.00036738,0.000456508,0.000453824,0.000447345,0.000121848,0.000438377,-0.716656675,0.245453016,0.610031627,Not Significant,,
7424,4.59E-05,1.84E-05,1.96E-05,1.47E-05,8.33E-06,2.98E-07,0.000199508,2.60E-05,3.69E-05,0.00013062,3.21E-05,0.000101612,0.000132698,0.000144598,3.70E-05,4.24E-05,-1.231493366,0.078166266,1.106980632,Not Significant,,
8788,3.09E-05,1.91E-05,1.51E-05,1.07E-05,1.40E-05,2.98E-07,0.000105168,1.87E-05,4.00E-05,0.000133225,3.34E-05,5.46E-05,0.000147898,0.000142898,2.86E-05,5.91E-05,-1.674944687,0.045410261,1.342846004,Significant in NS,,
8408,1.49E-05,1.26E-05,5.65E-06,5.67E-06,8.79E-06,2.98E-07,7.52E-05,1.51E-05,3.48E-05,9.30E-05,1.67E-05,4.28E-05,0.000102074,7.37E-05,4.46E-05,3.86E-05,-1.692811954,0.023607851,1.626943543,Significant in NS,,
9679,4.62E-05,2.01E-05,1.93E-05,8.16E-06,1.24E-05,2.98E-07,4.13E-05,1.92E-06,1.18E-05,6.16E-05,1.63E-05,2.50E-05,4.76E-05,5.31E-05,1.10E-05,4.30E-05,-0.995274953,0.113230517,0.94603651,Not Significant,,
12790,0.000169501,7.86E-05,5.03E-05,3.07E-05,5.62E-05,2.98E-07,6.25E-05,8.69E-06,8.34E-06,5.96E-05,3.39E-05,4.59E-05,2.89E-05,3.92E-05,1.15E-05,7.94E-05,0.501737522,0.431374021,0.365146014,Not Significant,,
15605,0.000223612,0.000109726,0.000126987,2.11E-05,4.31E-05,3.84E-07,7.02E-05,1.88E-05,9.90E-05,0.000491178,8.12E-05,0.000145146,8.92E-05,9.61E-05,2.16E-05,0.000163295,-0.959799282,0.344596375,0.462689295,Not Significant,,
10369,0.000158104,0.000207965,0.000161859,5.82E-06,8.41E-06,2.98E-07,1.06E-05,1.92E-06,1.44E-05,0.000100358,2.03E-05,3.43E-05,2.48E-05,4.30E-05,4.48E-06,0.000112494,0.740215072,0.439289156,0.357249517,Not Significant,,
27472,1.50E-07,8.99E-08,1.03E-07,1.90E-05,4.34E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.42E-05,2.290401849,0.241009637,0.617965591,Not Significant,,
6425,1.49E-05,9.77E-06,7.83E-07,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.21E-06,1.20779649,0.277289067,0.557067253,Not Significant,,
14152,1.68E-05,5.88E-06,4.91E-06,1.40E-06,3.72E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.09E-05,2.05E-06,1.57E-05,6.45E-06,8.07E-06,8.37E-06,-0.818458406,0.215642038,0.666266572,Not Significant,,
11394,2.56E-05,1.91E-05,2.41E-05,3.24E-06,8.07E-06,2.98E-07,2.91E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,7.39E-05,4.50E-05,1.25E-05,2.39E-05,-1.248029329,0.329097592,0.482675296,Not Significant,,
20672,1.51E-05,7.69E-06,8.77E-06,1.39E-06,6.14E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000116047,6.59E-05,1.67E-05,3.79E-05,-2.733991374,0.187562684,0.726853562,Not Significant,,
18663,1.50E-07,6.63E-07,1.03E-07,3.31E-05,1.64E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.95E-05,2.011958938,0.235898069,0.627275615,Not Significant,,
18039,1.50E-07,8.99E-08,1.03E-07,1.02E-06,7.88E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07,2.61006483,0.374242064,0.426847401,Not Significant,,
5132,0.000104961,0.000237109,1.01E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,0.000131058,5.28E-05,6.34E-05,6.06E-05,-0.08907041,0.941889228,0.02600017,Not Significant,,
6106,5.01E-05,5.23E-05,1.04E-05,1.47E-06,2.19E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.28E-05,2.88E-05,3.11E-05,2.82E-05,-0.42110057,0.656345761,0.182867315,Not Significant,,
12192,4.39E-05,1.91E-05,4.13E-05,2.13E-05,3.30E-05,2.98E-07,0.000105829,2.28E-05,8.52E-05,9.11E-05,2.13E-05,4.23E-05,4.35E-05,5.27E-05,1.31E-05,5.18E-05,-0.0873811,0.873174766,0.058898824,Not Significant,,
10634,0.00028259,0.000449514,0.00051858,3.31E-06,5.18E-06,2.98E-07,2.51E-06,1.92E-06,0.000149845,9.82E-05,1.32E-05,1.74E-05,0.000159791,0.000181654,0.000215288,0.000285162,0.459263441,0.594092626,0.226145838,Not Significant,,
11076,6.83E-05,6.66E-05,9.98E-05,2.53E-06,1.41E-06,2.98E-07,2.51E-06,1.92E-06,0.000141661,0.000105956,1.32E-05,1.74E-05,6.65E-05,0.000131424,4.43E-05,7.04E-05,-0.561355545,0.455999255,0.341035867,Not Significant,,
7674,5.76E-05,5.63E-05,2.72E-05,6.12E-06,1.26E-05,2.98E-07,9.89E-06,1.92E-06,9.54E-06,8.44E-06,1.80E-06,9.76E-06,0.00011714,9.54E-05,1.26E-05,3.98E-05,-1.018853245,0.385730694,0.413715801,Not Significant,,
18860,4.28E-05,3.63E-05,2.40E-05,2.17E-06,4.39E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.84E-05,9.10E-06,6.62E-07,2.36E-05,1.113219156,0.284241412,0.546312649,Not Significant,,
18341,6.37E-05,3.36E-05,3.21E-05,6.40E-06,7.31E-06,2.98E-07,1.67E-05,1.92E-06,2.76E-06,3.67E-05,8.52E-06,1.77E-05,0.000206812,0.000134938,1.49E-05,6.52E-05,-1.933262839,0.186858454,0.728487248,Not Significant,,
7327,0.008262303,0.004261127,0.005204558,0.001914091,0.003252771,0.00041004,0.0002208,4.99E-05,0.014339383,0.000500819,0.000121385,0.000235159,0.000288918,0.000374868,8.67E-05,0.00612896,3.974601367,0.034813155,1.458256611,Significant in SMRW,,
19103,8.63E-06,2.82E-06,7.21E-06,1.16E-05,8.37E-06,2.98E-07,0.000102495,1.51E-05,3.64E-05,4.09E-06,1.80E-06,2.05E-06,2.13E-06,4.84E-06,6.62E-07,1.39E-05,3.046036494,0.116943979,0.932022134,Not Significant,,
7638,0.000925522,0.000339843,1.03E-07,0.000915934,0.001213728,7.41E-05,0.000505512,3.81E-05,2.76E-06,0.000285741,7.97E-05,0.000151454,0.000301754,0.000318658,8.73E-05,0.000797165,1.12833495,0.169507452,0.770811205,Not Significant,,
11884,0.000314603,0.000214304,0.000170509,5.70E-05,8.93E-05,2.73E-06,8.01E-05,1.92E-06,9.29E-05,0.000355407,9.83E-05,4.60E-05,0.00026139,0.000140115,3.00E-05,0.000158859,-0.448821848,0.523511799,0.281073525,Not Significant,,
8981,0.000250456,0.000138294,6.09E-05,0.000166179,0.000137514,1.59E-05,0.000111131,3.41E-06,0.000339398,6.00E-05,1.92E-05,3.07E-05,0.000128697,7.77E-05,1.71E-05,0.000124049,1.290363553,0.069971342,1.155079799,Not Significant,,
38926,1.50E-07,8.99E-08,1.03E-07,1.28E-06,8.57E-05,9.70E-06,5.47E-05,0.005139734,0.000472749,4.09E-06,8.62E-05,2.05E-06,5.22E-07,3.67E-06,6.62E-07,2.29E-07,5.305148303,0.301175886,0.521179803,Not Significant,,
5488,2.78E-05,5.57E-05,1.06E-05,3.82E-07,3.44E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,9.00E-06,4.24E-06,7.61E-06,1.91E-05,1.287409544,0.304494326,0.516420795,Not Significant,,
6262,2.44E-05,2.33E-05,2.25E-05,1.26E-07,3.90E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.14E-05,2.21E-05,3.76E-05,1.80E-05,-0.708832818,0.430102302,0.366428233,Not Significant,,
10260,5.99E-05,4.10E-05,3.77E-05,1.35E-05,1.62E-05,2.98E-07,2.51E-06,1.92E-06,2.77E-05,0.000129999,4.80E-05,3.19E-05,9.07E-05,0.000111465,1.90E-05,6.66E-05,-1.687622707,0.043452735,1.361982884,Significant in NS,,
17961,5.98E-06,8.07E-06,9.33E-06,6.02E-05,9.51E-05,2.64E-06,2.51E-06,1.92E-06,2.23E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.30E-05,3.857154309,0.084017428,1.075630615,Not Significant,,
15353,1.50E-07,8.99E-08,1.03E-07,8.87E-05,0.000181502,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.08E-05,4.275479629,0.203682215,0.691046892,Not Significant,,
4472,1.17E-05,1.75E-05,4.92E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.21E-05,7.38E-06,1.54E-05,2.29E-07,-0.618767932,0.430016777,0.3665146,Not Significant,,
6827,9.99E-05,3.44E-05,3.56E-05,5.81E-06,9.67E-06,2.98E-07,2.51E-06,1.92E-06,3.09E-05,7.78E-05,2.13E-05,1.58E-05,3.31E-05,1.50E-05,1.37E-05,3.75E-05,-0.262165948,0.743775673,0.12855803,Not Significant,,
5464,3.16E-05,2.78E-05,1.97E-05,6.84E-06,9.76E-06,2.98E-07,2.51E-06,1.92E-06,5.16E-06,4.09E-06,1.80E-06,2.05E-06,9.56E-06,6.33E-06,6.62E-07,7.17E-06,1.523100889,0.094862025,1.022907609,Not Significant,,
10867,3.51E-05,2.52E-05,4.45E-06,1.31E-06,6.57E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.16E-05,2.26E-05,1.03E-05,2.61E-05,-0.225306631,0.795877739,0.099153643,Not Significant,,
19327,1.78E-06,7.64E-07,4.57E-07,1.78E-05,4.03E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.01E-05,2.256273147,0.216999044,0.66354218,Not Significant,,
25546,2.75E-05,1.38E-05,1.01E-05,4.53E-06,1.68E-05,2.98E-07,2.51E-06,1.92E-06,1.83E-05,4.09E-06,1.80E-06,2.05E-06,8.93E-06,1.14E-05,2.78E-06,3.06E-05,1.039837251,0.14292841,0.844881437,Not Significant,,
5107,7.86E-06,3.79E-06,3.88E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.58E-06,1.59E-05,4.96E-05,1.75E-05,-2.313691092,0.239524346,0.620650338,Not Significant,,
11406,3.80E-05,1.50E-05,2.14E-05,2.66E-05,4.99E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,7.45E-05,1.80E-06,3.47E-05,4.94E-05,3.13E-05,1.45E-06,5.03E-05,-0.871221142,0.293476606,0.532426512,Not Significant,,
20483,0.001010481,0.000460653,0.000683719,1.00E-05,1.65E-05,5.11E-06,1.66E-05,1.92E-06,1.45E-05,0.000146841,5.61E-06,1.77E-05,2.43E-05,3.29E-05,6.79E-06,0.000389063,2.659811668,0.14277499,0.845347861,Not Significant,,
9845,8.60E-05,1.51E-05,1.17E-05,2.67E-05,5.52E-05,2.98E-07,2.51E-06,1.92E-06,1.64E-05,0.000120868,1.80E-06,5.25E-05,6.55E-05,7.28E-05,1.60E-05,5.52E-05,-1.195218807,0.158653526,0.799550271,Not Significant,,
14356,0.000196501,9.45E-05,0.00011138,1.84E-05,2.25E-05,2.98E-07,6.31E-05,2.36E-06,4.08E-05,0.000152105,3.57E-05,4.82E-05,4.93E-05,5.76E-05,1.30E-05,9.64E-05,0.042554539,0.952125205,0.021305938,Not Significant,,
18321,0.000102864,6.15E-05,6.16E-05,1.36E-05,9.03E-06,2.98E-07,4.99E-06,1.92E-06,2.76E-06,7.17E-05,1.80E-06,4.93E-06,5.22E-05,4.75E-05,5.02E-06,5.95E-05,-0.087477939,0.919886149,0.03626592,Not Significant,,
7137,3.42E-05,1.47E-05,1.28E-05,3.05E-06,8.71E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,1.19E-05,1.80E-06,2.05E-06,0.000213106,0.000145971,3.19E-05,6.10E-05,-2.913955925,0.170243926,0.768928375,Not Significant,,
6837,6.60E-05,2.62E-05,1.92E-05,1.46E-05,1.97E-05,2.98E-07,0.000167305,2.21E-05,6.37E-05,0.000484052,7.21E-05,0.000141886,0.00019989,0.000161307,4.70E-05,0.000114562,-2.055787365,0.082107315,1.085618151,Not Significant,,
19607,9.26E-07,8.99E-08,1.03E-07,5.83E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.21E-06,9.96E-05,1.29E-05,1.40E-05,-4.308588323,0.277329797,0.557003467,Not Significant,,
6163,0.000116821,3.78E-05,4.26E-05,2.33E-05,1.61E-05,2.98E-07,0.000123427,2.86E-05,5.47E-05,0.000849332,0.000163464,0.000344968,0.000408107,0.000301931,9.29E-05,0.000188761,-2.868981747,0.03522294,1.453174398,Significant in NS,,
9268,5.90E-05,2.72E-05,1.63E-05,2.08E-05,2.21E-05,4.00E-07,8.89E-05,2.03E-06,1.68E-05,0.000333302,8.48E-05,0.000171282,0.000193628,0.000185136,8.87E-05,0.000125526,-2.644502023,0.009221369,2.035204595,Significant in NS,,
21799,0.000142553,5.61E-05,0.000140212,2.65E-06,1.87E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.60E-05,1.80E-06,2.05E-06,1.32E-05,1.91E-05,6.62E-07,7.60E-05,1.333603181,0.308915729,0.510159979,Not Significant,,
22113,0.000198513,5.91E-05,8.20E-05,3.82E-06,3.19E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.22E-05,1.80E-06,2.05E-06,1.43E-05,1.56E-05,6.62E-07,8.73E-05,1.62359687,0.280594375,0.551921039,Not Significant,,
11849,5.89E-05,6.91E-05,6.87E-05,1.59E-05,2.04E-05,2.98E-07,3.51E-05,1.92E-06,2.76E-06,1.77E-05,1.16E-05,2.05E-06,3.67E-05,4.84E-05,1.71E-06,3.34E-05,0.623608859,0.403580773,0.394069532,Not Significant,,
17007,0.000201297,0.000114977,7.55E-05,2.77E-06,8.97E-06,2.98E-07,4.49E-05,1.92E-06,1.72E-05,0.000116895,5.20E-06,5.38E-05,7.33E-05,6.69E-05,8.61E-06,5.74E-05,-0.058101555,0.941639075,0.026115528,Not Significant,,
15474,0.00127198,0.000899774,0.00147581,4.01E-05,8.79E-05,3.31E-05,0.000303359,0.000189715,0.000403307,0.001029754,0.000219938,0.000378298,0.000306922,0.000402116,0.000117372,0.000878987,0.353875633,0.623882066,0.204897498,Not Significant,,
12886,6.68E-05,4.45E-05,3.98E-05,5.57E-06,1.20E-05,2.98E-07,2.13E-05,1.92E-06,2.76E-06,6.62E-05,1.00E-05,1.80E-05,7.76E-05,3.56E-05,1.01E-05,5.41E-05,-0.742888548,0.334937788,0.475035852,Not Significant,,
24232,0.000115685,4.41E-05,4.37E-05,5.98E-07,4.35E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.53E-05,4.02E-05,6.62E-07,5.18E-05,0.775329049,0.518455374,0.285288619,Not Significant,,
10334,3.58E-06,1.49E-06,2.29E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000400805,0.000147262,8.07E-05,5.22E-07,4.47E-07,6.62E-07,1.41E-05,-5.971636892,0.166744725,0.777947895,Not Significant,,
32701,0.000100894,5.53E-05,6.97E-05,1.77E-05,9.68E-05,1.32E-06,2.51E-06,1.92E-06,5.56E-05,1.09E-05,3.31E-06,1.58E-05,5.50E-06,1.12E-05,7.97E-06,7.53E-05,2.292228829,0.029512216,1.529998177,Significant in SMRW,,
10059,0.003056173,0.001888532,0.001552467,0.000190669,0.000251758,4.43E-05,0.002365245,0.000594059,0.000933987,0.00430982,0.001869606,0.001643549,0.001216045,0.001273244,0.000249814,0.001758587,-0.542550301,0.42592584,0.370666011,Not Significant,,
12140,0.000106464,3.85E-05,4.23E-05,4.94E-05,6.77E-05,6.06E-06,0.000167124,3.49E-05,9.05E-05,0.000213903,7.04E-05,8.67E-05,8.92E-05,7.43E-05,1.80E-05,0.000121768,-0.458911214,0.440684981,0.355871751,Not Significant,,
9097,0.000151696,0.000118057,0.000102638,1.17E-05,1.94E-05,1.15E-05,0.000139033,8.10E-05,0.000106052,0.000248382,8.77E-05,0.000115279,0.000226066,0.000186283,7.20E-05,0.000119646,-0.921402469,0.069542819,1.157747708,Not Significant,,
14205,9.97E-05,3.99E-05,4.02E-05,2.49E-05,2.61E-05,2.38E-06,0.000148792,1.77E-05,6.19E-05,0.000121792,3.51E-05,5.34E-05,0.000111131,7.47E-05,1.87E-05,8.12E-05,-0.430902678,0.449645583,0.347129668,Not Significant,,
18112,2.20E-05,4.15E-06,9.12E-06,3.00E-06,5.23E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.21E-06,7.18E-06,6.62E-07,1.13E-05,0.502641821,0.523794077,0.280839417,Not Significant,,
20703,0.000964591,0.000509353,0.000427179,0.000151552,0.000297789,2.19E-05,0.000719031,0.000185025,0.000488301,0.001236244,0.000499922,0.000722279,0.000403009,0.000413228,0.000138311,0.000838715,-0.443457004,0.431470282,0.365049111,Not Significant,,
16919,0.000502063,0.00016025,0.000118389,0.000138858,0.000235866,2.98E-07,0.000311037,6.97E-05,5.37E-05,0.000139151,0.000115674,9.82E-05,0.000105892,0.000125982,5.09E-05,0.000235291,0.737567689,0.21432781,0.668921473,Not Significant,,
