"featureIDs","A1.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","logFC","pvalue","logpval","Sample_Type"
9683,5.86e-05,5.2e-05,5.66e-05,0.000126959,5.05e-05,8.21e-05,1.41e-05,6.86e-06,7.73e-05,9.36e-05,1.43e-05,3.4e-05,1.77e-05,9.97e-06,1.04e-05,0.959650695591558,0.13898258267048,0.857039622221137,"Not Significant"
11493,2.51e-06,7.53e-06,1.64e-06,9.9e-05,9.93e-05,8.91e-05,6.17e-06,1.73e-06,8.82e-05,1.26e-06,2.23e-07,3.4e-06,2.71e-08,2.82e-08,3.1e-08,5.72836098225405,0.0264798214263978,1.5770849480009,"Significant in SMRW"
7340,1.84e-05,2.31e-05,2.02e-05,0.000217659,0.000423447,0.000257706,1.63e-06,3.32e-07,1.29e-05,6.17e-06,5.98e-07,5.01e-06,2.92e-06,1.75e-06,3.86e-06,5.00087294475637,0.0745125563948868,1.12777053646622,"Not Significant"
10359,0.000142835,0.000116415,0.000160092,5.37e-05,6.42e-05,6.88e-05,4.54e-05,3.69e-06,5.65e-05,4.31e-05,2.15e-05,5.5e-05,1.34e-06,1.37e-06,1.85e-06,1.93396842246169,0.0107328826565312,1.96928361879006,"Significant in SMRW"
40517,6.86e-06,2.01e-06,8.78e-07,3.41e-08,1.78e-06,8.4e-07,1.89e-07,3.32e-07,0.000151529,5.04e-08,2.23e-07,2.83e-06,2.71e-08,2.82e-08,3.1e-08,5.1031403791321,0.318458372381505,0.496947328875067,"Not Significant"
32628,1.44e-05,1.92e-05,1.11e-05,5.11e-06,1.05e-05,1.73e-05,0.000108677,3.34e-05,0.001030945,2.06e-05,2.23e-07,2.51e-05,9.3e-06,1.72e-05,1.13e-05,3.31592701840258,0.296930602167416,0.527345040977359,"Not Significant"
36169,1.5e-08,1.41e-06,1.61e-08,1.12e-05,4.55e-05,2.65e-05,1.89e-07,3.32e-07,9.63e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.19959761307613,0.101832685585975,0.992112802635344,"Not Significant"
670,0.000155407,6.59e-06,2.47e-05,1.6e-05,3.45e-06,1.67e-08,2.74e-05,5.95e-05,1.33e-08,5.04e-08,2.23e-07,8.53e-06,2.71e-08,2.82e-08,3.1e-08,4.45803870881695,0.0983863504386847,1.00706514892988,"Not Significant"
1469,7.62e-05,1.43e-08,1.73e-06,3.41e-08,2.54e-07,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.12e-06,2.71e-08,2.82e-08,3.1e-08,3.2607603624725,0.381431295740539,0.418583676759792,"Not Significant"
15498,0.000402462,0.000379034,0.000379935,0.000105866,0.000118,0.000217097,2.73e-05,3.17e-05,0.000121734,5.04e-08,1.28e-06,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.6608887873303,0.00455704859294006,2.34131634040302,"Significant in SMRW"
13221,6.05e-05,4.61e-05,4.49e-05,1.04e-05,9.63e-06,2.28e-05,1.89e-07,3.32e-07,1.74e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.42570070420611,0.0120834820511932,1.91780789868588,"Significant in SMRW"
17323,1.5e-08,1.43e-08,1.61e-08,7.83e-06,5.55e-06,1.66e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.62963163912861,0.120566449832674,0.918773527018795,"Not Significant"
10771,8.41e-07,8.05e-07,1.61e-08,0.000485676,0.000472695,0.000336816,3.75e-06,3.76e-06,0.000143671,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,11.1959490400151,0.0526486746374332,1.27861255714505,"Not Significant"
31478,0.000308709,0.000149386,9.89e-05,1.52e-06,1.25e-08,1.83e-06,4.63e-06,4.01e-06,1.33e-08,4.22e-06,1.23e-05,1.3e-05,2.71e-08,2.82e-08,3.1e-08,3.67951742647853,0.141099551068727,0.850474368022297,"Not Significant"
24534,1.85e-05,1.27e-05,2.09e-05,1.67e-06,2.43e-06,2.6e-06,1.89e-07,3.32e-07,5.42e-05,4.9e-06,2.23e-07,8.9e-06,2.71e-08,2.82e-08,3.1e-08,2.42327838358917,0.123510997153229,0.908294372037228,"Not Significant"
36653,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,4.19e-05,4.01e-05,5.51e-07,5.04e-08,0.000146048,5.18e-08,0.000153352,2.82e-08,3.1e-08,-2.44255820514168,0.257061341314349,0.589963230693721,"Not Significant"
37305,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,2.44e-06,1.91e-05,0.000151349,5.39e-07,5.04e-08,0.000118894,5.18e-08,0.000163945,2.82e-08,3.1e-08,-1.29066463479898,0.443888355691837,0.352726247461927,"Not Significant"
20764,0.000983317,0.00042158,4.17e-05,9.63e-06,2.03e-05,7.53e-05,1.43e-05,0.000109559,4.69e-05,0.000147925,9.26e-06,0.000275322,0.000173759,0.000168488,0.00012204,0.356764979530017,0.719651973336094,0.142877479403772,"Not Significant"
16397,6.71e-05,4.7e-05,6.28e-05,2.18e-05,3.6e-05,3.07e-05,2.35e-06,3.32e-07,8.33e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.15296964260315,0.00357184368756184,2.44710755513476,"Significant in SMRW"
20677,1.5e-08,1.43e-08,1.61e-08,1.39e-05,2.28e-05,1.1e-05,1.89e-07,3.32e-07,1.71e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.72655050254257,0.043788749389825,1.3586374581158,"Significant in SMRW"
32818,6.95e-05,2.37e-05,2.74e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,9.47e-06,1.33e-08,5.04e-08,9.88e-06,1.29e-06,2.71e-08,2.82e-08,3.1e-08,2.94201886870605,0.148043551909847,0.829610503715121,"Not Significant"
29105,1.5e-08,1.13e-05,4.88e-06,7.58e-05,0.000110318,8.46e-05,3.47e-06,3.32e-07,0.00016461,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.52682602720385,0.036676999270675,1.43560620335907,"Significant in SMRW"
38800,1.5e-08,1.43e-08,1.61e-08,1.26e-05,6.21e-05,2.1e-06,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.96995639389042,0.246775802068591,0.607697427877475,"Not Significant"
15059,0.000456572,0.000346806,0.000369156,0.000223595,0.000226033,0.000385559,2.41e-05,2.25e-05,0.000253624,5.04e-08,1.06e-06,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.2672348066007,0.00103951010758269,2.98317128348879,"Significant in SMRW"
18572,1.54e-06,9.82e-07,3.64e-06,3.41e-08,2.66e-06,4.49e-06,1.89e-07,3.32e-07,2.48e-06,1.73e-05,2.23e-07,1.25e-05,5.2e-05,0.003826566,0.002002345,-9.08317008024176,0.193021925937411,0.714393355382,"Not Significant"
16891,6.8e-06,3.91e-05,0.000125644,1.2e-06,1.21e-05,1.19e-05,1.89e-07,3.32e-07,1.77e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.44403113665816,0.112238359406361,0.949858690037179,"Not Significant"
6339,1.95e-06,2.42e-06,3.05e-06,0.000270687,0.000239583,0.000253095,1.3e-06,3.32e-07,3.14e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.2951621701393,0.0753541941687716,1.12289257010899,"Not Significant"
7816,0.003050049,0.002860444,0.00264968,0.003296167,0.003190872,0.003521231,0.000779874,0.000259293,0.001152231,0.005381391,0.002068796,0.004541623,0.001989522,0.001311216,0.001578855,-0.285747057531858,0.548724249084673,0.260645847146796,"Not Significant"
9273,1.58e-05,1.07e-05,1.15e-05,6.58e-05,4.69e-05,3.82e-05,7.83e-05,5.51e-05,1.2e-05,1.32e-05,6.69e-06,2.54e-05,8.53e-06,2.08e-05,6.4e-06,1.45983086409717,0.0281518690675483,1.55049276604263,"Significant in SMRW"
9687,2.71e-06,2.7e-06,3.68e-06,2.4e-05,2.37e-05,3.03e-05,6.67e-06,3.32e-07,6.28e-06,3.2e-06,7.07e-07,2.69e-06,2.71e-08,2.82e-08,3.1e-08,3.32368992165541,0.030458760365267,1.51628777590081,"Significant in SMRW"
8992,5.13e-05,3.99e-05,2.68e-05,0.000394834,0.000202711,0.000116497,7.83e-05,5.78e-05,3.96e-05,5.7e-05,1.37e-05,3.07e-05,1.6e-05,4.38e-05,1.45e-05,1.93497773316233,0.072737059711175,1.13824425864316,"Not Significant"
24071,1.5e-08,1.43e-08,1.61e-08,0.000144799,1.14e-06,8.42e-07,1.89e-07,3.83e-06,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.93312725219779,0.327570086279349,0.484695764899958,"Not Significant"
38694,4.46e-07,1.43e-06,1.61e-08,3.03e-06,7.37e-06,9.21e-06,1.89e-07,3.32e-07,1.33e-08,2.1e-05,2.23e-07,0.000141409,1.15e-05,1.47e-06,1.86e-06,-3.5945121727597,0.284105795124659,0.546519907547769,"Not Significant"
1243,1.5e-08,1.94e-05,1.55e-06,1.19e-05,2.85e-05,1.67e-08,1.65e-05,5.57e-05,1.33e-08,5.04e-08,1.21e-05,5.18e-08,2.71e-08,2.82e-08,3.1e-08,2.85752278450101,0.0773352004429447,1.11162278449756,"Not Significant"
25045,0.001609408,0.001507281,0.001848795,0.000776992,0.000812945,0.001300149,1.93e-05,3.86e-06,0.000619099,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,13.7489517610802,0.00289535188449369,2.53829864706367,"Significant in SMRW"
24234,0.000540973,0.000395325,0.000510405,0.000201487,0.000256153,0.000368431,4.83e-06,3.32e-07,0.000199325,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,11.9706033246659,0.00300210253290543,2.52257447907656,"Significant in SMRW"
24674,1.5e-08,1.43e-08,1.61e-08,7.45e-07,1.25e-08,6.14e-06,0.001078952,0.000904748,1.33e-08,1.47e-05,0.003845259,1.4e-05,4.93e-05,2.95e-06,2.07e-05,-1.5724416783063,0.531277322593739,0.274678721418691,"Not Significant"
23672,1.5e-08,1.43e-08,1.61e-08,9.42e-07,1.25e-08,1.75e-05,0.000780447,0.000183314,1.33e-08,5.04e-08,0.000312545,5.18e-08,3.07e-06,2.82e-08,6.29e-06,1.02394401918503,0.591335178154154,0.228166284329502,"Not Significant"
9798,4.1e-05,3.17e-05,2.93e-05,3.41e-08,1.25e-08,7.5e-06,1.89e-07,3.32e-07,1.17e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.62405966439115,0.0370367273911291,1.43136739506691,"Significant in SMRW"
7437,5.85e-05,6.18e-05,4.5e-05,1.17e-06,1.25e-08,3.22e-06,1.89e-07,3.32e-07,2.89e-06,0.000244489,3.45e-05,0.000132001,3.65e-06,1.4e-05,3.13e-06,-1.90350727151099,0.247980142110472,0.605583095452576,"Not Significant"
19383,1.5e-08,1.43e-08,1.61e-08,4.22e-05,4.61e-05,4.33e-05,1.89e-07,3.32e-07,5.11e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.21387166019334,0.0356711181311007,1.44768327724543,"Significant in SMRW"
32976,9.62e-05,5.38e-05,6.49e-05,8.04e-07,4.72e-06,1.69e-06,1.89e-07,1.56e-05,1.33e-08,6.69e-06,3.11e-05,1.82e-06,2.93e-06,1.88e-06,4.27e-06,1.70379420989385,0.183984660774863,0.735218383612899,"Not Significant"
21942,1.5e-08,7.63e-06,1.61e-08,0.000160494,0.000194278,0.000173342,1.48e-06,4.34e-06,0.000257994,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.3391881586893,0.0356505896174712,1.44793328304924,"Significant in SMRW"
46026,1.5e-08,1.43e-08,1.61e-08,6.23e-06,2.12e-05,8.31e-06,1.89e-07,3.32e-07,1.69e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.42960105099259,0.0631182543965892,1.19984502051492,"Not Significant"
41420,1.8e-05,1.26e-05,1.73e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.29591461284519,0.0833176217825817,1.07926313504501,"Not Significant"
7663,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,7.53e-07,0.000454455,2.41e-06,-10.0610967156718,0.359599706668087,0.444180671200441,"Not Significant"
15134,0.000282822,0.000225126,0.000271901,0.000194186,0.000229633,0.000300548,1.89e-07,3.32e-07,0.000197838,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,11.4295757998665,0.00103477954483925,2.98515216485233,"Significant in SMRW"
22477,1.5e-08,1.43e-08,1.61e-08,0.000947108,2.89e-06,9.87e-07,1.89e-07,4.23e-06,1.33e-08,1.97e-06,2.23e-07,3.37e-06,2.71e-08,2.82e-08,3.1e-08,6.81702112697356,0.346159045665442,0.460724315125036,"Not Significant"
18497,1.5e-08,1.43e-08,1.61e-08,3.71e-05,4.17e-05,4.13e-05,1.89e-07,3.32e-07,8.28e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.36471992392489,0.0526140934849297,1.27889790788242,"Not Significant"
18934,1.5e-08,1.07e-05,1.61e-08,0.000261286,0.000294642,0.000250967,3.61e-06,2.27e-06,0.000416726,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.9724675834587,0.0377370549711748,1.4232319955244,"Significant in SMRW"
34783,3.74e-05,9.22e-06,4.42e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.21047320255592,0.125813362207479,0.900273231507619,"Not Significant"
43970,4.04e-06,4.99e-07,4.6e-07,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,3.18062380268787,0.237140440092577,0.624994378491456,"Not Significant"
434,2.82e-06,7.65e-06,1.27e-05,1.32e-05,1.14e-05,7.6e-07,1.89e-07,1.65e-05,1.33e-08,8.13e-07,3.02e-05,2.78e-06,2.71e-08,2.82e-08,3.1e-08,0.360219929500256,0.774580434386303,0.110933477328482,"Not Significant"
7205,0.000338004,0.000322074,0.000292472,0.000107482,8.71e-05,0.000162771,1.29e-05,2.11e-06,0.000198573,0.000104889,5.21e-06,9.09e-05,0.000134285,5.54e-05,9.87e-05,1.05337490219379,0.0864671887632592,1.06314866065489,"Not Significant"
6525,2.77e-07,1.21e-06,1.81e-06,0.000330366,0.000175868,0.000222654,1.89e-07,3.32e-07,2.78e-06,1.99e-06,2.23e-07,5.18e-08,1.14e-06,2.82e-08,3.1e-08,7.14515263898324,0.0921218157394016,1.0356375105924,"Not Significant"
6064,7.65e-07,1.32e-06,1.19e-06,0.000126958,5.74e-05,8.32e-05,1.89e-07,3.32e-07,2.35e-06,1.06e-06,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.00450213017577,0.0929234488097661,1.03187467993879,"Not Significant"
7343,2.29e-05,3.01e-05,2.71e-05,0.000108778,0.000408151,0.00026562,1.89e-07,3.32e-07,6.08e-06,9.83e-07,2.23e-07,6.43e-07,2.71e-08,2.82e-08,3.1e-08,8.22610762832429,0.0808386375799588,1.09238101450968,"Not Significant"
25491,2.58e-05,2.87e-05,3.06e-05,1.52e-06,1.31e-05,1.27e-05,1.89e-07,4.77e-06,5.37e-05,3.01e-05,5.23e-06,3.07e-05,5.82e-05,8.6e-05,6.16e-05,-1.25300450646804,0.0821398905139613,1.0854458803625,"Not Significant"
21598,7.61e-05,0.000171982,6.1e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,0.000143139,2.23e-07,6.17e-05,0.00051752,5.89e-05,5.09e-05,-2.0114319190273,0.245536842188934,0.60988333385104,"Not Significant"
17360,1.5e-08,1.43e-08,1.61e-08,6.82e-05,0.00012747,9.56e-05,1.89e-07,3.32e-07,9.77e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.30168749967042,0.0410490087798838,1.38669732542942,"Significant in SMRW"
16230,1.5e-08,1.43e-08,1.61e-08,0.000118197,0.000135826,0.000124056,1.1e-06,1.26e-06,0.000213873,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.91126006908442,0.0430282142217906,1.36624667784763,"Significant in SMRW"
34863,1.3e-05,7.53e-06,1.17e-05,3.41e-08,3.95e-06,4.42e-06,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,4.55e-07,2.82e-08,3.1e-08,5.03107260558145,0.0316759543842139,1.49927029112318,"Significant in SMRW"
29163,1.55e-05,1.61e-05,2.66e-05,3.41e-08,4.45e-06,1.67e-08,3.85e-05,3.32e-07,0.000191103,2.92e-06,1.41e-05,5.18e-08,2.71e-08,2.82e-08,3.1e-08,3.50718206347417,0.184044459321119,0.735077252504108,"Not Significant"
27517,2.25e-06,3.74e-06,1.24e-05,9.09e-06,1.59e-05,1.4e-05,1.89e-07,3.32e-07,4.93e-05,3.03e-06,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,4.39745872420083,0.056308493595652,1.24942609105443,"Not Significant"
40911,1.37e-05,8.98e-06,9.16e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,2.41e-06,2.95410902885638,0.125008766855734,0.903059528883466,"Not Significant"
40362,7.67e-07,3.17e-06,1.61e-08,3.07e-05,7.64e-05,3.87e-05,1.89e-07,3.32e-07,0.000209045,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.18519497870618,0.119481780565929,0.922698313987263,"Not Significant"
35049,1.5e-08,1.43e-08,1.61e-08,2.2e-05,5.81e-05,5.37e-06,4.68e-06,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.19656771898651,0.160220565330175,0.795281740210661,"Not Significant"
8651,8.74e-06,2.98e-06,1.26e-06,0.001511223,0.001486916,0.001192734,3.05e-06,2.33e-06,4.1e-05,3.81e-06,2.23e-07,1.89e-06,2.71e-08,2.82e-08,3.1e-08,8.88116676987142,0.0778527591715489,1.1087259910375,"Not Significant"
38409,1.5e-08,1.43e-08,1.61e-08,3.41e-08,3.32e-06,1.67e-06,1.89e-07,3.32e-07,2.05e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.4015258507264,0.240384415075047,0.619093692519188,"Not Significant"
15133,1.5e-08,1.43e-08,1.61e-08,4.92e-05,7.5e-05,4.55e-05,1.89e-07,3.32e-07,4.84e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.46866090803096,0.0410781942804921,1.38638865541688,"Significant in SMRW"
22885,0.000116818,6.59e-05,0.000104777,6.86e-05,8.65e-05,6.66e-05,4.06e-05,4.66e-06,0.00015686,1.64e-05,6.93e-06,2.71e-05,2.71e-08,2.82e-08,3.1e-08,3.2307052064608,0.00117137480706924,2.9313041206431,"Significant in SMRW"
24522,7.53e-05,6.24e-05,6.5e-05,0.00012539,0.000177737,0.000144656,2.23e-06,1.13e-05,0.000111935,0.000128517,9.39e-05,0.00021803,2.71e-08,2.82e-08,3.1e-08,0.231746396137654,0.76681702952616,0.115308250844684,"Not Significant"
36396,0.000733192,0.000354935,0.000493418,3.13e-05,4.87e-06,3.82e-06,7.41e-05,9.34e-05,2.6e-06,8.17e-06,3.99e-05,2.71e-06,3.52e-06,3.16e-06,3.76e-06,4.28616739914819,0.0658860832852073,1.18120630908898,"Not Significant"
37118,3.14e-05,9.57e-06,2.31e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.71104432723767,0.112383734545257,0.949296540265242,"Not Significant"
35205,1.33e-05,7.19e-06,7.46e-06,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.99e-06,1.33e-08,5.02e-06,2.23e-07,4.75e-06,3.31e-07,2.82e-08,3.1e-08,1.04809793265878,0.346558938017231,0.460222895889155,"Not Significant"
31317,4.02e-05,8.39e-05,0.000142867,5.12e-05,7.19e-05,2.71e-05,2.04e-05,3.8e-06,0.000288197,1.92e-05,2.23e-07,7e-06,2.71e-08,2.82e-08,3.1e-08,4.1975015611501,0.0311186509933626,1.50697923812314,"Significant in SMRW"
30429,0.000148473,0.000194013,0.00034454,1.53e-05,2.16e-05,1.77e-05,0.000125107,7.24e-06,0.000679123,0.000174628,6.86e-05,0.000116843,2.29e-05,7.07e-06,1.97e-06,1.40121846497949,0.202203393294117,0.694211560532628,"Not Significant"
32358,3.59e-05,3.62e-05,5.87e-05,2.11e-05,3.11e-05,1.66e-05,7.42e-05,3.35e-05,0.000179658,4.02e-05,7.78e-05,4.04e-05,1.39e-05,1.13e-05,2.13e-05,0.663914860533574,0.328385419579663,0.483616133941969,"Not Significant"
37633,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,9.92e-05,4.78e-05,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.90003090973153,0.197719571186181,0.703950340107262,"Not Significant"
36531,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,0.000109168,3.91e-05,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.91238542064034,0.219606046888905,0.658355705686752,"Not Significant"
45596,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.9e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.97e-06,5.18e-08,2.71e-08,2.82e-08,3.1e-08,2.05051423984705,0.463453760748265,0.333993589359,"Not Significant"
39332,1.5e-08,1.43e-08,1.61e-08,3.41e-08,4.07e-07,1.81e-05,0.000162706,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.20099382132884,0.294385526868331,0.53108354540699,"Not Significant"
38432,1.5e-08,1.43e-08,1.61e-08,3.41e-08,4.23e-07,5.27e-05,0.000230693,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.84704300756837,0.252513663559121,0.597715117158066,"Not Significant"
31754,7.34e-06,0.00013486,5.1e-05,9.72e-05,0.000259799,0.00017576,3.08e-06,1.26e-05,0.000609613,1.97e-06,2.23e-07,9.17e-06,2.71e-08,2.82e-08,3.1e-08,6.2979310464315,0.0500435523325975,1.3006518695684,"Not Significant"
2716,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,0.000153441,1.39e-05,5.34e-05,-9.01040650844315,0.198164136256719,0.70297494134995,"Not Significant"
39675,1.5e-08,1.43e-08,1.61e-08,3.41e-08,3.78e-07,1.86e-05,0.000117886,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.79714328873148,0.276039008488587,0.55902954121644,"Not Significant"
38770,1.5e-08,1.43e-08,1.61e-08,3.41e-08,1.25e-08,5.27e-05,8e-05,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.75284416936886,0.179330908907886,0.746344850363929,"Not Significant"
39391,1.5e-08,1.43e-08,1.61e-08,3.41e-08,3.78e-07,6.11e-05,0.000425133,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.62395717608252,0.282074304454828,0.549636474077694,"Not Significant"
15064,0.000334653,0.000275083,0.000268676,8.01e-05,8.13e-05,0.000161898,3.04e-06,1.22e-06,0.000100306,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,11.047317200933,0.00740036122123065,2.13074708127463,"Significant in SMRW"
18573,3.25e-06,1.43e-08,1.61e-08,2.85e-06,1.25e-08,2.6e-06,1.89e-07,3.32e-07,1.83e-06,1.84e-05,3.57e-06,1.62e-05,7.27e-05,0.004279487,0.002530602,-9.8700240224527,0.183594236690856,0.73614095610125,"Not Significant"
6223,1.5e-08,1.43e-08,1.61e-08,3.03e-05,9.29e-06,5.74e-05,1.89e-07,3.32e-07,6.2e-07,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.31337752434297,0.144166752911966,0.841134883109491,"Not Significant"
16892,1.62e-05,5.92e-05,0.000179028,9.28e-06,1.21e-05,1.44e-05,1.08e-05,3.35e-06,4e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.12383854688034,0.0736448608879979,1.13285755385673,"Not Significant"
28985,9.25e-05,1.25e-05,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,1.34e-05,2.23e-07,2.59e-05,2.71e-08,2.82e-08,3.1e-08,0.829923379274568,0.653295815340514,0.184890123656727,"Not Significant"
7797,0.000722482,0.000788307,0.000613288,0.000683879,0.000709927,0.000814855,5.72e-05,1.74e-05,0.000200919,0.000803324,0.000149056,0.000570722,0.00046649,0.000321705,0.000417363,0.171066035355483,0.691593670547183,0.160148990035204,"Not Significant"
30419,7.88e-06,2.44e-05,1.45e-05,3.41e-08,1.25e-08,8.69e-07,3.87e-06,3.32e-07,8.76e-06,9.15e-06,2.23e-07,5.18e-08,0.000343227,0.000376517,0.000645571,-5.08728885602441,0.0986151040783778,1.00605656258895,"Not Significant"
18325,1.5e-08,1.43e-08,1.61e-08,3.36e-05,5.26e-05,4.66e-05,1.89e-07,3.32e-07,1.89e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.94652697666014,0.0501013614134379,1.30015047280919,"Not Significant"
19122,0.000325072,0.00028205,0.000406465,0.000178365,0.0002906,0.000218236,0.000108728,2.21e-05,0.000546214,4.76e-05,2.29e-05,5.43e-05,1.13e-05,4.79e-05,2.09e-05,2.95169118489895,0.00220852042311659,2.65589858028341,"Significant in SMRW"
24344,3.84e-05,3.66e-05,4.86e-05,0.000114579,7.47e-05,5.63e-05,3.65e-05,5.44e-06,0.000103564,3.98e-06,2.23e-07,2.62e-05,2.24e-06,2.82e-08,3.1e-08,3.39126203071282,0.00187592744367166,2.72678396309043,"Significant in SMRW"
33277,8.21e-06,6.33e-05,2.14e-05,2.35e-05,8.92e-05,6.92e-05,4.61e-05,3.32e-07,0.000636624,1.36e-05,2.23e-07,4.68e-05,2.71e-08,2.82e-08,3.1e-08,3.39487190092748,0.190220376015418,0.720742964175215,"Not Significant"
