"featureIDs","A1.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","logFC","pvalue","logpval","Sample_Type"
7054,1.87e-05,2.42e-05,1.04e-05,8.9e-06,8.51e-06,1.26e-05,1.42e-05,3.06e-05,1.34e-05,2.33e-05,3.08e-05,2.53e-05,0.000125307,0.000109947,0.000135337,-2.2539546412728,0.0427029871855266,1.36954174387863,"Significant in NS"
5698,3.93e-05,4.58e-05,1.58e-05,2.19e-06,6.08e-07,9.92e-06,1.51e-05,2.53e-05,5.62e-06,2.05e-05,2.22e-05,2.79e-05,3.87e-05,4.23e-05,7.94e-05,-1.1180512428692,0.0788210592392609,1.10335773315127,"Not Significant"
27159,0.0001432,0.000257079,5.51e-05,2.54e-05,3.24e-05,1.58e-05,4.61e-05,3.28e-05,3.43e-05,8.43e-05,6.68e-05,6.81e-05,1.85e-05,1.32e-05,1.41e-05,0.692020627632713,0.375890119244192,0.424939090125835,"Not Significant"
11034,1.64e-05,0.000117119,1.68e-05,5.08e-05,0.00011262,1.13e-05,1.88e-05,3.47e-05,5.22e-06,0.000107256,3.86e-05,0.000215465,1.51e-05,8.82e-05,2.12e-05,-0.925186768406784,0.296151086981573,0.52848666900233,"Not Significant"
4558,6.89e-05,0.000137153,3.44e-05,2.9e-06,4.31e-06,9.09e-06,2.68e-05,3.06e-05,4.14e-06,1.2e-05,3.4e-05,1.38e-05,1.19e-05,1.32e-05,2.13e-05,0.998609162255336,0.269032336914837,0.570195515909738,"Not Significant"
10580,1.15e-05,8.81e-06,5.43e-06,3.41e-08,1.32e-06,4.21e-06,1.13e-05,1.84e-05,3.07e-06,8.75e-05,3.7e-05,6.84e-05,1.17e-05,2.76e-05,1.27e-05,-2.51934206028783,0.0438116545953345,1.35841034490321,"Significant in NS"
27141,0.000109606,0.000262513,0.000163322,6.44e-05,7.77e-05,0.00011269,1.89e-07,1e-05,0.00012377,0.000894746,9.38e-06,5.75e-05,0.000318904,0.0001625,0.000370309,-1.5573497755618,0.193603408486681,0.713087000984617,"Not Significant"
10327,8.06e-06,1.88e-05,1.6e-05,0.000358719,0.000706904,0.000642555,2.25e-06,1.18e-05,6.88e-06,3.23e-06,2.14e-06,3.59e-06,2.71e-08,2.82e-08,3.1e-08,7.02884649394697,0.0816367493867203,1.08811429635572,"Not Significant"
8934,4.84e-07,1.83e-06,5.52e-07,0.000280091,0.000373361,0.000332194,4.8e-06,7.13e-06,2.89e-06,2.76e-06,7.83e-07,6.33e-06,2.71e-08,6.5e-07,3.1e-08,5.98220314180962,0.0803910016350825,1.09479256019352,"Not Significant"
130,3.42e-07,6.51e-05,3.98e-06,9.31e-06,1.08e-05,1.36e-06,1.89e-07,3.32e-07,1.08e-06,1.48e-06,3.99e-05,1.7e-06,1.42e-06,1.28e-06,3.15e-06,0.3336624010836,0.825729379859261,0.0831622627169637,"Not Significant"
23291,0.000176659,0.000211402,0.000193871,3.41e-08,2.01e-06,8.54e-07,4.67e-06,1.29e-06,2.61e-05,5.03e-05,3.76e-06,7.02e-05,0.00010363,0.000157688,0.000117229,-0.289953741854082,0.698962781015483,0.155545949332927,"Not Significant"
21645,0.000129892,0.000261019,9.89e-05,3.41e-08,1.25e-08,1.67e-08,1e-05,3.32e-07,4.22e-05,0.000148675,1.46e-05,0.000121025,0.000372763,0.00017002,0.000186608,-1.48713460776834,0.086209483863685,1.06444495502095,"Not Significant"
6579,1.05e-05,3.56e-05,2.92e-06,3.41e-08,1.25e-08,1.67e-08,7.09e-07,3.32e-07,1.12e-07,2.96e-06,6.31e-07,4.23e-06,5.71e-06,1.27e-06,6.68e-06,0.640706553826457,0.632283947158544,0.199087844201273,"Not Significant"
6637,1.5e-08,1.43e-08,1.61e-08,9.39e-05,0.000159329,0.000307836,6.83e-05,2.83e-05,2.51e-05,3.61e-06,1.11e-05,4.87e-06,6.21e-06,1.24e-05,2.63e-05,2.81937515708462,0.0924699617484242,1.03399932202355,"Not Significant"
20082,7.76e-05,8.84e-05,9.17e-05,3.41e-08,1.25e-08,1.67e-08,3.4e-06,3.32e-07,9.65e-06,4.55e-05,4.9e-06,5.37e-05,0.000131673,0.000129656,0.00014972,-1.5108861106692,0.0784887344703218,1.105192673299,"Not Significant"
17103,0.00011663,0.000130569,0.000137199,3.41e-08,1.25e-08,1.96e-06,2.59e-06,6.27e-06,9.88e-06,5.57e-05,1.39e-05,5.74e-05,0.000125303,0.000113372,8.81e-05,-0.748502717342173,0.27519104302996,0.560365705705305,"Not Significant"
12951,1.5e-08,9.04e-07,1.61e-08,0.000178743,0.000468646,0.000459742,1.83e-05,4.35e-05,4.71e-06,8.33e-06,3.92e-05,8.29e-06,2.71e-08,2.82e-08,3.1e-08,3.80802300923404,0.103478081061555,0.985151633609391,"Not Significant"
525,0.000174457,2.26e-05,3.39e-05,3.16e-05,1.29e-05,1.67e-08,0.000163469,0.00014828,1.33e-08,5.04e-08,2.67e-05,7.12e-05,2.71e-08,2.82e-08,3.1e-08,1.99758408558132,0.100411961660782,0.998214548407758,"Not Significant"
23236,0.000446715,0.000562379,0.000538027,1.17e-05,1.11e-05,1.63e-05,2.15e-05,3.53e-05,0.000114785,0.000105568,2.89e-05,0.000134672,0.000202331,0.000241446,0.000214487,0.337543501372399,0.651969287845435,0.18577286198803,"Not Significant"
27293,9.94e-05,0.000144653,0.000173156,6.12e-06,3.18e-06,3.08e-06,3.83e-06,1.89e-05,2.91e-05,6.1e-05,9.1e-06,6.14e-05,0.00017853,0.000150519,0.000109803,-0.829521991191479,0.248724557272042,0.604281333502786,"Not Significant"
22389,0.000216021,0.000334106,0.000268932,7.36e-06,8.75e-06,9.08e-06,4.42e-05,4.07e-05,0.000356702,9.57e-05,3.23e-05,0.000106208,0.000810985,0.000568755,0.000336842,-1.18629750498467,0.225171414614703,0.647486743763273,"Not Significant"
21844,0.000184107,0.000205472,0.000146342,1.19e-05,2.66e-06,7.86e-06,2.59e-05,2e-05,2.84e-05,3.32e-05,2.14e-05,4.25e-05,0.000197485,0.000159013,0.000172951,-0.571002785725595,0.442485493596988,0.354100962602426,"Not Significant"
10549,9.03e-05,7.63e-05,7.42e-05,3.35e-06,9.91e-06,1.63e-05,2.01e-05,1.87e-05,1.43e-05,0.000159644,3.27e-05,0.00011519,0.000117859,0.000124783,0.000104475,-1.60210118394456,0.00579613177760183,2.23686174921281,"Significant in NS"
18212,4.63e-05,2.88e-05,3.31e-05,9.07e-05,0.000154512,0.000126218,3.89e-05,5.37e-05,9.81e-06,6.23e-05,5.71e-05,5.26e-05,8.4e-05,9.23e-05,9.82e-05,-0.202504372042961,0.600175097341755,0.22172202842371,"Not Significant"
10646,3.08e-05,2.26e-05,2.28e-05,7.29e-06,3.1e-06,1.29e-05,4.22e-05,6.72e-05,3.9e-06,0.000114474,6.21e-05,9.52e-05,0.000105822,7.71e-05,0.000130676,-2.04488588650348,0.000171254725235967,3.76635743667878,"Significant in NS"
14418,5.29e-05,3.2e-05,2.78e-05,2.13e-05,0.000100666,5.82e-05,7.76e-05,0.000119517,0.000103901,0.000255586,9.8e-05,0.000341039,0.000460403,0.000138614,0.000158051,-1.87444581897441,0.0257147092281431,1.58981838214697,"Significant in NS"
1848,1.5e-08,2.36e-06,1.93e-06,1.67e-05,2.57e-05,3.02e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.97106717007014,0.0694135113647934,1.15855598574053,"Not Significant"
8330,0.000118642,7.52e-05,7.92e-05,9.69e-06,9.55e-06,2.16e-05,6.61e-05,4.27e-05,3.11e-05,0.00016178,6.93e-05,0.000142233,0.000155188,0.000149192,0.000161098,-1.4712744992087,0.000603220307424436,3.21952404635924,"Significant in NS"
4600,5e-05,5.61e-05,2.9e-05,7.51e-06,7.22e-06,2.75e-05,2.49e-05,3.89e-05,3e-05,1.54e-05,4.83e-05,9.62e-06,8.66e-06,1.07e-05,1.48e-05,0.749954026185027,0.168112350209025,0.774400380370118,"Not Significant"
4982,0.000175775,2.14e-05,7.55e-06,2.19e-06,1.25e-08,5.93e-06,3.21e-05,1.92e-05,2.85e-06,8.48e-06,5e-05,5.77e-06,7.17e-06,7.51e-06,1.65e-05,0.899402988052888,0.504400056688723,0.297224873289285,"Not Significant"
24969,0.000338327,0.000442945,0.000104182,9.65e-05,9.55e-05,0.000132009,0.000164924,7.18e-05,8.85e-05,0.001633785,0.00010167,0.000644748,0.000148579,0.000218933,0.00028411,-1.56720453542747,0.223218772085566,0.651269285225681,"Not Significant"
14852,0.00011181,0.000106347,7.27e-05,2.4e-05,3.97e-05,2.8e-05,3.57e-05,6.56e-05,2.78e-05,0.000162194,4.64e-05,8.33e-05,7.09e-05,8.22e-05,0.000114417,-0.713694129927958,0.100187107485476,0.99918816178376,"Not Significant"
5599,0.000191805,0.000139573,6.13e-05,6.66e-06,2.89e-06,8.8e-06,4.09e-05,6.11e-05,3.09e-06,1.32e-05,2.52e-05,1.19e-05,3.61e-05,3.15e-05,8.07e-05,0.792872822976963,0.345816140110794,0.461154740971073,"Not Significant"
7728,4.53e-05,4.96e-05,1.63e-05,3.27e-06,1.39e-06,3.14e-06,2.85e-05,4.95e-05,1.27e-05,3.79e-05,5.11e-05,2.68e-05,8.61e-05,9.23e-05,0.000262949,-1.99469884264124,0.109395868049896,0.960999081266011,"Not Significant"
6951,5.46e-05,6.71e-05,1.76e-05,4.71e-06,1.46e-06,4.03e-06,4.01e-05,5.35e-05,8.82e-06,1.99e-05,4.18e-05,1.99e-05,8.14e-05,7.94e-05,0.000113763,-1.0845344879574,0.115552373841352,0.937221128197765,"Not Significant"
6448,0.000186203,0.000113642,3.56e-05,3.34e-06,3.37e-06,8.22e-06,3.49e-05,4.24e-05,1.2e-05,2.44e-05,5.09e-05,2.2e-05,0.00015149,0.000113435,0.000272376,-1.11437479238591,0.23753093212412,0.624279826981885,"Not Significant"
6175,7.41e-05,7.17e-05,2.32e-05,7.79e-06,1.81e-06,7e-06,3.93e-05,6.82e-05,9.72e-06,4.16e-05,3.99e-05,2.99e-05,8.12e-05,7.71e-05,0.000165192,-1.10715917838554,0.129579471170638,0.887463796794939,"Not Significant"
8339,5.22e-05,6.53e-05,1.27e-05,5.64e-05,4.83e-05,5.84e-05,3.55e-05,5.56e-05,5.75e-06,1.54e-05,3.71e-05,1.73e-05,0.000102639,0.000111918,0.000186288,-0.855572868950382,0.265808398316669,0.57543130147844,"Not Significant"
13251,7.22e-05,0.000106092,0.000106955,2.19e-05,2.04e-05,4.14e-05,4.65e-05,9.36e-05,7.54e-06,8.92e-05,6.71e-05,7.68e-05,8.71e-05,0.000155325,0.000196203,-0.963828329274746,0.0557421594398237,1.25381621081767,"Not Significant"
14492,7.29e-05,5.04e-05,3.16e-05,7.85e-05,0.000217812,0.00020815,0.000416348,0.000136514,0.000257889,0.000359118,0.000126706,0.000421051,0.000448684,0.000393844,0.000504761,-1.20162793039151,0.010237975245397,1.98978592487373,"Significant in NS"
20205,6.64e-05,4.86e-05,5.34e-05,1.96e-06,3.95e-06,1.28e-05,1.62e-05,1.04e-05,1.17e-05,7.41e-05,1.18e-05,7.73e-05,0.000165588,0.000167157,0.000165018,-2.13698049411156,0.0228327555126981,1.6414416736282,"Significant in NS"
13293,3.2e-05,3.44e-05,1.73e-05,3.68e-05,0.000145175,0.000131245,0.000261091,7.12e-05,0.000210609,0.000212258,7.58e-05,0.000277436,0.00039187,0.00025001,0.00038755,-1.34799380554116,0.0197175820195077,1.70514634395722,"Significant in NS"
7188,1.5e-08,4.6e-07,1.61e-08,0.00018825,0.000270751,0.000187477,1.89e-07,3.32e-07,1.33e-08,5.04e-08,7.06e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.91462806998458,0.0865968804788977,1.06249775250001,"Not Significant"
8394,6.48e-07,1.91e-06,1.53e-06,9.13e-05,0.000279901,0.000139736,1.89e-07,5.63e-07,1.62e-06,7.32e-06,2.23e-07,4.51e-06,2.71e-08,2.82e-08,3.1e-08,4.82855205060268,0.127320577323659,0.895101400777466,"Not Significant"
2840,2.55e-06,6.56e-06,1.78e-06,9.64e-06,1.55e-06,5.96e-07,4.32e-05,4.6e-05,1.33e-08,5.04e-08,6.26e-05,5.18e-08,2.71e-08,2.82e-08,3.1e-08,0.248537324673177,0.874806600080877,0.0580879490364443,"Not Significant"
5214,5.15e-05,3.84e-05,2.27e-05,1.11e-06,6.1e-07,1.88e-06,2.55e-05,5.03e-05,3.96e-06,5.87e-05,2.96e-05,6.61e-05,8.02e-05,7.68e-05,0.000143297,-1.79930878948784,0.0148743439580309,1.82756217999875,"Significant in NS"
5909,4.73e-05,3.77e-05,1.8e-05,3.2e-06,1.74e-06,5.48e-06,2.69e-05,4.15e-05,1.71e-05,4.04e-05,3.43e-05,3.88e-05,8.65e-05,0.000107113,0.000259786,-2.09586588873841,0.0953869869214269,1.02051086946467,"Not Significant"
8491,3.98e-05,5.68e-05,3.07e-05,2.78e-06,2.61e-06,5.96e-06,2.17e-05,3.36e-05,9.65e-06,8.58e-05,4.53e-05,0.000102858,0.000314136,0.000138156,0.000246232,-2.78030081613776,0.0250119107912938,1.60185312896458,"Significant in NS"
4698,7.45e-05,0.000107018,1.27e-05,3.41e-08,5.78e-07,1.67e-08,1.58e-05,4.28e-05,9.17e-07,2.08e-05,3.39e-05,2.17e-05,3.15e-05,2.88e-05,6.1e-05,-0.221382004926097,0.748649592419929,0.125721407516885,"Not Significant"
3162,1.5e-08,1.43e-08,1.61e-08,2.84e-05,3.27e-05,3.74e-05,1.89e-07,3.32e-07,6.29e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.41520730833974,0.0623325088611439,1.20528539255895,"Not Significant"
9045,6.23e-05,3.29e-05,4.48e-05,4.71e-06,6.12e-06,8.81e-06,1e-05,1.86e-05,2.16e-05,0.000236331,3.51e-05,0.000290452,7.62e-05,6.14e-05,8.79e-05,-2.4927383523181,0.0535287657741682,1.27141277013511,"Not Significant"
7335,2.7e-05,3.28e-05,8.54e-06,3.41e-08,1e-06,2.16e-06,8.44e-06,2.28e-05,3.39e-06,5.72e-05,2.78e-05,6.24e-05,9.98e-05,0.000108699,0.0001978,-2.96776842403633,0.0206089802744327,1.68594349643734,"Significant in NS"
7903,5.2e-05,2.91e-05,2.29e-05,2.92e-06,4.18e-06,6.05e-06,8.38e-06,2.67e-05,2.53e-05,0.000131622,3.72e-05,0.000130026,9.48e-05,7.99e-05,0.00016014,-2.42067235674096,0.00395409467896438,2.40295293591777,"Significant in NS"
1461,1.5e-08,9.02e-07,1.61e-08,3.29e-06,1.25e-08,1.67e-08,9.49e-05,0.000175467,1.33e-08,5.04e-08,3.76e-06,5.18e-08,2.71e-08,2.82e-08,3.1e-08,5.53509188807475,0.190947767442452,0.719085415023536,"Not Significant"
974,1.5e-08,2.03e-07,1.61e-08,3.64e-06,2.5e-07,1.67e-08,0.000167325,0.000172366,1.33e-08,5.04e-08,9.19e-06,5.18e-08,2.71e-08,2.82e-08,3.1e-08,4.61129527938919,0.179555843456609,0.745800456649491,"Not Significant"
7530,0.00020261,0.000118085,0.000154682,0.001891347,0.002358114,0.002046577,1.87e-06,4.67e-06,0.000114917,3.62e-05,2.17e-05,4.64e-05,2.71e-08,9.07e-06,3.1e-08,5.34029272980606,0.0570553424509793,1.24370368361475,"Not Significant"
11096,6.29e-05,2.59e-05,1.92e-05,4.72e-06,6.68e-06,5.5e-06,7.97e-07,6.63e-07,5.86e-06,0.000202821,1.88e-06,0.000113881,4.42e-05,2.59e-05,4.98e-05,-2.31453970114346,0.11147286483824,0.95283083741613,"Not Significant"
5147,2.69e-06,9.3e-06,9.02e-06,7.33e-06,7.84e-06,5.7e-06,1.89e-07,3.32e-07,4.66e-06,7.55e-05,1.06e-05,4.37e-05,5.35e-06,1.02e-05,6.98e-06,-2.27955871426633,0.143166028925991,0.844160021135916,"Not Significant"
5187,2.73e-05,1.07e-05,1.08e-05,4.58e-06,1.91e-06,5.83e-06,2.62e-05,1.59e-05,1.02e-05,0.000137711,2.36e-05,0.000135339,3.18e-05,3.18e-05,1.33e-05,-2.30458880126101,0.0899786467126487,1.04586054295139,"Not Significant"
22393,8.78e-05,0.00012075,9.77e-05,3.41e-08,1.25e-08,6.52e-07,1.23e-05,3.76e-06,0.000129775,2.88e-05,1.42e-06,3.17e-05,0.000294395,0.000256705,0.000164224,-1.36450837119101,0.198742999223061,0.701708160544914,"Not Significant"
12354,1.5e-08,1.43e-08,1.61e-08,2.99e-05,3.76e-05,3.74e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.41689472637509,0.0818895278241298,1.08677163302573,"Not Significant"
8662,4.06e-05,9e-05,8.23e-05,3.41e-08,1.25e-08,6.24e-05,1.72e-06,9.15e-06,2.72e-06,6.79e-05,1.58e-05,2.55e-05,1.16e-05,1.1e-05,9.14e-06,0.45070934375539,0.58816678930578,0.230499501468586,"Not Significant"
20067,0.000929575,0.001184697,0.001101927,6.44e-06,1.65e-05,1.52e-05,3.38e-05,6.76e-06,0.00010335,0.000275446,4.24e-05,0.000328099,0.000295663,0.000207526,0.00023799,0.707732305189273,0.437547435688913,0.358974857061801,"Not Significant"
20498,4.32e-05,0.000110696,7.43e-05,3.41e-08,1.25e-08,1.67e-08,5.7e-06,6.83e-06,2.47e-05,3.41e-05,1.12e-05,2.25e-05,0.000376127,0.000429178,0.00031337,-2.74491858034875,0.0891319360630088,1.04996665992625,"Not Significant"
17087,0.000140144,0.000135623,0.000152199,1.14e-06,3.3e-06,2.74e-06,7.01e-06,2.67e-06,1.93e-05,8.1e-05,9.37e-06,8e-05,0.000171238,0.000149371,0.000162362,-1.07828216021736,0.123123129016831,0.909660355997599,"Not Significant"
16799,0.000105841,0.000237446,5.35e-05,2.36e-05,1.59e-05,1.3e-05,8.82e-05,0.000207432,3.66e-05,0.000470251,0.00036145,0.000265253,4.27e-05,6.96e-05,5.77e-05,-1.28197379239298,0.163891009677486,0.78544486921502,"Not Significant"
3159,2.14e-05,1.1e-05,1.15e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,0.000300205,5.73e-05,0.000201311,2.71e-08,2.82e-08,3.1e-08,-4.23575918190475,0.152241319474163,0.817467460678309,"Not Significant"
15727,1.5e-08,9.2e-06,0.000142119,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,4.1e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,1.26e-05,3.1e-06,2.69590082867275,0.378773908599081,0.4216199445096,"Not Significant"
10651,2.76e-05,7.83e-05,0.00022791,1.52e-05,1.2e-05,1.21e-05,3.17e-06,5.13e-07,1.53e-05,7.68e-06,2.96e-06,5.83e-06,2.71e-08,2.82e-08,3.1e-08,3.98078118441149,0.131918893990927,0.879692998476719,"Not Significant"
14432,3.87e-06,1.79e-05,0.000171504,3.41e-08,1.25e-08,1.67e-08,7.85e-07,3.32e-07,3.42e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,7.38e-05,3.49e-05,0.274601548084437,0.868539263445039,0.0612105439272008,"Not Significant"
4523,1.37e-05,2.97e-05,0.000102818,3.41e-08,1.25e-08,1.58e-06,7.27e-06,1.58e-06,1.9e-05,6.77e-06,1.97e-06,4.18e-06,1.1e-06,1.57e-06,3.1e-08,2.90654863218252,0.16179047850327,0.791047040543059,"Not Significant"
20927,8.13e-05,7.72e-05,9.05e-05,3.41e-08,1.25e-08,1.67e-08,2.26e-06,3.32e-07,6.06e-06,1.7e-05,1.76e-06,2.03e-05,4.51e-05,4.8e-05,4.23e-05,-0.0220806060884705,0.977958991714468,0.00967935589288523,"Not Significant"
7057,1.5e-08,1.1e-06,1.61e-08,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,0.000361791,3.03e-05,0.000183036,2.71e-08,2.82e-08,3.1e-08,-8.96322820021337,0.175204656800453,0.756454354812559,"Not Significant"
14485,7.44e-05,6.07e-05,4.88e-05,3.38e-05,8.41e-05,8.72e-05,0.00017888,6.14e-05,0.000108335,0.000188614,5.99e-05,0.000175045,0.000487205,0.000406447,0.000516754,-1.89898870748991,0.0332592711404579,1.47808727234878,"Significant in NS"
27678,0.000132155,0.000254965,0.00022975,2.04e-06,3.08e-06,8.56e-07,3.46e-05,2.2e-05,0.000471765,3.08e-05,4.29e-06,3.92e-05,0.000626677,0.000486414,0.000309493,-0.963763005333017,0.348034315891802,0.458377932870357,"Not Significant"
25626,0.000208085,0.000338331,0.000490567,2.1e-05,1.85e-05,1.69e-05,4.18e-05,1.94e-05,0.000114894,0.00012002,7.11e-06,0.000121899,0.000717154,0.000857998,0.000727999,-1.59245832681252,0.133837983534194,0.873420615280641,"Not Significant"
26657,0.00019375,0.000392972,0.00025503,2.92e-05,3.01e-05,1.87e-05,2.55e-05,2.65e-05,7.23e-05,0.000281171,4e-05,0.000163725,0.000944096,0.000585479,0.000381875,-1.78360516107606,0.0887635402473586,1.05176538468213,"Not Significant"
21348,0.000102099,0.000195383,0.000126517,5.98e-06,3.99e-06,2.74e-06,3.57e-05,2.03e-05,4.32e-05,6.75e-05,8.26e-06,9.71e-05,0.000394835,0.00039209,0.000386455,-1.9138381792174,0.082112287968688,1.08559184656304,"Not Significant"
23308,0.000636636,0.000782925,0.000719285,1.51e-05,1.04e-05,1.41e-05,5.41e-05,2.02e-05,8.34e-05,0.000186637,2.64e-05,0.000239606,0.000304969,0.000323676,0.000286152,0.18769040672401,0.801655595815597,0.0960121715683091,"Not Significant"
27298,0.001096559,0.001846395,0.001611503,3.52e-05,3.74e-05,4.06e-05,6.17e-05,4.42e-05,0.000335568,0.000274045,3.05e-05,0.000411133,0.001349983,0.00140263,0.000758449,-0.311431637946054,0.694654651547747,0.158231051817186,"Not Significant"
28318,0.00015314,0.000204759,0.00018443,5.86e-06,5.9e-06,4.86e-06,3.09e-05,2.63e-06,0.000129087,9.12e-05,2.54e-06,8.08e-05,0.000421196,0.000507317,0.000333173,-1.57804201979644,0.125150178357128,0.902568527122787,"Not Significant"
22390,0.000308477,0.000450628,0.000353989,4.18e-06,1.06e-05,9.6e-06,7e-05,3.35e-05,0.000538392,0.000101333,3.14e-05,0.000108837,0.001056689,0.000840959,0.000447979,-1.12498912089912,0.261160492789979,0.583092520586157,"Not Significant"
21852,0.000205513,0.000203057,0.000248476,1.38e-05,6.36e-06,9.47e-06,3.4e-05,2.28e-05,3.11e-05,6e-05,2.05e-05,0.000109138,0.000356565,0.000372769,0.000339647,-1.28532542199595,0.138405573416503,0.858846421040414,"Not Significant"
612,0.000139915,1.09e-05,4.79e-05,2.31e-05,1.05e-05,1.67e-08,2.85e-05,7.41e-05,1.33e-08,1.61e-06,6.67e-05,0.000191661,2.71e-08,2.82e-08,3.1e-08,-0.219867820991663,0.865834218552954,0.0625652544721993,"Not Significant"
6445,9.68e-05,8.01e-05,1.94e-05,4.59e-06,2.17e-06,5.05e-06,7.94e-06,3.63e-05,8.91e-06,8.74e-06,4.29e-05,1.14e-05,4.11e-05,6.2e-05,0.000134399,-0.787028458886589,0.367994742669947,0.434158385798605,"Not Significant"
3603,3.66e-05,1.7e-05,3.3e-05,0.000128836,0.000160994,0.000384363,8.93e-07,3.32e-07,2.8e-05,4.18e-05,3.85e-06,2.63e-05,1.31e-05,1.09e-05,9.68e-06,2.31790339069184,0.131599895872839,0.880744454353288,"Not Significant"
4737,2.12e-05,1.93e-05,1.81e-05,0.000114092,0.000110132,0.000112943,6.56e-06,2.31e-06,5.34e-06,9.93e-06,4.91e-06,1.13e-05,2.72e-06,2.46e-06,2.57e-06,3.01164893313187,0.0456412712375909,1.34064226776429,"Significant in SMRW"
18213,3.27e-05,3.64e-05,3.56e-05,4.38e-05,5.97e-05,6.46e-05,1.97e-05,9.2e-06,2.97e-06,4.5e-05,1.17e-05,5.88e-05,0.000133441,9.62e-05,0.000144774,-1.27024651592903,0.0764713998851387,1.11650095954526,"Not Significant"
10110,3.54e-05,2.29e-05,1.43e-05,2.09e-06,1.25e-08,5.2e-06,1.17e-05,2.51e-05,2.07e-06,4.72e-05,3.03e-05,6.01e-05,0.000132973,0.000172578,0.000224152,-3.07510365022865,0.0268824078034926,1.57053183498806,"Significant in NS"
5148,0.000178147,0.000116508,0.000130949,0.000450759,0.000512018,0.000476311,5.86e-07,3.32e-07,5.84e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,1.19e-06,3.1e-08,9.67114428847511,0.0151944924328944,1.81831380280845,"Significant in SMRW"
15867,0.000490431,0.000421071,0.000181854,0.000719724,0.000889436,0.000690006,0.000692216,0.000437031,0.000359458,0.001477851,0.00034408,0.00236867,0.001985431,0.001084787,0.000844459,-1.31658032439568,0.0448766691895656,1.34797938451199,"Significant in NS"
18480,5.21e-05,6.64e-05,3.16e-05,4.58e-05,8.39e-05,4.89e-05,7.31e-05,6.84e-05,2.17e-05,0.000115703,3.45e-05,0.000166098,0.000150549,9.32e-05,0.00013771,-1.08932834119207,0.0231144185340413,1.63611702719382,"Significant in NS"
306,1.06e-05,4.51e-06,1.83e-06,1.44e-06,1.25e-08,1.67e-08,4.19e-05,2.71e-05,1.33e-08,2.14e-06,7.98e-05,1.21e-06,4.85e-07,4.17e-07,1.36e-06,-0.551396641827048,0.757346633748355,0.120705300595123,"Not Significant"
10812,5.3e-05,3.64e-05,6.03e-05,2.04e-06,1.35e-06,6.86e-06,2.03e-05,2.65e-05,6.28e-06,5.87e-05,2.91e-05,4.32e-05,5.47e-05,4.7e-05,6e-05,-1.04332863384034,0.0139132895978277,1.85657017516406,"Significant in NS"
4694,2.41e-05,3.67e-05,1.06e-05,3.41e-08,5.64e-07,1.25e-06,1.97e-05,1.73e-05,1.72e-06,6.46e-06,1.77e-05,1.93e-06,4.69e-05,3.14e-05,9.47e-05,-1.41529549584287,0.207735818089069,0.682488615370055,"Not Significant"
8343,3.65e-05,3.83e-05,8.41e-05,3.41e-08,1.25e-08,1.03e-06,7.24e-06,1.35e-05,6.16e-06,4.76e-05,3.94e-05,1.52e-05,8.36e-05,8.23e-05,0.000151965,-1.75348915414023,0.0559032012632647,1.25256332178865,"Not Significant"
5490,8.35e-05,5.28e-05,4.31e-05,4.07e-05,3.39e-05,4.9e-05,2.35e-05,8.98e-06,2.54e-05,0.000147316,7.31e-05,0.000148626,0.000109978,3.45e-05,8.05e-05,-1.30395481535014,0.0218501156791176,1.66054625944095,"Significant in NS"
5049,9.81e-05,5.78e-05,6.21e-05,4.45e-05,4.85e-05,4.3e-05,2.17e-05,7.14e-06,2.24e-05,0.000154131,7.77e-05,0.000145875,0.000108872,3.24e-05,6.9e-05,-1.1219480912079,0.0404476239323357,1.39310698563104,"Significant in NS"
4320,0.000103061,5.26e-05,5.32e-05,4.19e-05,4.15e-05,5.58e-05,2.32e-05,8.67e-06,2.87e-05,0.00016317,7.21e-05,0.000143142,8.07e-05,3.52e-05,4.99e-05,-0.998332613927453,0.0881288766807198,1.0548817655011,"Not Significant"
10899,2.46e-05,2.47e-05,1.92e-05,1.67e-06,3.54e-06,1.24e-05,9.69e-06,2.49e-05,1.43e-06,0.000124777,2.26e-05,0.000149877,0.000101175,8.52e-05,0.00012676,-2.90627383658378,0.00431449520500766,2.36507000933558,"Significant in NS"
